Year,County,Region,Type,Count,CBC
2013,Galveston,6-Houston,Foster,2,DFPS
2013,Galveston,6-Houston,Foster/Adoptive,16,DFPS
2013,Gillespie,8-San Antonio,Adoptive,2,DFPS
2013,Goliad,8-San Antonio,Foster,1,DFPS
2013,Goliad,8-San Antonio,Foster/Adoptive,2,DFPS
2013,Gonzales,8-San Antonio,Adoptive,1,DFPS
2013,Gray,1-Lubbock,Foster/Adoptive,5,DFPS
2013,Grayson,3-Arlington,Adoptive,1,DFPS
2013,Grayson,3-Arlington,Foster,3,DFPS
2013,Grayson,3-Arlington,Foster/Adoptive,7,DFPS
2013,Gregg,4-Tyler,Adoptive,3,DFPS
2013,Gregg,4-Tyler,Foster,1,DFPS
2013,Gregg,4-Tyler,Foster/Adoptive,8,DFPS
2013,Grimes,7-Austin,Foster,1,DFPS
2013,Guadalupe,8-San Antonio,Adoptive,10,DFPS
2013,Guadalupe,8-San Antonio,Foster/Adoptive,10,DFPS
2013,Hale,1-Lubbock,Foster/Adoptive,5,DFPS
2013,Hall,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Hamilton,7-Austin,Foster/Adoptive,1,DFPS
2013,Hansford,1-Lubbock,Adoptive,1,DFPS
2013,Hansford,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Hardeman,2-Abilene,Foster/Adoptive,1,DFPS
2013,Hardin,5-Beaumont,Adoptive,7,DFPS
2013,Hardin,5-Beaumont,Foster/Adoptive,3,DFPS
2013,Harris,6-Houston,Adoptive,82,DFPS
2013,Harris,6-Houston,Foster,22,DFPS
2013,Harris,6-Houston,Foster/Adoptive,118,DFPS
2013,Harrison,4-Tyler,Adoptive,4,DFPS
2013,Harrison,4-Tyler,Foster,1,DFPS
2013,Harrison,4-Tyler,Foster/Adoptive,11,DFPS
2013,Hartley,1-Lubbock,Foster/Adoptive,2,DFPS
2013,Hays,7-Austin,Adoptive,9,DFPS
2013,Hays,7-Austin,Foster/Adoptive,6,DFPS
2013,Henderson,4-Tyler,Adoptive,3,DFPS
2013,Henderson,4-Tyler,Foster,1,DFPS
2013,Henderson,4-Tyler,Foster/Adoptive,9,DFPS
2013,Hidalgo,11-Edinburg,Adoptive,3,DFPS
2013,Hidalgo,11-Edinburg,Foster,2,DFPS
2013,Hidalgo,11-Edinburg,Foster/Adoptive,10,DFPS
2013,Hill,7-Austin,Adoptive,2,DFPS
2013,Hockley,1-Lubbock,Adoptive,1,DFPS
2013,Hockley,1-Lubbock,Foster/Adoptive,5,DFPS
2013,Hood,3-Arlington,Foster/Adoptive,1,DFPS
2013,Hopkins,4-Tyler,Foster/Adoptive,2,DFPS
2013,Houston,5-Beaumont,Foster/Adoptive,3,DFPS
2013,Howard,9-Midland,Foster/Adoptive,1,DFPS
2013,Hudspeth,10-El Paso,Foster/Adoptive,1,DFPS
2013,Hunt,3-Arlington,Adoptive,3,DFPS
2013,Hunt,3-Arlington,Foster/Adoptive,11,DFPS
2013,Hutchinson,1-Lubbock,Adoptive,1,DFPS
2013,Hutchinson,1-Lubbock,Foster/Adoptive,4,DFPS
2013,Irion,9-Midland,Adoptive,1,DFPS
2013,Jack,2-Abilene,Adoptive,1,DFPS
2013,Jack,2-Abilene,Foster/Adoptive,1,DFPS
2013,Jackson,8-San Antonio,Foster/Adoptive,4,DFPS
2013,Jasper,5-Beaumont,Foster/Adoptive,8,DFPS
2013,Jefferson,5-Beaumont,Adoptive,14,DFPS
2013,Jefferson,5-Beaumont,Foster,10,DFPS
2013,Jefferson,5-Beaumont,Foster/Adoptive,33,DFPS
2013,Jim Wells,11-Edinburg,Adoptive,3,DFPS
2013,Jim Wells,11-Edinburg,Foster/Adoptive,1,DFPS
2013,Johnson,3-Arlington,Adoptive,6,DFPS
2013,Johnson,3-Arlington,Foster/Adoptive,5,DFPS
2013,Jones,2-Abilene,Adoptive,1,DFPS
2013,Jones,2-Abilene,Foster/Adoptive,1,DFPS
2013,Kaufman,3-Arlington,Adoptive,1,DFPS
2013,Kaufman,3-Arlington,Foster/Adoptive,6,DFPS
2013,Kerr,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Kinney,8-San Antonio,Adoptive,2,DFPS
2013,Kleberg,11-Edinburg,Adoptive,1,DFPS
2013,Kleberg,11-Edinburg,Foster/Adoptive,1,DFPS
2013,Lamar,4-Tyler,Adoptive,1,DFPS
2013,Lamar,4-Tyler,Foster/Adoptive,4,DFPS
2013,Lamb,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Lavaca,8-San Antonio,Adoptive,2,DFPS
2013,Lavaca,8-San Antonio,Foster/Adoptive,4,DFPS
2013,Lee,7-Austin,Adoptive,1,DFPS
2013,Lee,7-Austin,Foster/Adoptive,2,DFPS
2013,Leon,7-Austin,Adoptive,2,DFPS
2013,Liberty,6-Houston,Adoptive,1,DFPS
2013,Liberty,6-Houston,Foster/Adoptive,3,DFPS
2013,Limestone,7-Austin,Adoptive,1,DFPS
2013,Limestone,7-Austin,Foster/Adoptive,4,DFPS
2013,Lipscomb,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Llano,7-Austin,Adoptive,1,DFPS
2013,Lubbock,1-Lubbock,Adoptive,13,DFPS
2013,Lubbock,1-Lubbock,Foster,3,DFPS
2013,Lubbock,1-Lubbock,Foster/Adoptive,33,DFPS
2013,Lynn,1-Lubbock,Adoptive,1,DFPS
2013,Lynn,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Madison,7-Austin,Adoptive,1,DFPS
2013,Madison,7-Austin,Foster/Adoptive,1,DFPS
2013,Marion,4-Tyler,Adoptive,1,DFPS
2013,Matagorda,6-Houston,Foster,1,DFPS
2013,Matagorda,6-Houston,Foster/Adoptive,3,DFPS
2013,Maverick,8-San Antonio,Adoptive,1,DFPS
2013,Maverick,8-San Antonio,Foster/Adoptive,2,DFPS
2013,McLennan,7-Austin,Adoptive,9,DFPS
2013,McLennan,7-Austin,Foster,3,DFPS
2013,McLennan,7-Austin,Foster/Adoptive,12,DFPS
2013,Medina,8-San Antonio,Adoptive,2,DFPS
2013,Medina,8-San Antonio,Foster/Adoptive,5,DFPS
2013,Midland,9-Midland,Foster/Adoptive,11,DFPS
2013,Mills,7-Austin,Adoptive,1,DFPS
2013,Montague,2-Abilene,Adoptive,1,DFPS
2013,Montague,2-Abilene,Foster/Adoptive,7,DFPS
2013,Montgomery,6-Houston,Adoptive,10,DFPS
2013,Montgomery,6-Houston,Foster,1,DFPS
2013,Montgomery,6-Houston,Foster/Adoptive,17,DFPS
2013,Moore,1-Lubbock,Adoptive,1,DFPS
2013,Moore,1-Lubbock,Foster/Adoptive,2,DFPS
2013,Morris,4-Tyler,Foster/Adoptive,2,DFPS
2013,Motley,1-Lubbock,Adoptive,1,DFPS
2013,Nacogdoches,5-Beaumont,Adoptive,3,DFPS
2013,Nacogdoches,5-Beaumont,Foster,2,DFPS
2013,Nacogdoches,5-Beaumont,Foster/Adoptive,8,DFPS
2013,Navarro,3-Arlington,Adoptive,1,DFPS
2013,Navarro,3-Arlington,Foster/Adoptive,4,DFPS
2013,Nolan,2-Abilene,Foster/Adoptive,4,DFPS
2013,Nueces,11-Edinburg,Adoptive,4,DFPS
2013,Nueces,11-Edinburg,Foster/Adoptive,6,DFPS
2013,Ochiltree,1-Lubbock,Foster/Adoptive,4,DFPS
2013,Orange,5-Beaumont,Adoptive,6,DFPS
2013,Orange,5-Beaumont,Foster,1,DFPS
2013,Orange,5-Beaumont,Foster/Adoptive,18,DFPS
2013,Out of State,Out of State,Adoptive,8,DFPS
2013,Out of State,Out of State,Foster,18,DFPS
2013,Out of State,Out of State,Foster/Adoptive,54,DFPS
2013,Panola,4-Tyler,Adoptive,1,DFPS
2013,Panola,4-Tyler,Foster/Adoptive,1,DFPS
2013,Parker,3-Arlington,Foster/Adoptive,1,DFPS
2013,Parmer,1-Lubbock,Foster/Adoptive,2,DFPS
2013,Pecos,9-Midland,Adoptive,1,DFPS
2013,Pecos,9-Midland,Foster/Adoptive,1,DFPS
2013,Polk,5-Beaumont,Adoptive,1,DFPS
2013,Polk,5-Beaumont,Foster/Adoptive,5,DFPS
2013,Potter,1-Lubbock,Adoptive,3,DFPS
2013,Potter,1-Lubbock,Foster/Adoptive,16,DFPS
2013,Rains,4-Tyler,Foster/Adoptive,1,DFPS
2013,Randall,1-Lubbock,Adoptive,2,DFPS
2013,Randall,1-Lubbock,Foster/Adoptive,26,DFPS
2013,Real,8-San Antonio,Adoptive,1,DFPS
2013,Red River,4-Tyler,Foster/Adoptive,1,DFPS
2013,Refugio,11-Edinburg,Adoptive,1,DFPS
2013,Robertson,7-Austin,Adoptive,1,DFPS
2013,Rockwall,3-Arlington,Foster/Adoptive,5,DFPS
2013,Runnels,2-Abilene,Adoptive,1,DFPS
2013,Runnels,2-Abilene,Foster/Adoptive,1,DFPS
2013,Rusk,4-Tyler,Adoptive,3,DFPS
2013,Rusk,4-Tyler,Foster,1,DFPS
2013,Rusk,4-Tyler,Foster/Adoptive,7,DFPS
2013,San Augustine,5-Beaumont,Adoptive,1,DFPS
2013,San Augustine,5-Beaumont,Foster/Adoptive,2,DFPS
2013,San Jacinto,5-Beaumont,Foster,1,DFPS
2013,San Jacinto,5-Beaumont,Foster/Adoptive,2,DFPS
2013,San Patricio,11-Edinburg,Adoptive,2,DFPS
2013,San Saba,7-Austin,Adoptive,1,DFPS
2013,Schleicher,9-Midland,Foster/Adoptive,1,DFPS
2013,Scurry,2-Abilene,Foster/Adoptive,4,DFPS
2013,Shelby,5-Beaumont,Adoptive,1,DFPS
2013,Shelby,5-Beaumont,Foster/Adoptive,1,DFPS
2013,Smith,4-Tyler,Adoptive,9,DFPS
2013,Smith,4-Tyler,Foster,2,DFPS
2013,Smith,4-Tyler,Foster/Adoptive,14,DFPS
2013,Starr,11-Edinburg,Foster/Adoptive,2,DFPS
2013,Sutton,9-Midland,Foster/Adoptive,4,DFPS
2013,Swisher,1-Lubbock,Foster/Adoptive,3,DFPS
2013,Tarrant,3-Arlington,Adoptive,23,DFPS
2013,Tarrant,3-Arlington,Foster,6,DFPS
2013,Tarrant,3-Arlington,Foster/Adoptive,51,DFPS
2013,Taylor,2-Abilene,Adoptive,3,DFPS
2013,Taylor,2-Abilene,Foster/Adoptive,14,DFPS
2013,Terry,1-Lubbock,Adoptive,1,DFPS
2013,Terry,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Titus,4-Tyler,Adoptive,4,DFPS
2013,Tom Green,9-Midland,Foster/Adoptive,7,DFPS
2013,Travis,7-Austin,Adoptive,27,DFPS
2013,Travis,7-Austin,Foster,2,DFPS
2013,Travis,7-Austin,Foster/Adoptive,20,DFPS
2013,Trinity,5-Beaumont,Foster,1,DFPS
2013,Trinity,5-Beaumont,Foster/Adoptive,1,DFPS
2013,Tyler,5-Beaumont,Adoptive,1,DFPS
2013,Tyler,5-Beaumont,Foster/Adoptive,4,DFPS
2013,Upshur,4-Tyler,Foster/Adoptive,3,DFPS
2013,Uvalde,8-San Antonio,Adoptive,7,DFPS
2013,Uvalde,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Val Verde,8-San Antonio,Adoptive,2,DFPS
2013,Val Verde,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Van Zandt,4-Tyler,Adoptive,4,DFPS
2013,Van Zandt,4-Tyler,Foster/Adoptive,9,DFPS
2013,Victoria,8-San Antonio,Adoptive,1,DFPS
2013,Victoria,8-San Antonio,Foster,1,DFPS
2013,Victoria,8-San Antonio,Foster/Adoptive,11,DFPS
2013,Walker,6-Houston,Adoptive,4,DFPS
2013,Walker,6-Houston,Foster/Adoptive,2,DFPS
2013,Waller,6-Houston,Adoptive,2,DFPS
2013,Waller,6-Houston,Foster,1,DFPS
2013,Waller,6-Houston,Foster/Adoptive,1,DFPS
2013,Washington,7-Austin,Adoptive,1,DFPS
2013,Washington,7-Austin,Foster/Adoptive,3,DFPS
2013,Webb,11-Edinburg,Adoptive,5,DFPS
2013,Webb,11-Edinburg,Foster,1,DFPS
2013,Webb,11-Edinburg,Foster/Adoptive,13,DFPS
2013,Wharton,6-Houston,Foster/Adoptive,4,DFPS
2013,Wichita,2-Abilene,Adoptive,2,DFPS
2013,Wichita,2-Abilene,Foster/Adoptive,10,DFPS
2013,Wilbarger,2-Abilene,Adoptive,1,DFPS
2013,Williamson,7-Austin,Adoptive,21,DFPS
2013,Williamson,7-Austin,Foster,1,DFPS
2013,Williamson,7-Austin,Foster/Adoptive,17,DFPS
2013,Wilson,8-San Antonio,Adoptive,4,DFPS
2013,Wilson,8-San Antonio,Foster/Adoptive,2,DFPS
2013,Wise,3-Arlington,Foster/Adoptive,3,DFPS
2013,Wood,4-Tyler,Adoptive,1,DFPS
2013,Wood,4-Tyler,Foster/Adoptive,3,DFPS
2013,Yoakum,1-Lubbock,Foster/Adoptive,2,DFPS
2013,Young,2-Abilene,Adoptive,1,DFPS
2013,Young,2-Abilene,Foster/Adoptive,5,DFPS
2013,Zavala,8-San Antonio,Adoptive,1,DFPS
2012,Andrews,9-Midland,Foster/Adoptive,1,DFPS
2012,Angelina,5-Beaumont,Adoptive,1,DFPS
2012,Angelina,5-Beaumont,Foster/Adoptive,8,DFPS
2012,Aransas,11-Edinburg,Foster/Adoptive,2,DFPS
2012,Atascosa,8-San Antonio,Adoptive,2,DFPS
2012,Atascosa,8-San Antonio,Foster/Adoptive,2,DFPS
2012,Austin,6-Houston,Adoptive,3,DFPS
2012,Bandera,8-San Antonio,Adoptive,1,DFPS
2012,Bandera,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Bastrop,7-Austin,Adoptive,4,DFPS
2012,Bastrop,7-Austin,Foster,2,DFPS
2012,Bastrop,7-Austin,Foster/Adoptive,4,DFPS
2012,Bee,11-Edinburg,Adoptive,2,DFPS
2012,Bell,7-Austin,Adoptive,12,DFPS
2012,Bell,7-Austin,Foster,7,DFPS
2012,Bell,7-Austin,Foster/Adoptive,48,DFPS
2012,Bexar,8-San Antonio,Adoptive,80,DFPS
2012,Bexar,8-San Antonio,Foster,4,DFPS
2012,Bexar,8-San Antonio,Foster/Adoptive,94,DFPS
2012,Blanco,7-Austin,Adoptive,1,DFPS
2012,Bosque,7-Austin,Foster/Adoptive,1,DFPS
2012,Bowie,4-Tyler,Adoptive,4,DFPS
2012,Bowie,4-Tyler,Foster/Adoptive,9,DFPS
2012,Brazoria,6-Houston,Adoptive,15,DFPS
2012,Brazoria,6-Houston,Foster,2,DFPS
2012,Brazoria,6-Houston,Foster/Adoptive,21,DFPS
2012,Brazos,7-Austin,Adoptive,4,DFPS
2012,Brazos,7-Austin,Foster,2,DFPS
2012,Brazos,7-Austin,Foster/Adoptive,8,DFPS
2012,Brewster,10-El Paso,Adoptive,1,DFPS
2012,Briscoe,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Brooks,11-Edinburg,Foster/Adoptive,1,DFPS
2012,Brown,2-Abilene,Adoptive,1,DFPS
2012,Brown,2-Abilene,Foster/Adoptive,6,DFPS
2012,Burleson,7-Austin,Adoptive,1,DFPS
2012,Burleson,7-Austin,Foster/Adoptive,2,DFPS
2012,Burnet,7-Austin,Adoptive,1,DFPS
2012,Burnet,7-Austin,Foster/Adoptive,3,DFPS
2012,Calhoun,8-San Antonio,Foster,1,DFPS
2012,Calhoun,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Cameron,11-Edinburg,Adoptive,6,DFPS
2012,Cameron,11-Edinburg,Foster,5,DFPS
2012,Cameron,11-Edinburg,Foster/Adoptive,14,DFPS
2012,Carson,1-Lubbock,Adoptive,1,DFPS
2012,Cass,4-Tyler,Adoptive,2,DFPS
2012,Cass,4-Tyler,Foster/Adoptive,5,DFPS
2012,Castro,1-Lubbock,Foster/Adoptive,5,DFPS
2012,Chambers,6-Houston,Adoptive,1,DFPS
2012,Chambers,6-Houston,Foster/Adoptive,2,DFPS
2012,Cherokee,4-Tyler,Adoptive,3,DFPS
2012,Cherokee,4-Tyler,Foster,2,DFPS
2012,Cherokee,4-Tyler,Foster/Adoptive,1,DFPS
2012,Clay,2-Abilene,Foster/Adoptive,1,DFPS
2012,Coleman,2-Abilene,Adoptive,1,DFPS
2012,Coleman,2-Abilene,Foster/Adoptive,1,DFPS
2012,Collin,3-Arlington,Adoptive,6,DFPS
2012,Collin,3-Arlington,Foster,2,DFPS
2012,Collin,3-Arlington,Foster/Adoptive,22,DFPS
2012,Comal,8-San Antonio,Adoptive,3,DFPS
2012,Comal,8-San Antonio,Foster/Adoptive,7,DFPS
2012,Comanche,2-Abilene,Adoptive,1,DFPS
2012,Comanche,2-Abilene,Foster,2,DFPS
2012,Comanche,2-Abilene,Foster/Adoptive,1,DFPS
2012,Concho,9-Midland,Adoptive,1,DFPS
2012,Cooke,3-Arlington,Adoptive,1,DFPS
2012,Coryell,7-Austin,Adoptive,6,DFPS
2012,Coryell,7-Austin,Foster,1,DFPS
2012,Coryell,7-Austin,Foster/Adoptive,8,DFPS
2012,Dallam,1-Lubbock,Adoptive,1,DFPS
2012,Dallas,3-Arlington,Adoptive,24,DFPS
2012,Dallas,3-Arlington,Foster,25,DFPS
2012,Dallas,3-Arlington,Foster/Adoptive,93,DFPS
2012,Dawson,9-Midland,Foster/Adoptive,1,DFPS
2012,DeWitt,8-San Antonio,Adoptive,1,DFPS
2012,Deaf Smith,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Denton,3-Arlington,Adoptive,3,DFPS
2012,Denton,3-Arlington,Foster,1,DFPS
2012,Denton,3-Arlington,Foster/Adoptive,14,DFPS
2012,Dimmit,8-San Antonio,Adoptive,2,DFPS
2012,Dimmit,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Donley,1-Lubbock,Foster/Adoptive,2,DFPS
2012,Eastland,2-Abilene,Foster,1,DFPS
2012,Eastland,2-Abilene,Foster/Adoptive,1,DFPS
2012,Ector,9-Midland,Adoptive,2,DFPS
2012,Ector,9-Midland,Foster/Adoptive,10,DFPS
2012,El Paso,10-El Paso,Adoptive,9,DFPS
2012,El Paso,10-El Paso,Foster,2,DFPS
2012,El Paso,10-El Paso,Foster/Adoptive,42,DFPS
2012,Ellis,3-Arlington,Adoptive,3,DFPS
2012,Ellis,3-Arlington,Foster/Adoptive,11,DFPS
2012,Erath,3-Arlington,Foster/Adoptive,1,DFPS
2012,Falls,7-Austin,Foster,1,DFPS
2012,Falls,7-Austin,Foster/Adoptive,2,DFPS
2012,Fannin,3-Arlington,Adoptive,2,DFPS
2012,Fannin,3-Arlington,Foster/Adoptive,4,DFPS
2012,Fayette,7-Austin,Adoptive,1,DFPS
2012,Fisher,2-Abilene,Foster/Adoptive,1,DFPS
2012,Fort Bend,6-Houston,Adoptive,24,DFPS
2012,Fort Bend,6-Houston,Foster,6,DFPS
2012,Fort Bend,6-Houston,Foster/Adoptive,25,DFPS
2012,Franklin,4-Tyler,Foster/Adoptive,1,DFPS
2012,Freestone,7-Austin,Adoptive,1,DFPS
2012,Frio,8-San Antonio,Foster/Adoptive,2,DFPS
2012,Gaines,9-Midland,Foster/Adoptive,2,DFPS
2012,Galveston,6-Houston,Adoptive,13,DFPS
2012,Galveston,6-Houston,Foster,2,DFPS
2012,Galveston,6-Houston,Foster/Adoptive,20,DFPS
2012,Garza,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Goliad,8-San Antonio,Foster,1,DFPS
2012,Goliad,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Gonzales,8-San Antonio,Adoptive,1,DFPS
2012,Gray,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Grayson,3-Arlington,Foster,2,DFPS
2012,Grayson,3-Arlington,Foster/Adoptive,10,DFPS
2012,Gregg,4-Tyler,Adoptive,5,DFPS
2012,Gregg,4-Tyler,Foster/Adoptive,5,DFPS
2012,Grimes,7-Austin,Foster,2,DFPS
2012,Grimes,7-Austin,Foster/Adoptive,3,DFPS
2012,Guadalupe,8-San Antonio,Adoptive,4,DFPS
2012,Guadalupe,8-San Antonio,Foster/Adoptive,6,DFPS
2012,Hale,1-Lubbock,Adoptive,2,DFPS
2012,Hale,1-Lubbock,Foster/Adoptive,3,DFPS
2012,Hansford,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Hardeman,2-Abilene,Foster/Adoptive,4,DFPS
2012,Hardin,5-Beaumont,Adoptive,1,DFPS
2012,Hardin,5-Beaumont,Foster/Adoptive,3,DFPS
2012,Harris,6-Houston,Adoptive,169,DFPS
2012,Harris,6-Houston,Foster,23,DFPS
2012,Harris,6-Houston,Foster/Adoptive,146,DFPS
2012,Harrison,4-Tyler,Adoptive,1,DFPS
2012,Harrison,4-Tyler,Foster,2,DFPS
2012,Harrison,4-Tyler,Foster/Adoptive,13,DFPS
2012,Hartley,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Haskell,2-Abilene,Foster/Adoptive,1,DFPS
2012,Hays,7-Austin,Adoptive,6,DFPS
2012,Hays,7-Austin,Foster/Adoptive,4,DFPS
2012,Hemphill,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Henderson,4-Tyler,Adoptive,3,DFPS
2012,Henderson,4-Tyler,Foster,1,DFPS
2012,Henderson,4-Tyler,Foster/Adoptive,8,DFPS
2012,Hidalgo,11-Edinburg,Adoptive,3,DFPS
2012,Hidalgo,11-Edinburg,Foster/Adoptive,15,DFPS
2012,Hill,7-Austin,Adoptive,2,DFPS
2012,Hockley,1-Lubbock,Foster/Adoptive,5,DFPS
2012,Hood,3-Arlington,Foster/Adoptive,1,DFPS
2012,Hopkins,4-Tyler,Adoptive,1,DFPS
2012,Houston,5-Beaumont,Foster/Adoptive,4,DFPS
2012,Howard,9-Midland,Adoptive,2,DFPS
2012,Howard,9-Midland,Foster/Adoptive,3,DFPS
2012,Hudspeth,10-El Paso,Foster/Adoptive,1,DFPS
2012,Hunt,3-Arlington,Adoptive,1,DFPS
2012,Hunt,3-Arlington,Foster/Adoptive,10,DFPS
2012,Hutchinson,1-Lubbock,Foster/Adoptive,3,DFPS
2012,Jack,2-Abilene,Adoptive,1,DFPS
2012,Jack,2-Abilene,Foster/Adoptive,2,DFPS
2012,Jackson,8-San Antonio,Foster/Adoptive,2,DFPS
2012,Jasper,5-Beaumont,Adoptive,1,DFPS
2012,Jasper,5-Beaumont,Foster,1,DFPS
2012,Jasper,5-Beaumont,Foster/Adoptive,7,DFPS
2012,Jefferson,5-Beaumont,Adoptive,10,DFPS
2012,Jefferson,5-Beaumont,Foster,10,DFPS
2012,Jefferson,5-Beaumont,Foster/Adoptive,37,DFPS
2012,Jim Wells,11-Edinburg,Adoptive,2,DFPS
2012,Johnson,3-Arlington,Adoptive,7,DFPS
2012,Johnson,3-Arlington,Foster/Adoptive,5,DFPS
2012,Jones,2-Abilene,Foster/Adoptive,1,DFPS
2012,Karnes,8-San Antonio,Adoptive,1,DFPS
2012,Kaufman,3-Arlington,Adoptive,2,DFPS
2012,Kaufman,3-Arlington,Foster/Adoptive,7,DFPS
2012,Kendall,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Kerr,8-San Antonio,Adoptive,1,DFPS
2012,Kerr,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Kimble,9-Midland,Foster/Adoptive,1,DFPS
2012,Kinney,8-San Antonio,Foster/Adoptive,1,DFPS
2012,Kleberg,11-Edinburg,Foster/Adoptive,2,DFPS
2012,Lamb,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Lampasas,7-Austin,Foster/Adoptive,1,DFPS
2012,Lavaca,8-San Antonio,Foster/Adoptive,4,DFPS
2012,Lee,7-Austin,Adoptive,1,DFPS
2012,Lee,7-Austin,Foster/Adoptive,2,DFPS
2012,Leon,7-Austin,Adoptive,2,DFPS
2012,Leon,7-Austin,Foster/Adoptive,1,DFPS
2012,Liberty,6-Houston,Adoptive,2,DFPS
2012,Liberty,6-Houston,Foster,1,DFPS
2012,Liberty,6-Houston,Foster/Adoptive,4,DFPS
2012,Limestone,7-Austin,Adoptive,2,DFPS
2012,Limestone,7-Austin,Foster/Adoptive,1,DFPS
2012,Llano,7-Austin,Adoptive,1,DFPS
2012,Lubbock,1-Lubbock,Adoptive,4,DFPS
2012,Lubbock,1-Lubbock,Foster,3,DFPS
2012,Lubbock,1-Lubbock,Foster/Adoptive,42,DFPS
2012,Lynn,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Madison,7-Austin,Adoptive,1,DFPS
2012,Madison,7-Austin,Foster/Adoptive,1,DFPS
2012,Marion,4-Tyler,Foster/Adoptive,1,DFPS
2012,Mason,9-Midland,Foster/Adoptive,1,DFPS
2012,Matagorda,6-Houston,Foster,2,DFPS
2012,Matagorda,6-Houston,Foster/Adoptive,3,DFPS
2012,Maverick,8-San Antonio,Adoptive,3,DFPS
2012,Maverick,8-San Antonio,Foster/Adoptive,1,DFPS
2012,McLennan,7-Austin,Adoptive,11,DFPS
2012,McLennan,7-Austin,Foster,3,DFPS
2012,McLennan,7-Austin,Foster/Adoptive,24,DFPS
2012,Medina,8-San Antonio,Adoptive,4,DFPS
2012,Medina,8-San Antonio,Foster/Adoptive,3,DFPS
2012,Midland,9-Midland,Adoptive,5,DFPS
2012,Midland,9-Midland,Foster,1,DFPS
2012,Midland,9-Midland,Foster/Adoptive,12,DFPS
2012,Milam,7-Austin,Adoptive,1,DFPS
2012,Milam,7-Austin,Foster,1,DFPS
2012,Milam,7-Austin,Foster/Adoptive,1,DFPS
2012,Montague,2-Abilene,Adoptive,1,DFPS
2012,Montague,2-Abilene,Foster/Adoptive,9,DFPS
2012,Montgomery,6-Houston,Adoptive,12,DFPS
2012,Montgomery,6-Houston,Foster,1,DFPS
2012,Montgomery,6-Houston,Foster/Adoptive,20,DFPS
2012,Morris,4-Tyler,Foster,1,DFPS
2012,Morris,4-Tyler,Foster/Adoptive,1,DFPS
2012,Motley,1-Lubbock,Adoptive,1,DFPS
2012,Nacogdoches,5-Beaumont,Foster,1,DFPS
2012,Nacogdoches,5-Beaumont,Foster/Adoptive,13,DFPS
2012,Navarro,3-Arlington,Foster/Adoptive,1,DFPS
2012,Newton,5-Beaumont,Foster/Adoptive,2,DFPS
2012,Nolan,2-Abilene,Foster/Adoptive,1,DFPS
2012,Nueces,11-Edinburg,Adoptive,8,DFPS
2012,Nueces,11-Edinburg,Foster/Adoptive,11,DFPS
2012,Ochiltree,1-Lubbock,Foster/Adoptive,1,DFPS
2012,Orange,5-Beaumont,Adoptive,4,DFPS
2012,Orange,5-Beaumont,Foster,1,DFPS
2012,Orange,5-Beaumont,Foster/Adoptive,26,DFPS
2012,Out of State,Out of State,Adoptive,6,DFPS
2012,Out of State,Out of State,Foster,23,DFPS
2012,Out of State,Out of State,Foster/Adoptive,35,DFPS
2012,Panola,4-Tyler,Foster/Adoptive,2,DFPS
2012,Parker,3-Arlington,Adoptive,1,DFPS
2012,Parker,3-Arlington,Foster/Adoptive,4,DFPS
2012,Pecos,9-Midland,Foster/Adoptive,1,DFPS
2012,Polk,5-Beaumont,Foster/Adoptive,5,DFPS
2012,Potter,1-Lubbock,Adoptive,3,DFPS
2012,Potter,1-Lubbock,Foster/Adoptive,15,DFPS
2012,Rains,4-Tyler,Foster/Adoptive,2,DFPS
2012,Randall,1-Lubbock,Adoptive,2,DFPS
2012,Randall,1-Lubbock,Foster,1,DFPS
2012,Randall,1-Lubbock,Foster/Adoptive,26,DFPS
2012,Red River,4-Tyler,Adoptive,1,DFPS
2012,Red River,4-Tyler,Foster/Adoptive,1,DFPS
2012,Robertson,7-Austin,Adoptive,3,DFPS
2012,Rockwall,3-Arlington,Adoptive,3,DFPS
2012,Rockwall,3-Arlington,Foster/Adoptive,10,DFPS
2012,Runnels,2-Abilene,Adoptive,1,DFPS
