Year,County,Region,Type,Count,CBC
2015,Navarro,3-Arlington,Foster/Adoptive,1,DFPS
2015,Nolan,2-Abilene,Foster/Adoptive,1,DFPS
2015,Nueces,11-Edinburg,Adoptive,4,DFPS
2015,Nueces,11-Edinburg,Foster/Adoptive,11,DFPS
2015,Ochiltree,1-Lubbock,Foster/Adoptive,4,DFPS
2015,Orange,5-Beaumont,Foster,1,DFPS
2015,Orange,5-Beaumont,Foster/Adoptive,14,DFPS
2015,Out of State,Out of State,Adoptive,10,DFPS
2015,Out of State,Out of State,Foster,56,DFPS
2015,Out of State,Out of State,Foster/Adoptive,73,DFPS
2015,Panola,4-Tyler,Adoptive,1,DFPS
2015,Parker,3-Arlington,Foster/Adoptive,2,CBC
2015,Polk,5-Beaumont,Adoptive,1,DFPS
2015,Polk,5-Beaumont,Foster/Adoptive,5,DFPS
2015,Potter,1-Lubbock,Adoptive,1,DFPS
2015,Potter,1-Lubbock,Foster/Adoptive,6,DFPS
2015,Rains,4-Tyler,Foster/Adoptive,1,DFPS
2015,Randall,1-Lubbock,Adoptive,4,DFPS
2015,Randall,1-Lubbock,Foster,1,DFPS
2015,Randall,1-Lubbock,Foster/Adoptive,28,DFPS
2015,Red River,4-Tyler,Foster/Adoptive,3,DFPS
2015,Refugio,11-Edinburg,Adoptive,2,DFPS
2015,Rockwall,3-Arlington,Adoptive,1,DFPS
2015,Rockwall,3-Arlington,Foster/Adoptive,4,DFPS
2015,Runnels,2-Abilene,Adoptive,1,DFPS
2015,Rusk,4-Tyler,Adoptive,2,DFPS
2015,Rusk,4-Tyler,Foster,2,DFPS
2015,Rusk,4-Tyler,Foster/Adoptive,10,DFPS
2015,Sabine,5-Beaumont,Foster/Adoptive,1,DFPS
2015,San Augustine,5-Beaumont,Foster/Adoptive,1,DFPS
2015,San Patricio,11-Edinburg,Adoptive,3,DFPS
2015,San Patricio,11-Edinburg,Foster/Adoptive,2,DFPS
2015,Scurry,2-Abilene,Foster/Adoptive,1,DFPS
2015,Shelby,5-Beaumont,Adoptive,1,DFPS
2015,Shelby,5-Beaumont,Foster/Adoptive,1,DFPS
2015,Smith,4-Tyler,Adoptive,3,DFPS
2015,Smith,4-Tyler,Foster,1,DFPS
2015,Smith,4-Tyler,Foster/Adoptive,9,DFPS
2015,Starr,11-Edinburg,Foster/Adoptive,1,DFPS
2015,Swisher,1-Lubbock,Foster/Adoptive,1,DFPS
2015,Tarrant,3-Arlington,Adoptive,3,CBC
2015,Tarrant,3-Arlington,Foster/Adoptive,17,CBC
2015,Taylor,2-Abilene,Adoptive,2,DFPS
2015,Terry,1-Lubbock,Adoptive,1,DFPS
2015,Terry,1-Lubbock,Foster/Adoptive,1,DFPS
2015,Titus,4-Tyler,Adoptive,1,DFPS
2015,Titus,4-Tyler,Foster/Adoptive,1,DFPS
2015,Tom Green,9-Midland,Adoptive,4,DFPS
2015,Travis,7-Austin,Adoptive,21,DFPS
2015,Travis,7-Austin,Foster,3,DFPS
2015,Travis,7-Austin,Foster/Adoptive,23,DFPS
2015,Trinity,5-Beaumont,Foster/Adoptive,2,DFPS
2015,Tyler,5-Beaumont,Foster,1,DFPS
2015,Tyler,5-Beaumont,Foster/Adoptive,6,DFPS
2015,Upshur,4-Tyler,Adoptive,1,DFPS
2015,Upshur,4-Tyler,Foster/Adoptive,4,DFPS
2015,Uvalde,8-San Antonio,Foster/Adoptive,1,DFPS
2015,Val Verde,8-San Antonio,Adoptive,2,DFPS
2015,Van Zandt,4-Tyler,Adoptive,6,DFPS
2015,Van Zandt,4-Tyler,Foster/Adoptive,10,DFPS
2015,Victoria,8-San Antonio,Adoptive,2,DFPS
2015,Victoria,8-San Antonio,Foster,1,DFPS
2015,Victoria,8-San Antonio,Foster/Adoptive,7,DFPS
2015,Walker,6-Houston,Adoptive,1,DFPS
2015,Walker,6-Houston,Foster,1,DFPS
2015,Walker,6-Houston,Foster/Adoptive,2,DFPS
2015,Waller,6-Houston,Adoptive,1,DFPS
2015,Waller,6-Houston,Foster/Adoptive,1,DFPS
2015,Washington,7-Austin,Adoptive,3,DFPS
2015,Washington,7-Austin,Foster/Adoptive,3,DFPS
2015,Webb,11-Edinburg,Adoptive,2,DFPS
2015,Webb,11-Edinburg,Foster,1,DFPS
2015,Webb,11-Edinburg,Foster/Adoptive,10,DFPS
2015,Wharton,6-Houston,Adoptive,1,DFPS
2015,Wharton,6-Houston,Foster/Adoptive,3,DFPS
2015,Wheeler,1-Lubbock,Foster/Adoptive,1,DFPS
2015,Wichita,2-Abilene,Foster/Adoptive,2,DFPS
2015,Williamson,7-Austin,Adoptive,11,DFPS
2015,Williamson,7-Austin,Foster/Adoptive,17,DFPS
2015,Wilson,8-San Antonio,Adoptive,1,DFPS
2015,Wise,3-Arlington,Foster/Adoptive,1,DFPS
2015,Wood,4-Tyler,Adoptive,1,DFPS
2015,Wood,4-Tyler,Foster/Adoptive,4,DFPS
2015,Yoakum,1-Lubbock,Adoptive,1,DFPS
2015,Yoakum,1-Lubbock,Foster/Adoptive,1,DFPS
2015,Zavala,8-San Antonio,Adoptive,2,DFPS
2014,Anderson,4-Tyler,Adoptive,3,DFPS
2014,Anderson,4-Tyler,Foster/Adoptive,2,DFPS
2014,Angelina,5-Beaumont,Adoptive,5,DFPS
2014,Angelina,5-Beaumont,Foster,1,DFPS
2014,Angelina,5-Beaumont,Foster/Adoptive,14,DFPS
2014,Atascosa,8-San Antonio,Adoptive,5,DFPS
2014,Atascosa,8-San Antonio,Foster/Adoptive,1,DFPS
2014,Austin,6-Houston,Adoptive,1,DFPS
2014,Bailey,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Bandera,8-San Antonio,Foster/Adoptive,2,DFPS
2014,Bastrop,7-Austin,Adoptive,5,DFPS
2014,Bastrop,7-Austin,Foster/Adoptive,5,DFPS
2014,Bee,11-Edinburg,Foster,2,DFPS
2014,Bell,7-Austin,Adoptive,12,DFPS
2014,Bell,7-Austin,Foster,1,DFPS
2014,Bell,7-Austin,Foster/Adoptive,32,DFPS
2014,Bexar,8-San Antonio,Adoptive,174,DFPS
2014,Bexar,8-San Antonio,Foster,2,DFPS
2014,Bexar,8-San Antonio,Foster/Adoptive,54,DFPS
2014,Bosque,7-Austin,Adoptive,1,DFPS
2014,Bowie,4-Tyler,Adoptive,2,DFPS
2014,Bowie,4-Tyler,Foster/Adoptive,12,DFPS
2014,Brazoria,6-Houston,Adoptive,4,DFPS
2014,Brazoria,6-Houston,Foster,2,DFPS
2014,Brazoria,6-Houston,Foster/Adoptive,13,DFPS
2014,Brazos,7-Austin,Adoptive,4,DFPS
2014,Brazos,7-Austin,Foster,1,DFPS
2014,Brazos,7-Austin,Foster/Adoptive,12,DFPS
2014,Brewster,10-El Paso,Foster/Adoptive,1,DFPS
2014,Briscoe,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Brown,2-Abilene,Adoptive,2,DFPS
2014,Burleson,7-Austin,Foster/Adoptive,1,DFPS
2014,Burnet,7-Austin,Adoptive,3,DFPS
2014,Burnet,7-Austin,Foster/Adoptive,7,DFPS
2014,Caldwell,7-Austin,Adoptive,3,DFPS
2014,Cameron,11-Edinburg,Adoptive,4,DFPS
2014,Cameron,11-Edinburg,Foster,1,DFPS
2014,Cameron,11-Edinburg,Foster/Adoptive,7,DFPS
2014,Camp,4-Tyler,Adoptive,2,DFPS
2014,Camp,4-Tyler,Foster/Adoptive,1,DFPS
2014,Carson,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Cass,4-Tyler,Foster/Adoptive,4,DFPS
2014,Castro,1-Lubbock,Foster/Adoptive,3,DFPS
2014,Chambers,6-Houston,Foster,1,DFPS
2014,Chambers,6-Houston,Foster/Adoptive,3,DFPS
2014,Cherokee,4-Tyler,Foster/Adoptive,2,DFPS
2014,Collin,3-Arlington,Adoptive,3,DFPS
2014,Collin,3-Arlington,Foster,1,DFPS
2014,Collin,3-Arlington,Foster/Adoptive,14,DFPS
2014,Comal,8-San Antonio,Foster/Adoptive,9,DFPS
2014,Coryell,7-Austin,Adoptive,1,DFPS
2014,Coryell,7-Austin,Foster,1,DFPS
2014,Coryell,7-Austin,Foster/Adoptive,6,DFPS
2014,Dallas,3-Arlington,Adoptive,25,DFPS
2014,Dallas,3-Arlington,Foster,20,DFPS
2014,Dallas,3-Arlington,Foster/Adoptive,72,DFPS
2014,Deaf Smith,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Delta,4-Tyler,Adoptive,2,DFPS
2014,Delta,4-Tyler,Foster/Adoptive,1,DFPS
2014,Denton,3-Arlington,Adoptive,3,DFPS
2014,Denton,3-Arlington,Foster,2,DFPS
2014,Denton,3-Arlington,Foster/Adoptive,9,DFPS
2014,Dickens,1-Lubbock,Adoptive,1,DFPS
2014,Donley,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Ector,9-Midland,Adoptive,2,DFPS
2014,Edwards,8-San Antonio,Foster/Adoptive,1,DFPS
2014,El Paso,10-El Paso,Adoptive,11,DFPS
2014,El Paso,10-El Paso,Foster,1,DFPS
2014,El Paso,10-El Paso,Foster/Adoptive,31,DFPS
2014,Ellis,3-Arlington,Adoptive,2,DFPS
2014,Ellis,3-Arlington,Foster/Adoptive,10,DFPS
2014,Falls,7-Austin,Adoptive,2,DFPS
2014,Falls,7-Austin,Foster/Adoptive,1,DFPS
2014,Fannin,3-Arlington,Foster/Adoptive,6,DFPS
2014,Fayette,7-Austin,Adoptive,1,DFPS
2014,Fayette,7-Austin,Foster/Adoptive,1,DFPS
2014,Fort Bend,6-Houston,Adoptive,9,DFPS
2014,Fort Bend,6-Houston,Foster,2,DFPS
2014,Fort Bend,6-Houston,Foster/Adoptive,18,DFPS
2014,Franklin,4-Tyler,Adoptive,1,DFPS
2014,Franklin,4-Tyler,Foster/Adoptive,2,DFPS
2014,Freestone,7-Austin,Foster/Adoptive,1,DFPS
2014,Frio,8-San Antonio,Adoptive,4,DFPS
2014,Frio,8-San Antonio,Foster/Adoptive,1,DFPS
2014,Galveston,6-Houston,Adoptive,6,DFPS
2014,Galveston,6-Houston,Foster,3,DFPS
2014,Galveston,6-Houston,Foster/Adoptive,13,DFPS
2014,Goliad,8-San Antonio,Foster,1,DFPS
2014,Goliad,8-San Antonio,Foster/Adoptive,1,DFPS
2014,Gray,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Grayson,3-Arlington,Foster,2,DFPS
2014,Grayson,3-Arlington,Foster/Adoptive,2,DFPS
2014,Gregg,4-Tyler,Adoptive,1,DFPS
2014,Gregg,4-Tyler,Foster/Adoptive,9,DFPS
2014,Guadalupe,8-San Antonio,Adoptive,2,DFPS
2014,Guadalupe,8-San Antonio,Foster/Adoptive,6,DFPS
2014,Hale,1-Lubbock,Foster/Adoptive,7,DFPS
2014,Hamilton,7-Austin,Foster/Adoptive,1,DFPS
2014,Hardin,5-Beaumont,Adoptive,1,DFPS
2014,Hardin,5-Beaumont,Foster/Adoptive,3,DFPS
2014,Harris,6-Houston,Adoptive,64,DFPS
2014,Harris,6-Houston,Foster,10,DFPS
2014,Harris,6-Houston,Foster/Adoptive,86,DFPS
2014,Harrison,4-Tyler,Adoptive,2,DFPS
2014,Harrison,4-Tyler,Foster,1,DFPS
2014,Harrison,4-Tyler,Foster/Adoptive,9,DFPS
2014,Hays,7-Austin,Adoptive,11,DFPS
2014,Hays,7-Austin,Foster/Adoptive,4,DFPS
2014,Hemphill,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Henderson,4-Tyler,Adoptive,1,DFPS
2014,Henderson,4-Tyler,Foster/Adoptive,10,DFPS
2014,Hidalgo,11-Edinburg,Adoptive,5,DFPS
2014,Hidalgo,11-Edinburg,Foster/Adoptive,8,DFPS
2014,Hill,7-Austin,Adoptive,3,DFPS
2014,Hill,7-Austin,Foster/Adoptive,1,DFPS
2014,Hockley,1-Lubbock,Adoptive,1,DFPS
2014,Hockley,1-Lubbock,Foster/Adoptive,5,DFPS
2014,Hood,3-Arlington,Adoptive,1,DFPS
2014,Hood,3-Arlington,Foster/Adoptive,2,DFPS
2014,Hopkins,4-Tyler,Adoptive,1,DFPS
2014,Houston,5-Beaumont,Foster/Adoptive,1,DFPS
2014,Hunt,3-Arlington,Adoptive,1,DFPS
2014,Hunt,3-Arlington,Foster/Adoptive,8,DFPS
2014,Hutchinson,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Jack,2-Abilene,Adoptive,1,DFPS
2014,Jack,2-Abilene,Foster/Adoptive,1,DFPS
2014,Jackson,8-San Antonio,Adoptive,1,DFPS
2014,Jackson,8-San Antonio,Foster/Adoptive,4,DFPS
2014,Jasper,5-Beaumont,Adoptive,1,DFPS
2014,Jasper,5-Beaumont,Foster,1,DFPS
2014,Jasper,5-Beaumont,Foster/Adoptive,8,DFPS
2014,Jefferson,5-Beaumont,Adoptive,6,DFPS
2014,Jefferson,5-Beaumont,Foster,8,DFPS
2014,Jefferson,5-Beaumont,Foster/Adoptive,38,DFPS
2014,Jim Wells,11-Edinburg,Adoptive,3,DFPS
2014,Jim Wells,11-Edinburg,Foster/Adoptive,1,DFPS
2014,Johnson,3-Arlington,Adoptive,4,DFPS
2014,Johnson,3-Arlington,Foster/Adoptive,5,DFPS
2014,Jones,2-Abilene,Adoptive,1,DFPS
2014,Karnes,8-San Antonio,Adoptive,1,DFPS
2014,Kaufman,3-Arlington,Adoptive,1,DFPS
2014,Kaufman,3-Arlington,Foster/Adoptive,2,DFPS
2014,Kerr,8-San Antonio,Adoptive,1,DFPS
2014,Kerr,8-San Antonio,Foster/Adoptive,3,DFPS
2014,Kimble,9-Midland,Adoptive,1,DFPS
2014,Kleberg,11-Edinburg,Foster/Adoptive,1,DFPS
2014,La Salle,8-San Antonio,Adoptive,1,DFPS
2014,Lamar,4-Tyler,Adoptive,3,DFPS
2014,Lamar,4-Tyler,Foster/Adoptive,5,DFPS
2014,Lamb,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Lampasas,7-Austin,Foster/Adoptive,2,DFPS
2014,Lavaca,8-San Antonio,Adoptive,1,DFPS
2014,Lavaca,8-San Antonio,Foster/Adoptive,4,DFPS
2014,Lee,7-Austin,Adoptive,1,DFPS
2014,Lee,7-Austin,Foster/Adoptive,2,DFPS
2014,Leon,7-Austin,Adoptive,1,DFPS
2014,Liberty,6-Houston,Adoptive,3,DFPS
2014,Liberty,6-Houston,Foster/Adoptive,3,DFPS
2014,Limestone,7-Austin,Adoptive,2,DFPS
2014,Limestone,7-Austin,Foster/Adoptive,1,DFPS
2014,Lipscomb,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Live Oak,11-Edinburg,Foster/Adoptive,1,DFPS
2014,Llano,7-Austin,Foster/Adoptive,2,DFPS
2014,Lubbock,1-Lubbock,Adoptive,7,DFPS
2014,Lubbock,1-Lubbock,Foster,1,DFPS
2014,Lubbock,1-Lubbock,Foster/Adoptive,28,DFPS
2014,Lynn,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Madison,7-Austin,Adoptive,1,DFPS
2014,Madison,7-Austin,Foster/Adoptive,1,DFPS
2014,Martin,9-Midland,Adoptive,1,DFPS
2014,Matagorda,6-Houston,Foster/Adoptive,3,DFPS
2014,Maverick,8-San Antonio,Foster/Adoptive,1,DFPS
2014,McCulloch,9-Midland,Adoptive,1,DFPS
2014,McLennan,7-Austin,Adoptive,13,DFPS
2014,McLennan,7-Austin,Foster,6,DFPS
2014,McLennan,7-Austin,Foster/Adoptive,18,DFPS
2014,Medina,8-San Antonio,Adoptive,6,DFPS
2014,Medina,8-San Antonio,Foster/Adoptive,2,DFPS
2014,Midland,9-Midland,Adoptive,2,DFPS
2014,Montague,2-Abilene,Adoptive,1,DFPS
2014,Montague,2-Abilene,Foster/Adoptive,1,DFPS
2014,Montgomery,6-Houston,Adoptive,7,DFPS
2014,Montgomery,6-Houston,Foster,1,DFPS
2014,Montgomery,6-Houston,Foster/Adoptive,14,DFPS
2014,Moore,1-Lubbock,Foster,1,DFPS
2014,Moore,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Morris,4-Tyler,Adoptive,1,DFPS
2014,Morris,4-Tyler,Foster/Adoptive,2,DFPS
2014,Nacogdoches,5-Beaumont,Adoptive,3,DFPS
2014,Nacogdoches,5-Beaumont,Foster,2,DFPS
2014,Nacogdoches,5-Beaumont,Foster/Adoptive,7,DFPS
2014,Navarro,3-Arlington,Adoptive,1,DFPS
2014,Navarro,3-Arlington,Foster/Adoptive,3,DFPS
2014,Nolan,2-Abilene,Foster/Adoptive,3,DFPS
2014,Nueces,11-Edinburg,Adoptive,4,DFPS
2014,Nueces,11-Edinburg,Foster/Adoptive,6,DFPS
2014,Ochiltree,1-Lubbock,Adoptive,1,DFPS
2014,Ochiltree,1-Lubbock,Foster/Adoptive,4,DFPS
2014,Orange,5-Beaumont,Adoptive,2,DFPS
2014,Orange,5-Beaumont,Foster/Adoptive,25,DFPS
2014,Out of State,Out of State,Adoptive,9,DFPS
2014,Out of State,Out of State,Foster,42,DFPS
2014,Out of State,Out of State,Foster/Adoptive,77,DFPS
2014,Palo Pinto,3-Arlington,Adoptive,3,DFPS
2014,Panola,4-Tyler,Adoptive,1,DFPS
2014,Parker,3-Arlington,Foster/Adoptive,2,DFPS
2014,Polk,5-Beaumont,Adoptive,1,DFPS
2014,Polk,5-Beaumont,Foster/Adoptive,3,DFPS
2014,Potter,1-Lubbock,Adoptive,1,DFPS
2014,Potter,1-Lubbock,Foster/Adoptive,10,DFPS
2014,Randall,1-Lubbock,Adoptive,4,DFPS
2014,Randall,1-Lubbock,Foster,1,DFPS
2014,Randall,1-Lubbock,Foster/Adoptive,30,DFPS
2014,Red River,4-Tyler,Adoptive,1,DFPS
2014,Refugio,11-Edinburg,Adoptive,1,DFPS
2014,Robertson,7-Austin,Adoptive,1,DFPS
2014,Robertson,7-Austin,Foster/Adoptive,1,DFPS
2014,Rockwall,3-Arlington,Foster/Adoptive,4,DFPS
2014,Runnels,2-Abilene,Adoptive,1,DFPS
2014,Rusk,4-Tyler,Adoptive,4,DFPS
2014,Rusk,4-Tyler,Foster,2,DFPS
2014,Rusk,4-Tyler,Foster/Adoptive,6,DFPS
2014,Sabine,5-Beaumont,Foster/Adoptive,1,DFPS
2014,San Augustine,5-Beaumont,Foster/Adoptive,2,DFPS
2014,San Jacinto,5-Beaumont,Foster/Adoptive,1,DFPS
2014,San Patricio,11-Edinburg,Adoptive,2,DFPS
2014,San Patricio,11-Edinburg,Foster/Adoptive,1,DFPS
2014,Schleicher,9-Midland,Foster/Adoptive,1,DFPS
2014,Scurry,2-Abilene,Foster/Adoptive,1,DFPS
2014,Shelby,5-Beaumont,Adoptive,1,DFPS
2014,Smith,4-Tyler,Adoptive,2,DFPS
2014,Smith,4-Tyler,Foster,2,DFPS
2014,Smith,4-Tyler,Foster/Adoptive,13,DFPS
2014,Starr,11-Edinburg,Adoptive,1,DFPS
2014,Starr,11-Edinburg,Foster/Adoptive,2,DFPS
2014,Sutton,9-Midland,Adoptive,1,DFPS
2014,Swisher,1-Lubbock,Foster/Adoptive,2,DFPS
2014,Tarrant,3-Arlington,Adoptive,22,DFPS
2014,Tarrant,3-Arlington,Foster,6,DFPS
2014,Tarrant,3-Arlington,Foster/Adoptive,50,DFPS
2014,Taylor,2-Abilene,Foster/Adoptive,6,DFPS
2014,Terry,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Tom Green,9-Midland,Adoptive,6,DFPS
2014,Travis,7-Austin,Adoptive,27,DFPS
2014,Travis,7-Austin,Foster,2,DFPS
2014,Travis,7-Austin,Foster/Adoptive,14,DFPS
2014,Trinity,5-Beaumont,Adoptive,1,DFPS
2014,Trinity,5-Beaumont,Foster,1,DFPS
2014,Trinity,5-Beaumont,Foster/Adoptive,1,DFPS
2014,Tyler,5-Beaumont,Adoptive,1,DFPS
2014,Tyler,5-Beaumont,Foster,1,DFPS
2014,Tyler,5-Beaumont,Foster/Adoptive,4,DFPS
2014,Upshur,4-Tyler,Adoptive,2,DFPS
2014,Upshur,4-Tyler,Foster/Adoptive,8,DFPS
2014,Uvalde,8-San Antonio,Adoptive,1,DFPS
2014,Val Verde,8-San Antonio,Adoptive,2,DFPS
2014,Val Verde,8-San Antonio,Foster/Adoptive,1,DFPS
2014,Van Zandt,4-Tyler,Adoptive,4,DFPS
2014,Van Zandt,4-Tyler,Foster/Adoptive,11,DFPS
2014,Victoria,8-San Antonio,Adoptive,1,DFPS
2014,Victoria,8-San Antonio,Foster,1,DFPS
2014,Victoria,8-San Antonio,Foster/Adoptive,7,DFPS
2014,Walker,6-Houston,Foster,1,DFPS
2014,Walker,6-Houston,Foster/Adoptive,2,DFPS
2014,Waller,6-Houston,Adoptive,1,DFPS
2014,Waller,6-Houston,Foster,1,DFPS
2014,Waller,6-Houston,Foster/Adoptive,1,DFPS
2014,Washington,7-Austin,Adoptive,2,DFPS
2014,Washington,7-Austin,Foster/Adoptive,2,DFPS
2014,Webb,11-Edinburg,Adoptive,4,DFPS
2014,Webb,11-Edinburg,Foster,1,DFPS
2014,Webb,11-Edinburg,Foster/Adoptive,8,DFPS
2014,Wharton,6-Houston,Foster/Adoptive,4,DFPS
2014,Wichita,2-Abilene,Foster/Adoptive,1,DFPS
2014,Williamson,7-Austin,Adoptive,12,DFPS
2014,Williamson,7-Austin,Foster/Adoptive,15,DFPS
2014,Wilson,8-San Antonio,Adoptive,2,DFPS
2014,Wilson,8-San Antonio,Foster/Adoptive,1,DFPS
2014,Wise,3-Arlington,Foster/Adoptive,3,DFPS
2014,Wood,4-Tyler,Adoptive,2,DFPS
2014,Wood,4-Tyler,Foster/Adoptive,3,DFPS
2014,Yoakum,1-Lubbock,Foster/Adoptive,1,DFPS
2014,Young,2-Abilene,Foster/Adoptive,2,DFPS
2014,Zapata,11-Edinburg,Adoptive,1,DFPS
2014,Zavala,8-San Antonio,Adoptive,1,DFPS
2013,Anderson,4-Tyler,Adoptive,2,DFPS
2013,Anderson,4-Tyler,Foster/Adoptive,3,DFPS
2013,Angelina,5-Beaumont,Adoptive,4,DFPS
2013,Angelina,5-Beaumont,Foster,1,DFPS
2013,Angelina,5-Beaumont,Foster/Adoptive,13,DFPS
2013,Aransas,11-Edinburg,Adoptive,1,DFPS
2013,Aransas,11-Edinburg,Foster/Adoptive,1,DFPS
2013,Atascosa,8-San Antonio,Adoptive,8,DFPS
2013,Atascosa,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Austin,6-Houston,Adoptive,2,DFPS
2013,Austin,6-Houston,Foster,1,DFPS
2013,Bailey,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Bandera,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Bastrop,7-Austin,Adoptive,5,DFPS
2013,Bastrop,7-Austin,Foster,1,DFPS
2013,Bastrop,7-Austin,Foster/Adoptive,2,DFPS
2013,Bell,7-Austin,Adoptive,11,DFPS
2013,Bell,7-Austin,Foster,1,DFPS
2013,Bell,7-Austin,Foster/Adoptive,34,DFPS
2013,Bexar,8-San Antonio,Adoptive,194,DFPS
2013,Bexar,8-San Antonio,Foster,2,DFPS
2013,Bexar,8-San Antonio,Foster/Adoptive,78,DFPS
2013,Blanco,7-Austin,Adoptive,1,DFPS
2013,Bosque,7-Austin,Foster/Adoptive,1,DFPS
2013,Bowie,4-Tyler,Adoptive,7,DFPS
2013,Bowie,4-Tyler,Foster/Adoptive,8,DFPS
2013,Brazoria,6-Houston,Adoptive,9,DFPS
2013,Brazoria,6-Houston,Foster,2,DFPS
2013,Brazoria,6-Houston,Foster/Adoptive,13,DFPS
2013,Brazos,7-Austin,Adoptive,7,DFPS
2013,Brazos,7-Austin,Foster,2,DFPS
2013,Brazos,7-Austin,Foster/Adoptive,12,DFPS
2013,Brewster,10-El Paso,Foster/Adoptive,1,DFPS
2013,Briscoe,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Brown,2-Abilene,Adoptive,2,DFPS
2013,Brown,2-Abilene,Foster/Adoptive,1,DFPS
2013,Burleson,7-Austin,Adoptive,1,DFPS
2013,Burleson,7-Austin,Foster/Adoptive,3,DFPS
2013,Burnet,7-Austin,Adoptive,1,DFPS
2013,Burnet,7-Austin,Foster/Adoptive,9,DFPS
2013,Caldwell,7-Austin,Foster/Adoptive,1,DFPS
2013,Calhoun,8-San Antonio,Adoptive,1,DFPS
2013,Calhoun,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Callahan,2-Abilene,Foster/Adoptive,1,DFPS
2013,Cameron,11-Edinburg,Adoptive,4,DFPS
2013,Cameron,11-Edinburg,Foster,3,DFPS
2013,Cameron,11-Edinburg,Foster/Adoptive,6,DFPS
2013,Camp,4-Tyler,Adoptive,2,DFPS
2013,Carson,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Cass,4-Tyler,Adoptive,1,DFPS
2013,Cass,4-Tyler,Foster/Adoptive,3,DFPS
2013,Castro,1-Lubbock,Foster/Adoptive,3,DFPS
2013,Chambers,6-Houston,Foster/Adoptive,3,DFPS
2013,Cherokee,4-Tyler,Adoptive,2,DFPS
2013,Cherokee,4-Tyler,Foster/Adoptive,2,DFPS
2013,Clay,2-Abilene,Foster/Adoptive,1,DFPS
2013,Collin,3-Arlington,Adoptive,7,DFPS
2013,Collin,3-Arlington,Foster,3,DFPS
2013,Collin,3-Arlington,Foster/Adoptive,16,DFPS
2013,Colorado,6-Houston,Adoptive,2,DFPS
2013,Comal,8-San Antonio,Adoptive,1,DFPS
2013,Comal,8-San Antonio,Foster/Adoptive,5,DFPS
2013,Comanche,2-Abilene,Foster/Adoptive,1,DFPS
2013,Coryell,7-Austin,Adoptive,2,DFPS
2013,Coryell,7-Austin,Foster/Adoptive,8,DFPS
2013,Crockett,9-Midland,Foster/Adoptive,1,DFPS
2013,Crosby,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Dallas,3-Arlington,Adoptive,26,DFPS
2013,Dallas,3-Arlington,Foster,29,DFPS
2013,Dallas,3-Arlington,Foster/Adoptive,82,DFPS
2013,Deaf Smith,1-Lubbock,Foster/Adoptive,2,DFPS
2013,Delta,4-Tyler,Adoptive,1,DFPS
2013,Denton,3-Arlington,Foster,1,DFPS
2013,Denton,3-Arlington,Foster/Adoptive,16,DFPS
2013,Donley,1-Lubbock,Foster/Adoptive,1,DFPS
2013,Ector,9-Midland,Adoptive,1,DFPS
2013,Ector,9-Midland,Foster/Adoptive,5,DFPS
2013,Edwards,8-San Antonio,Foster/Adoptive,1,DFPS
2013,El Paso,10-El Paso,Adoptive,11,DFPS
2013,El Paso,10-El Paso,Foster,1,DFPS
2013,El Paso,10-El Paso,Foster/Adoptive,39,DFPS
2013,Ellis,3-Arlington,Adoptive,2,DFPS
2013,Ellis,3-Arlington,Foster,1,DFPS
2013,Ellis,3-Arlington,Foster/Adoptive,13,DFPS
2013,Erath,3-Arlington,Foster/Adoptive,1,DFPS
2013,Falls,7-Austin,Foster/Adoptive,4,DFPS
2013,Fannin,3-Arlington,Adoptive,2,DFPS
2013,Fannin,3-Arlington,Foster/Adoptive,4,DFPS
2013,Fayette,7-Austin,Foster/Adoptive,1,DFPS
2013,Fort Bend,6-Houston,Adoptive,14,DFPS
2013,Fort Bend,6-Houston,Foster,2,DFPS
2013,Fort Bend,6-Houston,Foster/Adoptive,16,DFPS
2013,Franklin,4-Tyler,Adoptive,1,DFPS
2013,Franklin,4-Tyler,Foster/Adoptive,2,DFPS
2013,Freestone,7-Austin,Adoptive,1,DFPS
2013,Freestone,7-Austin,Foster/Adoptive,1,DFPS
2013,Frio,8-San Antonio,Adoptive,1,DFPS
2013,Frio,8-San Antonio,Foster/Adoptive,1,DFPS
2013,Galveston,6-Houston,Adoptive,6,DFPS
