Region,County,Year,fips,lon,lat,Child_Population,Total_Population,Econ_Region,Homes_Total_County,Removals_Total_County,Homes_Total_County_per100K,Removals_Total_County_per1K
4-Tyler,Red River,2020,48387,-95.0501886,33.62074539,2580,12610,Upper East,5,18,39.65107057890563,6.976744186046512
4-Tyler,Red River,2021,48387,-95.0501886,33.62074539,2577,12565,Upper East,1,11,7.958615200955034,4.268529297632906
4-Tyler,Rusk,2011,48401,-94.76169577,32.10803224,12178,53263,Upper East,9,51,16.897283292341776,4.187879783215635
4-Tyler,Rusk,2012,48401,-94.76169577,32.10803224,11999,53206,Upper East,9,44,16.915385482840282,3.6669722476873075
4-Tyler,Rusk,2013,48401,-94.76169577,32.10803224,11893,53154,Upper East,11,64,20.694585543891336,5.381316740940049
4-Tyler,Rusk,2014,48401,-94.76169577,32.10803224,11824,53097,Upper East,12,84,22.600146900954858,7.104194857916103
4-Tyler,Rusk,2015,48401,-94.76169577,32.10803224,11753,53046,Upper East,14,99,26.39218791237794,8.423381264358037
4-Tyler,Rusk,2016,48401,-94.76169577,32.10803224,11679,52986,Upper East,14,79,26.422073755331596,6.76427776350715
4-Tyler,Rusk,2017,48401,-94.76169577,32.10803224,11608,52941,Upper East,12,73,22.666742222474074,6.2887663680220545
4-Tyler,Rusk,2018,48401,-94.76169577,32.10803224,11502,52892,Upper East,11,69,20.797095969144674,5.998956703182055
4-Tyler,Rusk,2019,48401,-94.76169577,32.10803224,11389,52822,Upper East,11,78,20.824656393169512,6.848713671086136
4-Tyler,Rusk,2020,48401,-94.76169577,32.10803224,11349,52767,Upper East,10,57,18.951238463433587,5.022468939994714
4-Tyler,Rusk,2021,48401,-94.76169577,32.10803224,11309,52713,Upper East,7,51,13.279456680515242,4.509682553718277
4-Tyler,Smith,2011,48423,-95.26909511,32.37514553,54064,212245,Upper East,27,142,12.721147730217439,2.6265167209233504
4-Tyler,Smith,2012,48423,-95.26909511,32.37514553,54419,214859,Upper East,18,231,8.377587161813096,4.244840956283651
4-Tyler,Smith,2013,48423,-95.26909511,32.37514553,54726,217455,Upper East,25,198,11.496631486974316,3.6180243394364653
4-Tyler,Smith,2014,48423,-95.26909511,32.37514553,55061,220076,Upper East,17,168,7.724604227630455,3.0511614391311457
4-Tyler,Smith,2015,48423,-95.26909511,32.37514553,55462,222690,Upper East,13,258,5.837711617046118,4.651833687930475
4-Tyler,Smith,2016,48423,-95.26909511,32.37514553,55826,225242,Upper East,26,170,11.54314026691292,3.0451760828287897
4-Tyler,Smith,2017,48423,-95.26909511,32.37514553,56223,227753,Upper East,35,145,15.367525345440017,2.57901570531633
4-Tyler,Smith,2018,48423,-95.26909511,32.37514553,56574,230250,Upper East,34,204,14.76655808903366,3.605896701665076
4-Tyler,Smith,2019,48423,-95.26909511,32.37514553,56849,232715,Upper East,26,185,11.172464172915369,3.2542349029886193
4-Tyler,Smith,2020,48423,-95.26909511,32.37514553,57206,235143,Upper East,15,209,6.379096975032215,3.653462923469566
4-Tyler,Smith,2021,48423,-95.26909511,32.37514553,57514,237577,Upper East,13,235,5.471910159653502,4.085961678895574
4-Tyler,Titus,2011,48449,-94.96509786,33.2160906,9781,32410,Upper East,3,27,9.25640234495526,2.7604539413147937
4-Tyler,Titus,2012,48449,-94.96509786,33.2160906,9669,32491,Upper East,1,24,3.0777753839524795,2.4821594787465093
4-Tyler,Titus,2013,48449,-94.96509786,33.2160906,9582,32570,Upper East,4,16,12.281240405280933,1.6697975370486329
4-Tyler,Titus,2014,48449,-94.96509786,33.2160906,9473,32663,Upper East,0,16,0,1.689010873007495
4-Tyler,Titus,2015,48449,-94.96509786,33.2160906,9389,32731,Upper East,2,43,6.110415202713024,4.579827457663223
4-Tyler,Titus,2016,48449,-94.96509786,33.2160906,9343,32805,Upper East,4,41,12.193263222069806,4.38831210531949
4-Tyler,Titus,2017,48449,-94.96509786,33.2160906,9273,32855,Upper East,5,40,15.218383807639627,4.313598619648442
4-Tyler,Titus,2018,48449,-94.96509786,33.2160906,9247,32896,Upper East,3,36,9.119649805447471,3.893154536606467
4-Tyler,Titus,2019,48449,-94.96509786,33.2160906,9166,32934,Upper East,5,35,15.181878909333818,3.8184595243290422
4-Tyler,Titus,2020,48449,-94.96509786,33.2160906,9112,32953,Upper East,6,31,18.20775043243407,3.402107111501317
4-Tyler,Titus,2021,48449,-94.96509786,33.2160906,9083,32989,Upper East,5,18,15.156567340628694,1.9817240999669712
4-Tyler,Upshur,2011,48459,-94.94132011,32.7362827,9581,39514,Upper East,4,19,10.122994381738119,1.9830915353303415
4-Tyler,Upshur,2012,48459,-94.94132011,32.7362827,9461,39734,Upper East,3,21,7.550208889112598,2.2196385160131062
4-Tyler,Upshur,2013,48459,-94.94132011,32.7362827,9381,39968,Upper East,3,57,7.506004803843074,6.076111288775184
4-Tyler,Upshur,2014,48459,-94.94132011,32.7362827,9348,40201,Upper East,10,29,24.87500310937539,3.102267864783911
4-Tyler,Upshur,2015,48459,-94.94132011,32.7362827,9278,40422,Upper East,5,45,12.369501756469248,4.850183229144212
4-Tyler,Upshur,2016,48459,-94.94132011,32.7362827,9237,40659,Upper East,3,52,7.378440197742197,5.629533398289488
4-Tyler,Upshur,2017,48459,-94.94132011,32.7362827,9210,40887,Upper East,4,85,9.783060630518257,9.229098805646037
4-Tyler,Upshur,2018,48459,-94.94132011,32.7362827,9164,41140,Upper East,6,98,14.584346135148275,10.69402007856831
4-Tyler,Upshur,2019,48459,-94.94132011,32.7362827,9154,41389,Upper East,12,116,28.99321075648119,12.672055931833079
4-Tyler,Upshur,2020,48459,-94.94132011,32.7362827,9140,41655,Upper East,6,41,14.404033129276197,4.485776805251641
4-Tyler,Upshur,2021,48459,-94.94132011,32.7362827,9137,41899,Upper East,12,55,28.640301677844338,6.019481230163073
4-Tyler,Van Zandt,2011,48467,-95.8364862,32.56368961,12482,52835,Upper East,12,70,22.71221728021198,5.608075628905624
4-Tyler,Van Zandt,2012,48467,-95.8364862,32.56368961,12400,53121,Upper East,12,43,22.589936183430282,3.467741935483871
4-Tyler,Van Zandt,2013,48467,-95.8364862,32.56368961,12340,53399,Upper East,13,70,24.345025187737598,5.672609400324149
4-Tyler,Van Zandt,2014,48467,-95.8364862,32.56368961,12325,53704,Upper East,15,83,27.93088038134962,6.734279918864098
4-Tyler,Van Zandt,2015,48467,-95.8364862,32.56368961,12317,54009,Upper East,16,70,29.62469218093281,5.683202078428188
4-Tyler,Van Zandt,2016,48467,-95.8364862,32.56368961,12310,54304,Upper East,9,110,16.573364761343548,8.935824532900082
4-Tyler,Van Zandt,2017,48467,-95.8364862,32.56368961,12321,54600,Upper East,12,72,21.978021978021978,5.843681519357195
4-Tyler,Van Zandt,2018,48467,-95.8364862,32.56368961,12325,54886,Upper East,5,55,9.109791203585614,4.462474645030426
4-Tyler,Van Zandt,2019,48467,-95.8364862,32.56368961,12359,55170,Upper East,8,98,14.50063440275512,7.929444129783964
4-Tyler,Van Zandt,2020,48467,-95.8364862,32.56368961,12465,55469,Upper East,7,62,12.619661432511853,4.973926995587646
4-Tyler,Van Zandt,2021,48467,-95.8364862,32.56368961,12531,55778,Upper East,4,74,7.1712861701746204,5.905354720293672
4-Tyler,Wood,2011,48499,-95.38206498,32.78634374,8535,42299,Upper East,12,39,28.369464999172557,4.569420035149385
4-Tyler,Wood,2012,48499,-95.38206498,32.78634374,8554,42643,Upper East,4,68,9.380203081396711,7.94949731119944
4-Tyler,Wood,2013,48499,-95.38206498,32.78634374,8559,42984,Upper East,4,74,9.305788200260562,8.645869844608015
4-Tyler,Wood,2014,48499,-95.38206498,32.78634374,8595,43328,Upper East,5,73,11.539881831610044,8.493310063990691
4-Tyler,Wood,2015,48499,-95.38206498,32.78634374,8626,43677,Upper East,5,30,11.447672688142502,3.4778576396939482
4-Tyler,Wood,2016,48499,-95.38206498,32.78634374,8701,44009,Upper East,6,47,13.633574950578293,5.40167796804965
4-Tyler,Wood,2017,48499,-95.38206498,32.78634374,8742,44331,Upper East,9,75,20.301820396562224,8.579272477693893
4-Tyler,Wood,2018,48499,-95.38206498,32.78634374,8842,44666,Upper East,7,35,15.671875699637308,3.9583804569102017
4-Tyler,Wood,2019,48499,-95.38206498,32.78634374,8869,44993,Upper East,8,49,17.780543640121795,5.524861878453039
4-Tyler,Wood,2020,48499,-95.38206498,32.78634374,8963,45292,Upper East,9,39,19.871058906650184,4.351221689166573
4-Tyler,Wood,2021,48499,-95.38206498,32.78634374,9052,45611,Upper East,12,38,26.309442897546642,4.19796730004419
5-Beaumont,Angelina,2011,48005,-94.611742,31.25475875,23190,87214,Southeast,14,38,16.052468640355908,1.6386373436826218
5-Beaumont,Angelina,2012,48005,-94.611742,31.25475875,23250,87642,Southeast,9,42,10.26904908605463,1.8064516129032258
5-Beaumont,Angelina,2013,48005,-94.611742,31.25475875,23319,88085,Southeast,18,38,20.4348072884146,1.6295724516488699
5-Beaumont,Angelina,2014,48005,-94.611742,31.25475875,23309,88489,Southeast,20,90,22.601679304772343,3.8611695053412847
5-Beaumont,Angelina,2015,48005,-94.611742,31.25475875,23247,88868,Southeast,19,91,21.380024305711842,3.914483589280337
5-Beaumont,Angelina,2016,48005,-94.611742,31.25475875,23212,89219,Southeast,25,71,28.020937244308946,3.0587627089436498
5-Beaumont,Angelina,2017,48005,-94.611742,31.25475875,23157,89557,Southeast,19,97,21.21553870719207,4.188798203566956
5-Beaumont,Angelina,2018,48005,-94.611742,31.25475875,23113,89860,Southeast,14,86,15.579790785666592,3.7208497382425474
5-Beaumont,Angelina,2019,48005,-94.611742,31.25475875,23060,90151,Southeast,14,89,15.529500504708768,3.85949696444059
5-Beaumont,Angelina,2020,48005,-94.611742,31.25475875,23070,90437,Southeast,11,59,12.163163307053528,2.5574338968357173
5-Beaumont,Angelina,2021,48005,-94.611742,31.25475875,23086,90739,Southeast,21,68,23.143301116388763,2.945508100147275
5-Beaumont,Hardin,2011,48199,-94.39021394,30.33238431,13946,54868,Southeast,12,10,21.870671429612887,0.7170514842965725
5-Beaumont,Hardin,2012,48199,-94.39021394,30.33238431,13849,55104,Southeast,4,16,7.259001161440186,1.1553180735071125
5-Beaumont,Hardin,2013,48199,-94.39021394,30.33238431,13751,55331,Southeast,10,17,18.073051273246463,1.236273725547233
5-Beaumont,Hardin,2014,48199,-94.39021394,30.33238431,13615,55546,Southeast,4,30,7.2012386130414425,2.203452074917371
5-Beaumont,Hardin,2015,48199,-94.39021394,30.33238431,13457,55738,Southeast,4,24,7.176432595356848,1.7834584231255108
5-Beaumont,Hardin,2016,48199,-94.39021394,30.33238431,13266,55906,Southeast,5,18,8.94358387292956,1.3568521031207597
5-Beaumont,Hardin,2017,48199,-94.39021394,30.33238431,13076,56051,Southeast,12,24,21.40907387914578,1.8354236769654328
5-Beaumont,Hardin,2018,48199,-94.39021394,30.33238431,12862,56216,Southeast,13,77,23.12508894264978,5.98662727414088
5-Beaumont,Hardin,2019,48199,-94.39021394,30.33238431,12656,56350,Southeast,13,72,23.070097604259097,5.689001264222504
5-Beaumont,Hardin,2020,48199,-94.39021394,30.33238431,12509,56486,Southeast,7,64,12.392451226852673,5.116316252298345
5-Beaumont,Hardin,2021,48199,-94.39021394,30.33238431,12395,56626,Southeast,12,58,21.19167873415039,4.679306171843485
5-Beaumont,Houston,2011,48225,-95.42225367,31.31764137,4775,23591,Southeast,4,20,16.955618668136154,4.188481675392671
5-Beaumont,Houston,2012,48225,-95.42225367,31.31764137,4680,23460,Southeast,4,21,17.050298380221655,4.487179487179487
5-Beaumont,Houston,2013,48225,-95.42225367,31.31764137,4616,23335,Southeast,3,20,12.8562245553889,4.332755632582322
5-Beaumont,Houston,2014,48225,-95.42225367,31.31764137,4577,23236,Southeast,1,17,4.303666724048889,3.714223290364868
5-Beaumont,Houston,2015,48225,-95.42225367,31.31764137,4584,23135,Southeast,1,41,4.322455154527772,8.94415357766143
5-Beaumont,Houston,2016,48225,-95.42225367,31.31764137,4534,23026,Southeast,4,58,17.371666811430558,12.792236435818262
5-Beaumont,Houston,2017,48225,-95.42225367,31.31764137,4530,22931,Southeast,3,23,13.082726440190136,5.077262693156733
5-Beaumont,Houston,2018,48225,-95.42225367,31.31764137,4519,22832,Southeast,1,44,4.379817799579537,9.736667404292985
5-Beaumont,Houston,2019,48225,-95.42225367,31.31764137,4529,22738,Southeast,1,31,4.3979241797871405,6.84477809671009
5-Beaumont,Houston,2020,48225,-95.42225367,31.31764137,4522,22620,Southeast,1,19,4.420866489832007,4.201680672268908
5-Beaumont,Houston,2021,48225,-95.42225367,31.31764137,4539,22531,Southeast,4,19,17.753317651236074,4.185944040537564
5-Beaumont,Jasper,2011,48241,-94.02495849,30.74391255,8727,35702,Southeast,11,8,30.81059884600303,0.9166953133952103
5-Beaumont,Jasper,2012,48241,-94.02495849,30.74391255,8642,35708,Southeast,9,17,25.204435980732608,1.967137236750752
5-Beaumont,Jasper,2013,48241,-94.02495849,30.74391255,8551,35725,Southeast,8,21,22.393282015395382,2.4558531165945503
5-Beaumont,Jasper,2014,48241,-94.02495849,30.74391255,8494,35727,Southeast,10,19,27.990035547345144,2.23687308688486
5-Beaumont,Jasper,2015,48241,-94.02495849,30.74391255,8431,35716,Southeast,13,47,36.398252883861574,5.574664927054917
5-Beaumont,Jasper,2016,48241,-94.02495849,30.74391255,8422,35696,Southeast,15,89,42.02151501568803,10.567561149370697
5-Beaumont,Jasper,2017,48241,-94.02495849,30.74391255,8410,35679,Southeast,16,96,44.8443061745004,11.414982164090368
5-Beaumont,Jasper,2018,48241,-94.02495849,30.74391255,8365,35649,Southeast,15,74,42.07691660355129,8.846383741781231
5-Beaumont,Jasper,2019,48241,-94.02495849,30.74391255,8314,35593,Southeast,12,38,33.714494423060714,4.5706038008178975
5-Beaumont,Jasper,2020,48241,-94.02495849,30.74391255,8283,35525,Southeast,6,44,16.889514426460238,5.3120849933598935
5-Beaumont,Jasper,2021,48241,-94.02495849,30.74391255,8248,35456,Southeast,14,38,39.485559566787,4.60717749757517
5-Beaumont,Jefferson,2011,48245,-94.1708778,29.88425832,59936,253084,Southeast,63,126,24.89292092743911,2.102242391884677
5-Beaumont,Jefferson,2012,48245,-94.1708778,29.88425832,59469,253540,Southeast,57,202,22.481659698666878,3.396727706872488
5-Beaumont,Jefferson,2013,48245,-94.1708778,29.88425832,59216,254084,Southeast,57,146,22.433525920561706,2.4655498513915157
5-Beaumont,Jefferson,2014,48245,-94.1708778,29.88425832,59160,254671,Southeast,52,181,20.41850073231738,3.059499661933739
5-Beaumont,Jefferson,2015,48245,-94.1708778,29.88425832,59189,255300,Southeast,44,147,17.234625930278106,2.483569582185879
5-Beaumont,Jefferson,2016,48245,-94.1708778,29.88425832,59361,255994,Southeast,44,199,17.187902841472848,3.3523694007850273
5-Beaumont,Jefferson,2017,48245,-94.1708778,29.88425832,59640,256679,Southeast,36,178,14.025300082983025,2.9845741113346747
5-Beaumont,Jefferson,2018,48245,-94.1708778,29.88425832,59854,257363,Southeast,34,179,13.210912213488342,2.9906104855147526
5-Beaumont,Jefferson,2019,48245,-94.1708778,29.88425832,60075,258020,Southeast,42,189,16.277807921866522,3.146067415730337
5-Beaumont,Jefferson,2020,48245,-94.1708778,29.88425832,60433,258678,Southeast,28,213,10.824268008875901,3.524564393625999
5-Beaumont,Jefferson,2021,48245,-94.1708778,29.88425832,60613,259249,Southeast,43,239,16.586370632095015,3.943048520944352
5-Beaumont,Nacogdoches,2011,48347,-94.6158776,31.61604108,14754,64303,Southeast,12,75,18.66164875666765,5.08336722244815
5-Beaumont,Nacogdoches,2012,48347,-94.6158776,31.61604108,14456,64067,Southeast,14,67,21.852123558150062,4.63475373547316
5-Beaumont,Nacogdoches,2013,48347,-94.6158776,31.61604108,14214,63845,Southeast,13,48,20.361813767718694,3.3769523005487545
5-Beaumont,Nacogdoches,2014,48347,-94.6158776,31.61604108,13985,63644,Southeast,12,75,18.854880271510275,5.362888809438684
5-Beaumont,Nacogdoches,2015,48347,-94.6158776,31.61604108,13806,63548,Southeast,12,41,18.8833637565305,2.9697233087063597
5-Beaumont,Nacogdoches,2016,48347,-94.6158776,31.61604108,13664,63583,Southeast,15,71,23.591211487347245,5.196135831381732
5-Beaumont,Nacogdoches,2017,48347,-94.6158776,31.61604108,13580,63691,Southeast,18,93,28.26144981237538,6.848306332842415
5-Beaumont,Nacogdoches,2018,48347,-94.6158776,31.61604108,13544,63839,Southeast,10,93,15.664405770767086,6.86650915534554
5-Beaumont,Nacogdoches,2019,48347,-94.6158776,31.61604108,13479,63981,Southeast,15,118,23.444460074084496,8.75435863194599
5-Beaumont,Nacogdoches,2020,48347,-94.6158776,31.61604108,13443,64106,Southeast,10,103,15.599163884815773,7.66198021275013
5-Beaumont,Nacogdoches,2021,48347,-94.6158776,31.61604108,13391,64181,Southeast,13,45,20.2552157180474,3.3604659846165337
5-Beaumont,Newton,2011,48351,-93.74462993,30.78619977,3206,14335,Southeast,1,11,6.975933031042901,3.4310667498440424
5-Beaumont,Newton,2012,48351,-93.74462993,30.78619977,3072,14259,Southeast,2,13,14.02622904832036,4.231770833333333
5-Beaumont,Newton,2013,48351,-93.74462993,30.78619977,2999,14184,Southeast,0,7,0,2.334111370456819
5-Beaumont,Newton,2014,48351,-93.74462993,30.78619977,2916,14117,Southeast,0,8,0,2.743484224965706
5-Beaumont,Newton,2015,48351,-93.74462993,30.78619977,2842,14051,Southeast,0,12,0,4.22237860661506
5-Beaumont,Newton,2016,48351,-93.74462993,30.78619977,2776,13982,Southeast,3,23,21.456157917322273,8.285302593659942
5-Beaumont,Newton,2017,48351,-93.74462993,30.78619977,2725,13912,Southeast,3,6,21.56411730879816,2.2018348623853212
5-Beaumont,Newton,2018,48351,-93.74462993,30.78619977,2699,13847,Southeast,3,16,21.665342673503286,5.928121526491293
5-Beaumont,Newton,2019,48351,-93.74462993,30.78619977,2652,13784,Southeast,5,14,36.273940800928614,5.279034690799397
5-Beaumont,Newton,2020,48351,-93.74462993,30.78619977,2621,13724,Southeast,2,0,14.573010784027982,0
5-Beaumont,Newton,2021,48351,-93.74462993,30.78619977,2596,13654,Southeast,4,20,29.295444558371173,7.704160246533128
5-Beaumont,Orange,2011,48361,-93.89653794,30.12807126,20199,82255,Southeast,28,106,34.04048386116345,5.2477845437892965
5-Beaumont,Orange,2012,48361,-93.89653794,30.12807126,19958,82680,Southeast,31,79,37.49395258829221,3.958312456157932
5-Beaumont,Orange,2013,48361,-93.89653794,30.12807126,19806,83138,Southeast,25,70,30.070485217349468,3.534282540644249
5-Beaumont,Orange,2014,48361,-93.89653794,30.12807126,19678,83588,Southeast,27,110,32.30128726611475,5.589998983636549
5-Beaumont,Orange,2015,48361,-93.89653794,30.12807126,19598,84037,Southeast,15,109,17.84928067398884,5.561792019593836
5-Beaumont,Orange,2016,48361,-93.89653794,30.12807126,19600,84466,Southeast,17,121,20.126441408377335,6.173469387755103
5-Beaumont,Orange,2017,48361,-93.89653794,30.12807126,19578,84886,Southeast,17,79,20.026859552812006,4.035141485340689
5-Beaumont,Orange,2018,48361,-93.89653794,30.12807126,19593,85320,Southeast,17,123,19.92498827941866,6.277752258459654
5-Beaumont,Orange,2019,48361,-93.89653794,30.12807126,19637,85744,Southeast,19,111,22.158984885239782,5.652594591841931
5-Beaumont,Orange,2020,48361,-93.89653794,30.12807126,19718,86155,Southeast,10,103,11.606987406418664,5.223653514555229
5-Beaumont,Orange,2021,48361,-93.89653794,30.12807126,19723,86539,Southeast,14,75,16.17767711667572,3.8026669370785378
5-Beaumont,Polk,2011,48373,-94.82994949,30.79250963,9517,45681,Southeast,10,47,21.89093934020709,4.9385310497005355
5-Beaumont,Polk,2012,48373,-94.82994949,30.79250963,9454,46009,Southeast,5,45,10.867438979330132,4.75988999365348
5-Beaumont,Polk,2013,48373,-94.82994949,30.79250963,9411,46336,Southeast,6,44,12.948895027624308,4.675379874614812
5-Beaumont,Polk,2014,48373,-94.82994949,30.79250963,9370,46700,Southeast,4,58,8.565310492505354,6.189967982924227
5-Beaumont,Polk,2015,48373,-94.82994949,30.79250963,9371,47077,Southeast,6,24,12.74507721392612,2.5610927328993704
5-Beaumont,Polk,2016,48373,-94.82994949,30.79250963,9378,47485,Southeast,4,52,8.423712751395177,5.544892301130305
5-Beaumont,Polk,2017,48373,-94.82994949,30.79250963,9395,47886,Southeast,0,56,0,5.960617349654071
5-Beaumont,Polk,2018,48373,-94.82994949,30.79250963,9427,48283,Southeast,2,46,4.142244682393389,4.879601145645486
5-Beaumont,Polk,2019,48373,-94.82994949,30.79250963,9450,48689,Southeast,3,38,6.161555998274764,4.0211640211640205
5-Beaumont,Polk,2020,48373,-94.82994949,30.79250963,9500,49080,Southeast,6,34,12.224938875305622,3.5789473684210527
5-Beaumont,Polk,2021,48373,-94.82994949,30.79250963,9580,49480,Southeast,9,36,18.18916734033953,3.7578288100208765
5-Beaumont,Sabine,2011,48403,-93.85170439,31.34321941,2067,10745,Southeast,0,3,0,1.4513788098693758
5-Beaumont,Sabine,2012,48403,-93.85170439,31.34321941,2007,10651,Southeast,0,3,0,1.4947683109118086
5-Beaumont,Sabine,2013,48403,-93.85170439,31.34321941,1970,10551,Southeast,0,2,0,1.0152284263959392
5-Beaumont,Sabine,2014,48403,-93.85170439,31.34321941,1935,10462,Southeast,1,7,9.558401835213152,3.6175710594315245
5-Beaumont,Sabine,2015,48403,-93.85170439,31.34321941,1913,10372,Southeast,1,4,9.641342074816814,2.090956612650287
5-Beaumont,Sabine,2016,48403,-93.85170439,31.34321941,1898,10283,Southeast,1,7,9.724788485850432,3.68809272918862
5-Beaumont,Sabine,2017,48403,-93.85170439,31.34321941,1880,10201,Southeast,3,30,29.408881482207626,15.957446808510637
5-Beaumont,Sabine,2018,48403,-93.85170439,31.34321941,1856,10116,Southeast,1,10,9.885330170027679,5.387931034482759
5-Beaumont,Sabine,2019,48403,-93.85170439,31.34321941,1840,10019,Southeast,1,7,9.981036031540073,3.8043478260869565
5-Beaumont,Sabine,2020,48403,-93.85170439,31.34321941,1832,9936,Southeast,1,7,10.064412238325282,3.820960698689956
5-Beaumont,Sabine,2021,48403,-93.85170439,31.34321941,1833,9840,Southeast,2,23,20.32520325203252,12.547735951991271
5-Beaumont,San Augustine,2011,48405,-94.16809762,31.39427005,1790,8790,Southeast,2,1,22.753128555176335,0.5586592178770949
5-Beaumont,San Augustine,2012,48405,-94.16809762,31.39427005,1758,8755,Southeast,3,6,34.266133637921186,3.4129692832764507
5-Beaumont,San Augustine,2013,48405,-94.16809762,31.39427005,1705,8709,Southeast,3,5,34.44712366517396,2.932551319648094
5-Beaumont,San Augustine,2014,48405,-94.16809762,31.39427005,1679,8660,Southeast,2,3,23.094688221709006,1.7867778439547348
5-Beaumont,San Augustine,2015,48405,-94.16809762,31.39427005,1672,8631,Southeast,1,3,11.586142973004288,1.7942583732057418
5-Beaumont,San Augustine,2016,48405,-94.16809762,31.39427005,1655,8584,Southeast,2,4,23.29916123019571,2.416918429003021
5-Beaumont,San Augustine,2017,48405,-94.16809762,31.39427005,1624,8543,Southeast,2,8,23.410979749502516,4.926108374384237
5-Beaumont,San Augustine,2018,48405,-94.16809762,31.39427005,1627,8498,Southeast,4,13,47.06989879971758,7.990165949600493
5-Beaumont,San Augustine,2019,48405,-94.16809762,31.39427005,1624,8445,Southeast,2,6,23.682652457075193,3.694581280788177
5-Beaumont,San Augustine,2020,48405,-94.16809762,31.39427005,1629,8405,Southeast,1,10,11.89767995240928,6.138735420503377
5-Beaumont,San Augustine,2021,48405,-94.16809762,31.39427005,1635,8365,Southeast,2,10,23.90914524805738,6.116207951070336
5-Beaumont,San Jacinto,2011,48407,-95.16683273,30.57948905,6233,26599,Southeast,7,19,26.316778826271662,3.048291352478742
5-Beaumont,San Jacinto,2012,48407,-95.16683273,30.57948905,6201,26822,Southeast,3,33,11.184848258891954,5.321722302854378
5-Beaumont,San Jacinto,2013,48407,-95.16683273,30.57948905,6178,27081,Southeast,3,22,11.077877478675086,3.56102298478472
5-Beaumont,San Jacinto,2014,48407,-95.16683273,30.57948905,6141,27337,Southeast,1,11,3.6580458718952333,1.7912392118547469
5-Beaumont,San Jacinto,2015,48407,-95.16683273,30.57948905,6168,27583,Southeast,0,29,0,4.701686121919585
5-Beaumont,San Jacinto,2016,48407,-95.16683273,30.57948905,6165,27842,Southeast,1,28,3.5916959988506574,4.5417680454176805
5-Beaumont,San Jacinto,2017,48407,-95.16683273,30.57948905,6228,28106,Southeast,4,30,14.23183661851562,4.816955684007707
5-Beaumont,San Jacinto,2018,48407,-95.16683273,30.57948905,6266,28348,Southeast,3,26,10.582757160999012,4.149377593360996
5-Beaumont,San Jacinto,2019,48407,-95.16683273,30.57948905,6310,28602,Southeast,3,28,10.488777008600797,4.437400950871632
5-Beaumont,San Jacinto,2020,48407,-95.16683273,30.57948905,6385,28844,Southeast,2,12,6.9338510608792125,1.879404855129209
5-Beaumont,San Jacinto,2021,48407,-95.16683273,30.57948905,6455,29085,Southeast,5,14,17.1909919202338,2.168861347792409
5-Beaumont,Shelby,2011,48419,-94.14495261,31.79242191,6647,25452,Southeast,4,21,15.715857300015715,3.1593199939822476
5-Beaumont,Shelby,2012,48419,-94.14495261,31.79242191,6632,25470,Southeast,4,38,15.704750687082843,5.729794933655006
5-Beaumont,Shelby,2013,48419,-94.14495261,31.79242191,6647,25503,Southeast,2,31,7.842214641414736,4.663758086354747
5-Beaumont,Shelby,2014,48419,-94.14495261,31.79242191,6680,25542,Southeast,1,34,3.9151201941899614,5.089820359281437
5-Beaumont,Shelby,2015,48419,-94.14495261,31.79242191,6699,25552,Southeast,2,43,7.827175954915466,6.418868487834005
5-Beaumont,Shelby,2016,48419,-94.14495261,31.79242191,6709,25582,Southeast,2,30,7.817997029161129,4.471605306304963
5-Beaumont,Shelby,2017,48419,-94.14495261,31.79242191,6709,25574,Southeast,4,37,15.640885274106514,5.514979877776121
5-Beaumont,Shelby,2018,48419,-94.14495261,31.79242191,6700,25580,Southeast,4,39,15.63721657544957,5.820895522388059
5-Beaumont,Shelby,2019,48419,-94.14495261,31.79242191,6651,25565,Southeast,2,25,7.823195775474281,3.758833258156668
5-Beaumont,Shelby,2020,48419,-94.14495261,31.79242191,6658,25545,Southeast,0,33,0,4.9564433763893065
5-Beaumont,Shelby,2021,48419,-94.14495261,31.79242191,6640,25537,Southeast,4,22,15.663547010220464,3.3132530120481927
5-Beaumont,Trinity,2011,48455,-95.13551682,31.0885069,2980,14546,Southeast,3,12,20.62422659150282,4.026845637583893
5-Beaumont,Trinity,2012,48455,-95.13551682,31.0885069,2897,14513,Southeast,2,36,13.780748294632398,12.426648256817398
5-Beaumont,Trinity,2013,48455,-95.13551682,31.0885069,2860,14482,Southeast,2,10,13.810247203424941,3.4965034965034967
5-Beaumont,Trinity,2014,48455,-95.13551682,31.0885069,2803,14459,Southeast,3,10,20.748322843903452,3.567606136282554
5-Beaumont,Trinity,2015,48455,-95.13551682,31.0885069,2774,14429,Southeast,2,32,13.860974426502183,11.535688536409516
5-Beaumont,Trinity,2016,48455,-95.13551682,31.0885069,2748,14404,Southeast,2,21,13.885031935573453,7.641921397379912
5-Beaumont,Trinity,2017,48455,-95.13551682,31.0885069,2724,14371,Southeast,2,21,13.916916011411871,7.709251101321586
5-Beaumont,Trinity,2018,48455,-95.13551682,31.0885069,2683,14321,Southeast,2,24,13.965505202150688,8.945210585165858
5-Beaumont,Trinity,2019,48455,-95.13551682,31.0885069,2664,14285,Southeast,2,34,14.000700035001751,12.762762762762764
5-Beaumont,Trinity,2020,48455,-95.13551682,31.0885069,2650,14233,Southeast,0,5,0,1.8867924528301887
