Region,County,Year,fips,lon,lat,Child_Population,Total_Population,Econ_Region,Homes_Total_County,Removals_Total_County,Homes_Total_County_per100K,Removals_Total_County_per1K
1-Lubbock,Armstrong,2011,48011,-101.3572412,34.96522076,411,1906,High Plains,1,2,52.46589716684156,4.866180048661801
1-Lubbock,Armstrong,2012,48011,-101.3572412,34.96522076,396,1913,High Plains,0,3,0,7.575757575757576
1-Lubbock,Armstrong,2013,48011,-101.3572412,34.96522076,376,1919,High Plains,0,2,0,5.319148936170213
1-Lubbock,Armstrong,2014,48011,-101.3572412,34.96522076,373,1928,High Plains,0,0,0,0
1-Lubbock,Armstrong,2015,48011,-101.3572412,34.96522076,375,1942,High Plains,1,1,51.49330587023687,2.6666666666666665
1-Lubbock,Armstrong,2016,48011,-101.3572412,34.96522076,366,1951,High Plains,0,1,0,2.73224043715847
1-Lubbock,Armstrong,2017,48011,-101.3572412,34.96522076,359,1952,High Plains,1,0,51.22950819672131,0
1-Lubbock,Armstrong,2018,48011,-101.3572412,34.96522076,355,1954,High Plains,2,4,102.35414534288638,11.267605633802818
1-Lubbock,Armstrong,2019,48011,-101.3572412,34.96522076,338,1951,High Plains,0,0,0,0
1-Lubbock,Armstrong,2020,48011,-101.3572412,34.96522076,338,1948,High Plains,0,0,0,0
1-Lubbock,Armstrong,2021,48011,-101.3572412,34.96522076,339,1946,High Plains,0,0,0,0
1-Lubbock,Bailey,2011,48017,-102.8299069,34.0684915,2228,7199,High Plains,2,4,27.78163633838033,1.7953321364452424
1-Lubbock,Bailey,2012,48017,-102.8299069,34.0684915,2242,7246,High Plains,0,10,0,4.460303300624442
1-Lubbock,Bailey,2013,48017,-102.8299069,34.0684915,2265,7307,High Plains,1,5,13.685507048036131,2.207505518763797
1-Lubbock,Bailey,2014,48017,-102.8299069,34.0684915,2267,7356,High Plains,1,10,13.594344752582924,4.411116012351125
1-Lubbock,Bailey,2015,48017,-102.8299069,34.0684915,2295,7413,High Plains,0,3,0,1.3071895424836601
1-Lubbock,Bailey,2016,48017,-102.8299069,34.0684915,2311,7464,High Plains,2,5,26.795284030010716,2.163565556036348
1-Lubbock,Bailey,2017,48017,-102.8299069,34.0684915,2326,7525,High Plains,0,4,0,1.7196904557179709
1-Lubbock,Bailey,2018,48017,-102.8299069,34.0684915,2345,7582,High Plains,0,11,0,4.690831556503198
1-Lubbock,Bailey,2019,48017,-102.8299069,34.0684915,2335,7638,High Plains,0,18,0,7.7087794432548185
1-Lubbock,Bailey,2020,48017,-102.8299069,34.0684915,2325,7692,High Plains,0,21,0,9.03225806451613
1-Lubbock,Bailey,2021,48017,-102.8299069,34.0684915,2325,7749,High Plains,0,0,0,0
1-Lubbock,Briscoe,2011,48045,-101.2085769,34.53041048,351,1617,High Plains,0,0,0,0
1-Lubbock,Briscoe,2012,48045,-101.2085769,34.53041048,339,1610,High Plains,1,2,62.11180124223603,5.899705014749262
1-Lubbock,Briscoe,2013,48045,-101.2085769,34.53041048,338,1602,High Plains,1,0,62.421972534332085,0
1-Lubbock,Briscoe,2014,48045,-101.2085769,34.53041048,331,1600,High Plains,1,2,62.5,6.042296072507553
1-Lubbock,Briscoe,2015,48045,-101.2085769,34.53041048,327,1593,High Plains,1,2,62.77463904582549,6.116207951070336
1-Lubbock,Briscoe,2016,48045,-101.2085769,34.53041048,332,1587,High Plains,0,0,0,0
1-Lubbock,Briscoe,2017,48045,-101.2085769,34.53041048,321,1582,High Plains,1,0,63.21112515802782,0
1-Lubbock,Briscoe,2018,48045,-101.2085769,34.53041048,315,1576,High Plains,1,0,63.451776649746186,0
1-Lubbock,Briscoe,2019,48045,-101.2085769,34.53041048,318,1572,High Plains,2,3,127.2264631043257,9.433962264150942
1-Lubbock,Briscoe,2020,48045,-101.2085769,34.53041048,311,1568,High Plains,0,0,0,0
1-Lubbock,Briscoe,2021,48045,-101.2085769,34.53041048,303,1563,High Plains,0,1,0,3.3003300330033003
1-Lubbock,Carson,2011,48065,-101.3542037,35.40346802,1531,6130,High Plains,2,3,32.62642740619902,1.959503592423253
1-Lubbock,Carson,2012,48065,-101.3542037,35.40346802,1491,6081,High Plains,1,5,16.4446637066272,3.35345405767941
1-Lubbock,Carson,2013,48065,-101.3542037,35.40346802,1463,6036,High Plains,1,1,16.56726308813784,0.6835269993164731
1-Lubbock,Carson,2014,48065,-101.3542037,35.40346802,1420,5989,High Plains,2,6,33.39455668725998,4.225352112676056
1-Lubbock,Carson,2015,48065,-101.3542037,35.40346802,1382,5952,High Plains,2,6,33.60215053763441,4.341534008683069
1-Lubbock,Carson,2016,48065,-101.3542037,35.40346802,1361,5906,High Plains,2,3,33.863867253640365,2.204261572373255
1-Lubbock,Carson,2017,48065,-101.3542037,35.40346802,1348,5877,High Plains,2,10,34.03096818104475,7.4183976261127595
1-Lubbock,Carson,2018,48065,-101.3542037,35.40346802,1336,5848,High Plains,2,10,34.19972640218878,7.485029940119761
1-Lubbock,Carson,2019,48065,-101.3542037,35.40346802,1317,5832,High Plains,2,12,34.293552812071326,9.111617312072893
1-Lubbock,Carson,2020,48065,-101.3542037,35.40346802,1317,5799,High Plains,1,1,17.24435247456458,0.7593014426727411
1-Lubbock,Carson,2021,48065,-101.3542037,35.40346802,1308,5787,High Plains,0,5,0,3.8226299694189603
1-Lubbock,Castro,2011,48069,-102.2617608,34.53000304,2429,7932,High Plains,5,0,63.035804336863336,0
1-Lubbock,Castro,2012,48069,-102.2617608,34.53000304,2344,7827,High Plains,5,30,63.8814360546825,12.79863481228669
1-Lubbock,Castro,2013,48069,-102.2617608,34.53000304,2277,7727,High Plains,3,10,38.824899702342435,4.391743522178305
1-Lubbock,Castro,2014,48069,-102.2617608,34.53000304,2220,7637,High Plains,3,7,39.2824407489852,3.153153153153153
1-Lubbock,Castro,2015,48069,-102.2617608,34.53000304,2161,7549,High Plains,3,8,39.74036296198172,3.7019898195279963
1-Lubbock,Castro,2016,48069,-102.2617608,34.53000304,2092,7458,High Plains,3,12,40.22526146419951,5.736137667304016
1-Lubbock,Castro,2017,48069,-102.2617608,34.53000304,2046,7365,High Plains,3,10,40.73319755600815,4.887585532746823
1-Lubbock,Castro,2018,48069,-102.2617608,34.53000304,2007,7275,High Plains,3,1,41.23711340206186,0.4982561036372695
1-Lubbock,Castro,2019,48069,-102.2617608,34.53000304,1956,7190,High Plains,3,13,41.72461752433936,6.6462167689161555
1-Lubbock,Castro,2020,48069,-102.2617608,34.53000304,1932,7103,High Plains,0,0,0,0
1-Lubbock,Castro,2021,48069,-102.2617608,34.53000304,1904,7024,High Plains,0,7,0,3.676470588235294
1-Lubbock,Childress,2011,48075,-100.2075664,34.52929257,1472,7036,High Plains,1,4,14.212620807276862,2.717391304347826
1-Lubbock,Childress,2012,48075,-100.2075664,34.52929257,1483,7048,High Plains,0,9,0,6.068779501011463
1-Lubbock,Childress,2013,48075,-100.2075664,34.52929257,1457,7060,High Plains,0,5,0,3.431708991077557
1-Lubbock,Childress,2014,48075,-100.2075664,34.52929257,1464,7062,High Plains,0,3,0,2.0491803278688527
1-Lubbock,Childress,2015,48075,-100.2075664,34.52929257,1450,7071,High Plains,0,1,0,0.689655172413793
1-Lubbock,Childress,2016,48075,-100.2075664,34.52929257,1446,7079,High Plains,0,8,0,5.532503457814661
1-Lubbock,Childress,2017,48075,-100.2075664,34.52929257,1442,7079,High Plains,0,13,0,9.015256588072122
1-Lubbock,Childress,2018,48075,-100.2075664,34.52929257,1425,7078,High Plains,0,8,0,5.614035087719298
1-Lubbock,Childress,2019,48075,-100.2075664,34.52929257,1431,7068,High Plains,0,8,0,5.590496156533892
1-Lubbock,Childress,2020,48075,-100.2075664,34.52929257,1408,7062,High Plains,0,9,0,6.392045454545455
1-Lubbock,Childress,2021,48075,-100.2075664,34.52929257,1404,7053,High Plains,0,5,0,3.561253561253561
1-Lubbock,Cochran,2011,48079,-102.8285264,33.60410808,902,3124,High Plains,0,1,0,1.1086474501108647
1-Lubbock,Cochran,2012,48079,-102.8285264,33.60410808,894,3130,High Plains,0,2,0,2.237136465324385
1-Lubbock,Cochran,2013,48079,-102.8285264,33.60410808,897,3142,High Plains,0,4,0,4.459308807134894
1-Lubbock,Cochran,2014,48079,-102.8285264,33.60410808,899,3165,High Plains,0,0,0,0
1-Lubbock,Cochran,2015,48079,-102.8285264,33.60410808,906,3189,High Plains,0,0,0,0
1-Lubbock,Cochran,2016,48079,-102.8285264,33.60410808,924,3219,High Plains,2,2,62.131096613855235,2.1645021645021645
1-Lubbock,Cochran,2017,48079,-102.8285264,33.60410808,926,3251,High Plains,0,4,0,4.319654427645789
1-Lubbock,Cochran,2018,48079,-102.8285264,33.60410808,945,3279,High Plains,0,0,0,0
1-Lubbock,Cochran,2019,48079,-102.8285264,33.60410808,968,3315,High Plains,0,9,0,9.297520661157025
1-Lubbock,Cochran,2020,48079,-102.8285264,33.60410808,977,3348,High Plains,0,1,0,1.0235414534288638
1-Lubbock,Cochran,2021,48079,-102.8285264,33.60410808,971,3371,High Plains,0,4,0,4.11946446961895
1-Lubbock,Collingsworth,2011,48087,-100.2700733,34.96498493,836,3057,High Plains,0,0,0,0
1-Lubbock,Collingsworth,2012,48087,-100.2700733,34.96498493,826,3060,High Plains,0,2,0,2.4213075060532687
1-Lubbock,Collingsworth,2013,48087,-100.2700733,34.96498493,834,3076,High Plains,0,1,0,1.199040767386091
1-Lubbock,Collingsworth,2014,48087,-100.2700733,34.96498493,828,3093,High Plains,0,6,0,7.246376811594203
1-Lubbock,Collingsworth,2015,48087,-100.2700733,34.96498493,821,3106,High Plains,0,1,0,1.2180267965895248
1-Lubbock,Collingsworth,2016,48087,-100.2700733,34.96498493,829,3127,High Plains,0,1,0,1.2062726176115801
1-Lubbock,Collingsworth,2017,48087,-100.2700733,34.96498493,838,3151,High Plains,0,1,0,1.1933174224343677
1-Lubbock,Collingsworth,2018,48087,-100.2700733,34.96498493,845,3172,High Plains,0,4,0,4.733727810650888
1-Lubbock,Collingsworth,2019,48087,-100.2700733,34.96498493,850,3188,High Plains,0,7,0,8.23529411764706
1-Lubbock,Collingsworth,2020,48087,-100.2700733,34.96498493,849,3210,High Plains,1,10,31.152647975077883,11.778563015312132
1-Lubbock,Collingsworth,2021,48087,-100.2700733,34.96498493,856,3227,High Plains,0,3,0,3.5046728971962615
1-Lubbock,Crosby,2011,48107,-101.2998612,33.61459873,1695,6075,High Plains,3,2,49.382716049382715,1.1799410029498525
1-Lubbock,Crosby,2012,48107,-101.2998612,33.61459873,1665,6097,High Plains,0,6,0,3.6036036036036037
1-Lubbock,Crosby,2013,48107,-101.2998612,33.61459873,1660,6134,High Plains,1,7,16.3025758069775,4.216867469879518
1-Lubbock,Crosby,2014,48107,-101.2998612,33.61459873,1667,6182,High Plains,0,9,0,5.398920215956808
1-Lubbock,Crosby,2015,48107,-101.2998612,33.61459873,1666,6235,High Plains,0,16,0,9.603841536614645
1-Lubbock,Crosby,2016,48107,-101.2998612,33.61459873,1656,6274,High Plains,0,26,0,15.70048309178744
1-Lubbock,Crosby,2017,48107,-101.2998612,33.61459873,1663,6326,High Plains,2,12,31.61555485298767,7.215874924834637
1-Lubbock,Crosby,2018,48107,-101.2998612,33.61459873,1659,6363,High Plains,0,9,0,5.424954792043399
1-Lubbock,Crosby,2019,48107,-101.2998612,33.61459873,1669,6413,High Plains,1,12,15.593326056447841,7.18993409227082
1-Lubbock,Crosby,2020,48107,-101.2998612,33.61459873,1671,6464,High Plains,0,17,0,10.173548773189706
1-Lubbock,Crosby,2021,48107,-101.2998612,33.61459873,1677,6509,High Plains,0,8,0,4.770423375074538
1-Lubbock,Dallam,2011,48111,-102.6021647,36.27777107,2000,6728,High Plains,1,3,14.863258026159333,1.5
1-Lubbock,Dallam,2012,48111,-102.6021647,36.27777107,2023,6765,High Plains,1,3,14.781966001478196,1.4829461196243203
1-Lubbock,Dallam,2013,48111,-102.6021647,36.27777107,2050,6821,High Plains,0,0,0,0
1-Lubbock,Dallam,2014,48111,-102.6021647,36.27777107,2082,6884,High Plains,0,1,0,0.4803073967339097
1-Lubbock,Dallam,2015,48111,-102.6021647,36.27777107,2110,6943,High Plains,0,12,0,5.687203791469194
1-Lubbock,Dallam,2016,48111,-102.6021647,36.27777107,2146,6993,High Plains,1,10,14.3000143000143,4.659832246039143
1-Lubbock,Dallam,2017,48111,-102.6021647,36.27777107,2169,7060,High Plains,2,11,28.328611898016995,5.071461502996773
1-Lubbock,Dallam,2018,48111,-102.6021647,36.27777107,2190,7112,High Plains,1,14,14.060742407199102,6.392694063926941
1-Lubbock,Dallam,2019,48111,-102.6021647,36.27777107,2230,7173,High Plains,0,16,0,7.174887892376682
1-Lubbock,Dallam,2020,48111,-102.6021647,36.27777107,2254,7237,High Plains,1,21,13.81788033715628,9.316770186335404
1-Lubbock,Dallam,2021,48111,-102.6021647,36.27777107,2275,7301,High Plains,0,20,0,8.791208791208792
1-Lubbock,Deaf Smith,2011,48117,-102.6048162,34.96602014,6150,19213,High Plains,4,34,20.819236974964866,5.528455284552845
1-Lubbock,Deaf Smith,2012,48117,-102.6048162,34.96602014,6063,19069,High Plains,1,14,5.244113482615764,2.309087910275441
1-Lubbock,Deaf Smith,2013,48117,-102.6048162,34.96602014,5996,18947,High Plains,2,17,10.555760806460125,2.8352234823215476
1-Lubbock,Deaf Smith,2014,48117,-102.6048162,34.96602014,5923,18813,High Plains,2,21,10.630946685802371,3.5455005909167654
1-Lubbock,Deaf Smith,2015,48117,-102.6048162,34.96602014,5872,18697,High Plains,3,13,16.0453548697652,2.2138964577656677
1-Lubbock,Deaf Smith,2016,48117,-102.6048162,34.96602014,5790,18578,High Plains,2,34,10.765421466250404,5.872193436960276
1-Lubbock,Deaf Smith,2017,48117,-102.6048162,34.96602014,5709,18470,High Plains,2,21,10.828370330265296,3.6784025223331582
1-Lubbock,Deaf Smith,2018,48117,-102.6048162,34.96602014,5619,18352,High Plains,0,22,0,3.9152874176899806
1-Lubbock,Deaf Smith,2019,48117,-102.6048162,34.96602014,5553,18255,High Plains,3,17,16.433853738701725,3.0614082477939855
1-Lubbock,Deaf Smith,2020,48117,-102.6048162,34.96602014,5491,18143,High Plains,1,14,5.5117676238769775,2.549626661810235
1-Lubbock,Deaf Smith,2021,48117,-102.6048162,34.96602014,5440,18043,High Plains,0,19,0,3.4926470588235294
1-Lubbock,Dickens,2011,48125,-100.7788138,33.61663428,456,2388,High Plains,0,5,0,10.964912280701753
1-Lubbock,Dickens,2012,48125,-100.7788138,33.61663428,427,2345,High Plains,0,0,0,0
1-Lubbock,Dickens,2013,48125,-100.7788138,33.61663428,410,2311,High Plains,0,1,0,2.4390243902439024
1-Lubbock,Dickens,2014,48125,-100.7788138,33.61663428,388,2283,High Plains,1,6,43.802014892685065,15.463917525773196
1-Lubbock,Dickens,2015,48125,-100.7788138,33.61663428,376,2258,High Plains,0,2,0,5.319148936170213
1-Lubbock,Dickens,2016,48125,-100.7788138,33.61663428,367,2234,High Plains,0,2,0,5.449591280653951
1-Lubbock,Dickens,2017,48125,-100.7788138,33.61663428,356,2223,High Plains,1,1,44.9842555105713,2.8089887640449436
1-Lubbock,Dickens,2018,48125,-100.7788138,33.61663428,346,2204,High Plains,0,3,0,8.670520231213873
1-Lubbock,Dickens,2019,48125,-100.7788138,33.61663428,333,2188,High Plains,0,1,0,3.003003003003003
1-Lubbock,Dickens,2020,48125,-100.7788138,33.61663428,321,2174,High Plains,0,0,0,0
1-Lubbock,Dickens,2021,48125,-100.7788138,33.61663428,311,2149,High Plains,0,6,0,19.29260450160772
1-Lubbock,Donley,2011,48129,-100.8140501,34.96540246,737,3623,High Plains,1,5,27.60143527463428,6.784260515603799
1-Lubbock,Donley,2012,48129,-100.8140501,34.96540246,714,3582,High Plains,2,4,55.83472920156337,5.602240896358543
1-Lubbock,Donley,2013,48129,-100.8140501,34.96540246,699,3562,High Plains,1,0,28.074115665356544,0
1-Lubbock,Donley,2014,48129,-100.8140501,34.96540246,704,3542,High Plains,1,3,28.2326369282891,4.261363636363636
1-Lubbock,Donley,2015,48129,-100.8140501,34.96540246,693,3524,High Plains,1,0,28.37684449489217,0
1-Lubbock,Donley,2016,48129,-100.8140501,34.96540246,691,3509,High Plains,1,4,28.498147620404676,5.788712011577424
1-Lubbock,Donley,2017,48129,-100.8140501,34.96540246,679,3488,High Plains,0,13,0,19.145802650957293
1-Lubbock,Donley,2018,48129,-100.8140501,34.96540246,680,3461,High Plains,0,2,0,2.941176470588235
1-Lubbock,Donley,2019,48129,-100.8140501,34.96540246,675,3440,High Plains,1,7,29.069767441860463,10.37037037037037
1-Lubbock,Donley,2020,48129,-100.8140501,34.96540246,674,3410,High Plains,0,2,0,2.967359050445104
1-Lubbock,Donley,2021,48129,-100.8140501,34.96540246,672,3386,High Plains,0,4,0,5.952380952380952
1-Lubbock,Floyd,2011,48153,-101.3033037,34.07239775,1779,6331,High Plains,1,14,15.795293002685199,7.869589657110737
1-Lubbock,Floyd,2012,48153,-101.3033037,34.07239775,1715,6239,High Plains,0,15,0,8.746355685131196
1-Lubbock,Floyd,2013,48153,-101.3033037,34.07239775,1663,6159,High Plains,0,19,0,11.42513529765484
1-Lubbock,Floyd,2014,48153,-101.3033037,34.07239775,1632,6090,High Plains,0,5,0,3.063725490196078
1-Lubbock,Floyd,2015,48153,-101.3033037,34.07239775,1585,6031,High Plains,0,10,0,6.309148264984227
1-Lubbock,Floyd,2016,48153,-101.3033037,34.07239775,1550,5980,High Plains,0,6,0,3.870967741935484
1-Lubbock,Floyd,2017,48153,-101.3033037,34.07239775,1514,5928,High Plains,1,10,16.869095816464238,6.605019815059445
1-Lubbock,Floyd,2018,48153,-101.3033037,34.07239775,1491,5886,High Plains,0,7,0,4.694835680751174
1-Lubbock,Floyd,2019,48153,-101.3033037,34.07239775,1471,5834,High Plains,1,5,17.14089818306479,3.399048266485384
1-Lubbock,Floyd,2020,48153,-101.3033037,34.07239775,1449,5786,High Plains,0,8,0,5.521048999309869
1-Lubbock,Floyd,2021,48153,-101.3033037,34.07239775,1420,5743,High Plains,0,0,0,0
1-Lubbock,Garza,2011,48169,-101.2984496,33.17991074,1278,6480,High Plains,2,9,30.864197530864196,7.042253521126761
1-Lubbock,Garza,2012,48169,-101.2984496,33.17991074,1277,6509,High Plains,1,6,15.363343063450609,4.698512137823023
1-Lubbock,Garza,2013,48169,-101.2984496,33.17991074,1296,6541,High Plains,0,22,0,16.975308641975307
1-Lubbock,Garza,2014,48169,-101.2984496,33.17991074,1311,6580,High Plains,0,5,0,3.8138825324180012
1-Lubbock,Garza,2015,48169,-101.2984496,33.17991074,1321,6615,High Plains,0,12,0,9.084027252081757
1-Lubbock,Garza,2016,48169,-101.2984496,33.17991074,1329,6659,High Plains,0,2,0,1.5048908954100828
1-Lubbock,Garza,2017,48169,-101.2984496,33.17991074,1338,6691,High Plains,1,1,14.945449110745777,0.7473841554559043
1-Lubbock,Garza,2018,48169,-101.2984496,33.17991074,1364,6725,High Plains,1,3,14.869888475836431,2.1994134897360706
1-Lubbock,Garza,2019,48169,-101.2984496,33.17991074,1378,6756,High Plains,1,21,14.801657785671994,15.239477503628448
1-Lubbock,Garza,2020,48169,-101.2984496,33.17991074,1400,6784,High Plains,0,6,0,4.285714285714286
1-Lubbock,Garza,2021,48169,-101.2984496,33.17991074,1400,6820,High Plains,0,10,0,7.142857142857142
1-Lubbock,Gray,2011,48179,-100.812475,35.40130666,5571,22654,High Plains,1,74,4.4142314822989315,13.283073056901813
1-Lubbock,Gray,2012,48179,-100.812475,35.40130666,5568,22772,High Plains,1,26,4.391357807834183,4.669540229885058
1-Lubbock,Gray,2013,48179,-100.812475,35.40130666,5598,22924,High Plains,5,18,21.811202233467107,3.215434083601286
1-Lubbock,Gray,2014,48179,-100.812475,35.40130666,5663,23083,High Plains,1,9,4.332192522635705,1.5892636411795866
1-Lubbock,Gray,2015,48179,-100.812475,35.40130666,5711,23242,High Plains,0,16,0,2.8016109262826125
1-Lubbock,Gray,2016,48179,-100.812475,35.40130666,5788,23434,High Plains,1,23,4.2673039173849965,3.973738769868694
1-Lubbock,Gray,2017,48179,-100.812475,35.40130666,5860,23623,High Plains,1,47,4.233162595775304,8.020477815699659
1-Lubbock,Gray,2018,48179,-100.812475,35.40130666,5919,23830,High Plains,2,24,8.39278220730172,4.054738976178409
1-Lubbock,Gray,2019,48179,-100.812475,35.40130666,5988,24040,High Plains,2,37,8.319467554076539,6.179024716098864
1-Lubbock,Gray,2020,48179,-100.812475,35.40130666,6048,24252,High Plains,0,33,0,5.456349206349206
1-Lubbock,Gray,2021,48179,-100.812475,35.40130666,6105,24456,High Plains,0,52,0,8.517608517608519
1-Lubbock,Hale,2011,48189,-101.8269082,34.07051782,10273,35952,High Plains,5,48,13.907432131731197,4.672442324540056
1-Lubbock,Hale,2012,48189,-101.8269082,34.07051782,10120,35644,High Plains,5,46,14.027606329255974,4.545454545454545
1-Lubbock,Hale,2013,48189,-101.8269082,34.07051782,10034,35355,High Plains,5,36,14.14227124876255,3.5878014749850506
1-Lubbock,Hale,2014,48189,-101.8269082,34.07051782,9867,35055,High Plains,7,58,19.968620738838965,5.878179791223269
1-Lubbock,Hale,2015,48189,-101.8269082,34.07051782,9763,34731,High Plains,7,34,20.154904840056435,3.4825361057052135
1-Lubbock,Hale,2016,48189,-101.8269082,34.07051782,9630,34444,High Plains,4,40,11.613053071652537,4.153686396677051
1-Lubbock,Hale,2017,48189,-101.8269082,34.07051782,9505,34150,High Plains,2,46,5.856515373352855,4.83955812730142
1-Lubbock,Hale,2018,48189,-101.8269082,34.07051782,9322,33824,High Plains,6,32,17.73888363292337,3.4327397554172925
1-Lubbock,Hale,2019,48189,-101.8269082,34.07051782,9204,33527,High Plains,6,44,17.89602409997912,4.780530204259017
1-Lubbock,Hale,2020,48189,-101.8269082,34.07051782,9045,33202,High Plains,0,21,0,2.3217247097844114
1-Lubbock,Hale,2021,48189,-101.8269082,34.07051782,8933,32901,High Plains,0,36,0,4.030001119444756
1-Lubbock,Hall,2011,48191,-100.6809876,34.53074134,845,3322,High Plains,0,5,0,5.9171597633136095
1-Lubbock,Hall,2012,48191,-100.6809876,34.53074134,821,3308,High Plains,0,4,0,4.872107186358099
1-Lubbock,Hall,2013,48191,-100.6809876,34.53074134,824,3306,High Plains,1,7,30.248033877797944,8.495145631067961
1-Lubbock,Hall,2014,48191,-100.6809876,34.53074134,805,3303,High Plains,0,0,0,0
1-Lubbock,Hall,2015,48191,-100.6809876,34.53074134,788,3303,High Plains,0,2,0,2.5380710659898473
1-Lubbock,Hall,2016,48191,-100.6809876,34.53074134,787,3303,High Plains,0,1,0,1.2706480304955527
1-Lubbock,Hall,2017,48191,-100.6809876,34.53074134,776,3308,High Plains,0,10,0,12.886597938144329
1-Lubbock,Hall,2018,48191,-100.6809876,34.53074134,785,3311,High Plains,0,9,0,11.464968152866241
1-Lubbock,Hall,2019,48191,-100.6809876,34.53074134,775,3312,High Plains,1,4,30.193236714975843,5.161290322580645
1-Lubbock,Hall,2020,48191,-100.6809876,34.53074134,775,3305,High Plains,0,4,0,5.161290322580645
1-Lubbock,Hall,2021,48191,-100.6809876,34.53074134,774,3303,High Plains,0,8,0,10.335917312661499
1-Lubbock,Hansford,2011,48195,-101.3545624,36.27753179,1666,5614,High Plains,0,3,0,1.800720288115246
1-Lubbock,Hansford,2012,48195,-101.3545624,36.27753179,1658,5623,High Plains,1,0,17.784101013693757,0
1-Lubbock,Hansford,2013,48195,-101.3545624,36.27753179,1661,5647,High Plains,2,3,35.41703559412077,1.8061408789885611
1-Lubbock,Hansford,2014,48195,-101.3545624,36.27753179,1662,5669,High Plains,0,8,0,4.813477737665464
1-Lubbock,Hansford,2015,48195,-101.3545624,36.27753179,1661,5698,High Plains,0,11,0,6.622516556291391
1-Lubbock,Hansford,2016,48195,-101.3545624,36.27753179,1672,5723,High Plains,0,0,0,0
1-Lubbock,Hansford,2017,48195,-101.3545624,36.27753179,1671,5753,High Plains,0,2,0,1.196888090963495
1-Lubbock,Hansford,2018,48195,-101.3545624,36.27753179,1662,5780,High Plains,0,0,0,0
1-Lubbock,Hansford,2019,48195,-101.3545624,36.27753179,1644,5802,High Plains,1,2,17.23543605653223,1.2165450121654502
1-Lubbock,Hansford,2020,48195,-101.3545624,36.27753179,1643,5820,High Plains,0,2,0,1.2172854534388313
1-Lubbock,Hansford,2021,48195,-101.3545624,36.27753179,1641,5855,High Plains,0,4,0,2.4375380865326024
1-Lubbock,Hartley,2011,48205,-102.6028835,35.83996755,1333,6038,High Plains,0,0,0,0
1-Lubbock,Hartley,2012,48205,-102.6028835,35.83996755,1300,6032,High Plains,1,0,16.578249336870027,0
1-Lubbock,Hartley,2013,48205,-102.6028835,35.83996755,1291,6018,High Plains,2,0,33.23363243602525,0
1-Lubbock,Hartley,2014,48205,-102.6028835,35.83996755,1264,6020,High Plains,0,1,0,0.7911392405063291
1-Lubbock,Hartley,2015,48205,-102.6028835,35.83996755,1250,6029,High Plains,1,0,16.58649859014762,0
1-Lubbock,Hartley,2016,48205,-102.6028835,35.83996755,1241,6040,High Plains,1,5,16.556291390728475,4.0290088638195
1-Lubbock,Hartley,2017,48205,-102.6028835,35.83996755,1210,6040,High Plains,1,0,16.556291390728475,0
1-Lubbock,Hartley,2018,48205,-102.6028835,35.83996755,1199,6041,High Plains,1,2,16.553550736633007,1.6680567139282736
1-Lubbock,Hartley,2019,48205,-102.6028835,35.83996755,1199,6064,High Plains,1,1,16.490765171503956,0.8340283569641368
1-Lubbock,Hartley,2020,48205,-102.6028835,35.83996755,1192,6067,High Plains,0,3,0,2.5167785234899327
1-Lubbock,Hartley,2021,48205,-102.6028835,35.83996755,1188,6082,High Plains,0,5,0,4.2087542087542085
1-Lubbock,Hemphill,2011,48211,-100.2704628,35.83750155,1136,3858,High Plains,1,1,25.92016588906169,0.8802816901408451
1-Lubbock,Hemphill,2012,48211,-100.2704628,35.83750155,1159,3924,High Plains,1,4,25.484199796126404,3.4512510785159622
1-Lubbock,Hemphill,2013,48211,-100.2704628,35.83750155,1180,3993,High Plains,0,6,0,5.084745762711864
1-Lubbock,Hemphill,2014,48211,-100.2704628,35.83750155,1227,4073,High Plains,1,3,24.551927326295115,2.444987775061125
1-Lubbock,Hemphill,2015,48211,-100.2704628,35.83750155,1271,4151,High Plains,2,7,48.1811611659841,5.507474429583006
1-Lubbock,Hemphill,2016,48211,-100.2704628,35.83750155,1305,4246,High Plains,0,3,0,2.2988505747126435
1-Lubbock,Hemphill,2017,48211,-100.2704628,35.83750155,1352,4336,High Plains,0,1,0,0.7396449704142012
1-Lubbock,Hemphill,2018,48211,-100.2704628,35.83750155,1371,4426,High Plains,0,0,0,0
1-Lubbock,Hemphill,2019,48211,-100.2704628,35.83750155,1417,4527,High Plains,0,0,0,0
1-Lubbock,Hemphill,2020,48211,-100.2704628,35.83750155,1478,4644,High Plains,0,1,0,0.6765899864682003
1-Lubbock,Hemphill,2021,48211,-100.2704628,35.83750155,1493,4761,High Plains,0,0,0,0
1-Lubbock,Hockley,2011,48219,-102.3430919,33.60750375,6198,23053,High Plains,6,21,26.026981303951764,3.3881897386253628
1-Lubbock,Hockley,2012,48219,-102.3430919,33.60750375,6233,23197,High Plains,5,34,21.554511359227487,5.454837157067223
1-Lubbock,Hockley,2013,48219,-102.3430919,33.60750375,6226,23349,High Plains,6,43,25.69703199280483,6.906521040796659
1-Lubbock,Hockley,2014,48219,-102.3430919,33.60750375,6294,23530,High Plains,6,24,25.4993625159371,3.813155386081983
1-Lubbock,Hockley,2015,48219,-102.3430919,33.60750375,6336,23723,High Plains,1,12,4.2153184673102055,1.893939393939394
