Year,County,Region,Placement Intention,Count,Average Months since Termination of Parental Rights
2019,Lamb,1-Lubbock,Permanent,7,5.96774193548387
2019,Lampasas,7-Austin,Permanent,13,11.2630272952854
2019,La Salle,8-San Antonio,Permanent,3,15.1075268817204
2019,Lavaca,8-San Antonio,Permanent,5,7.94193548387097
2019,Lee,7-Austin,Not Permanent,1,24.9677419354839
2019,Leon,7-Austin,Not Permanent,2,46.5
2019,Leon,7-Austin,Permanent,6,8.88172043010753
2019,Liberty,6-Houston,Not Permanent,16,17.6270161290323
2019,Liberty,6-Houston,Permanent,11,5.94428152492669
2019,Limestone,7-Austin,Not Permanent,1,0.741935483870968
2019,Limestone,7-Austin,Permanent,5,9.6258064516129
2019,Llano,7-Austin,Not Permanent,3,26.3333333333333
2019,Llano,7-Austin,Permanent,4,6.20967741935484
2019,Lubbock,1-Lubbock,Not Permanent,71,27.7437528396184
2019,Lubbock,1-Lubbock,Permanent,89,9.79050380572671
2019,Lynn,1-Lubbock,Not Permanent,2,32.8225806451613
2019,Madison,7-Austin,Not Permanent,1,5.7741935483871
2019,Madison,7-Austin,Permanent,3,5.55913978494624
2019,Marion,4-Tyler,Permanent,1,7.67741935483871
2019,Mason,9-Midland,Not Permanent,3,8.90322580645161
2019,Matagorda,6-Houston,Not Permanent,6,11.7795698924731
2019,Matagorda,6-Houston,Permanent,3,16.0860215053763
2019,Maverick,8-San Antonio,Not Permanent,2,20.9838709677419
2019,Maverick,8-San Antonio,Permanent,1,2.35483870967742
2019,McCulloch,9-Midland,Not Permanent,5,6.9741935483871
2019,McCulloch,9-Midland,Permanent,1,21.741935483871
2019,McLennan,7-Austin,Not Permanent,43,35.1515378844711
2019,McLennan,7-Austin,Permanent,126,10.352534562212
2019,Medina,8-San Antonio,Not Permanent,11,21.2639296187683
2019,Medina,8-San Antonio,Permanent,16,3.69153225806452
2019,Midland,9-Midland,Not Permanent,11,25.6158357771261
2019,Midland,9-Midland,Permanent,15,3.80860215053763
2019,Milam,7-Austin,Not Permanent,7,11.8709677419355
2019,Milam,7-Austin,Permanent,10,5.22258064516129
2019,Mills,7-Austin,Not Permanent,1,12.0967741935484
2019,Mills,7-Austin,Permanent,1,1.70967741935484
2019,Mitchell,2-Abilene,Not Permanent,1,10.4516129032258
2019,Montague,2-Abilene,Not Permanent,4,9.43548387096774
2019,Montague,2-Abilene,Permanent,2,6.06451612903226
2019,Montgomery,6-Houston,Not Permanent,32,21.1139112903226
2019,Montgomery,6-Houston,Permanent,47,10.0878517501716
2019,Moore,1-Lubbock,Not Permanent,4,89.9193548387097
2019,Moore,1-Lubbock,Permanent,4,13.4838709677419
2019,Morris,4-Tyler,Permanent,1,8.35483870967742
2019,Nacogdoches,5-Beaumont,Not Permanent,14,37.3456221198157
2019,Nacogdoches,5-Beaumont,Permanent,19,7.54329371816638
2019,Navarro,3-Arlington,Not Permanent,3,37.8494623655914
2019,Navarro,3-Arlington,Permanent,3,4.43010752688172
2019,Newton,5-Beaumont,Not Permanent,1,69.3548387096774
2019,Newton,5-Beaumont,Permanent,4,7.61290322580645
2019,Nolan,2-Abilene,Not Permanent,5,52.8322580645161
2019,Nolan,2-Abilene,Permanent,4,8.56451612903226
2019,Nueces,11-Edinburg,Not Permanent,57,29.3938879456706
2019,Nueces,11-Edinburg,Permanent,49,14.1869651086241
2019,Ochiltree,1-Lubbock,Permanent,1,12.8064516129032
2019,Oldham,1-Lubbock,Not Permanent,4,0.387096774193548
2019,Oldham,1-Lubbock,Permanent,1,5.12903225806452
2019,Orange,5-Beaumont,Not Permanent,15,19.4215053763441
2019,Orange,5-Beaumont,Permanent,27,11.8303464755078
2019,Palo Pinto,3-Arlington,Not Permanent,10,32.2258064516129
2019,Palo Pinto,3-Arlington,Permanent,4,12.8870967741935
2019,Panola,4-Tyler,Not Permanent,5,41.4516129032258
2019,Panola,4-Tyler,Permanent,4,25.6774193548387
2019,Parker,3-Arlington,Not Permanent,28,17.9873271889401
2019,Parker,3-Arlington,Permanent,4,7.44354838709677
2019,Parmer,1-Lubbock,Permanent,5,17.1612903225806
2019,Pecos,9-Midland,Permanent,5,4.98064516129032
2019,Polk,5-Beaumont,Not Permanent,3,17.5806451612903
2019,Polk,5-Beaumont,Permanent,9,10.5698924731183
2019,Potter,1-Lubbock,Not Permanent,47,25.4070006863418
2019,Potter,1-Lubbock,Permanent,69,6.43291257597008
2019,Rains,4-Tyler,Not Permanent,1,23.6451612903226
2019,Rains,4-Tyler,Permanent,3,9.94623655913978
2019,Randall,1-Lubbock,Not Permanent,37,22.2946817785527
2019,Randall,1-Lubbock,Permanent,34,8.91650853889943
2019,Reagan,9-Midland,Permanent,2,0.774193548387097
2019,Real,8-San Antonio,Permanent,2,1.41935483870968
2019,Red River,4-Tyler,Not Permanent,2,83.8387096774194
2019,Refugio,11-Edinburg,Permanent,1,4.29032258064516
2019,Robertson,7-Austin,Not Permanent,1,1.2258064516129
2019,Robertson,7-Austin,Permanent,5,6.79354838709677
2019,Rockwall,3-Arlington,Not Permanent,4,7.38709677419355
2019,Runnels,2-Abilene,Permanent,1,22.4516129032258
2019,Rusk,4-Tyler,Not Permanent,8,19.8024193548387
2019,Rusk,4-Tyler,Permanent,12,9.93279569892473
2019,Sabine,5-Beaumont,Not Permanent,1,16.2258064516129
2019,San Jacinto,5-Beaumont,Not Permanent,1,17.0967741935484
2019,San Jacinto,5-Beaumont,Permanent,4,2.79838709677419
2019,San Patricio,11-Edinburg,Not Permanent,10,23.6225806451613
2019,San Patricio,11-Edinburg,Permanent,10,15.1903225806452
2019,San Saba,7-Austin,Not Permanent,2,1.25806451612903
2019,San Saba,7-Austin,Permanent,1,1.25806451612903
2019,Scurry,2-Abilene,Not Permanent,5,18.6064516129032
2019,Scurry,2-Abilene,Permanent,1,5.19354838709677
2019,Shackelford,2-Abilene,Not Permanent,2,8
2019,Shackelford,2-Abilene,Permanent,2,4.64516129032258
2019,Shelby,5-Beaumont,Not Permanent,1,14.3548387096774
2019,Shelby,5-Beaumont,Permanent,3,16.6451612903226
2019,Sherman,1-Lubbock,Permanent,1,15.6451612903226
2019,Smith,4-Tyler,Not Permanent,16,27.2358870967742
2019,Smith,4-Tyler,Permanent,24,12.9166666666667
2019,Somervell,3-Arlington,Not Permanent,1,32.0967741935484
2019,Somervell,3-Arlington,Permanent,1,28.8387096774194
2019,Starr,11-Edinburg,Not Permanent,1,43.2903225806452
2019,Starr,11-Edinburg,Permanent,1,8.45161290322581
2019,Stephens,2-Abilene,Not Permanent,1,64.2258064516129
2019,Swisher,1-Lubbock,Not Permanent,1,13.9032258064516
2019,Swisher,1-Lubbock,Permanent,2,7.48387096774194
2019,Tarrant,3-Arlington,Not Permanent,174,23.3502039302929
2019,Tarrant,3-Arlington,Permanent,60,11.194623655914
2019,Taylor,2-Abilene,Not Permanent,47,17.541523678792
2019,Taylor,2-Abilene,Permanent,24,9.30376344086022
2019,Terry,1-Lubbock,Not Permanent,3,26.8709677419355
2019,Throckmorton,2-Abilene,Not Permanent,1,0.806451612903226
2019,Titus,4-Tyler,Not Permanent,7,60.5391705069124
2019,Titus,4-Tyler,Permanent,10,7.63225806451613
2019,Tom Green,9-Midland,Not Permanent,32,19.7217741935484
2019,Tom Green,9-Midland,Permanent,33,7.73509286412512
2019,Travis,7-Austin,Not Permanent,65,16.8491315136476
2019,Travis,7-Austin,Permanent,162,11.1883711668658
2019,Trinity,5-Beaumont,Not Permanent,3,11.3548387096774
2019,Trinity,5-Beaumont,Permanent,6,18.8387096774194
2019,Tyler,5-Beaumont,Not Permanent,3,12.2150537634409
2019,Tyler,5-Beaumont,Permanent,3,5.98924731182796
2019,Upshur,4-Tyler,Not Permanent,12,12.2365591397849
2019,Upshur,4-Tyler,Permanent,7,8.41013824884793
2019,Uvalde,8-San Antonio,Not Permanent,12,29.8145161290323
2019,Uvalde,8-San Antonio,Permanent,10,11.5741935483871
2019,Val Verde,8-San Antonio,Not Permanent,4,11.4677419354839
2019,Val Verde,8-San Antonio,Permanent,6,2.05376344086022
2019,Van Zandt,4-Tyler,Not Permanent,15,32.447311827957
2019,Van Zandt,4-Tyler,Permanent,24,6.46505376344086
2019,Victoria,8-San Antonio,Not Permanent,23,29.3239831697055
2019,Victoria,8-San Antonio,Permanent,33,17.4877810361681
2019,Walker,6-Houston,Not Permanent,3,8.01075268817204
2019,Walker,6-Houston,Permanent,2,36.1290322580645
2019,Waller,6-Houston,Not Permanent,3,43.3225806451613
2019,Waller,6-Houston,Permanent,11,8.81231671554252
2019,Ward,9-Midland,Not Permanent,1,51.0967741935484
2019,Ward,9-Midland,Permanent,4,12.3870967741935
2019,Washington,7-Austin,Not Permanent,3,35.247311827957
2019,Washington,7-Austin,Permanent,6,7.00537634408602
2019,Webb,11-Edinburg,Not Permanent,62,53.3126951092612
2019,Webb,11-Edinburg,Permanent,21,19.4992319508449
2019,Wharton,6-Houston,Not Permanent,3,3.10752688172043
2019,Wharton,6-Houston,Permanent,2,2.80645161290323
2019,Wichita,2-Abilene,Not Permanent,37,18.3705318221447
2019,Wichita,2-Abilene,Permanent,39,5.79900744416873
2019,Wilbarger,2-Abilene,Not Permanent,2,8.12903225806452
2019,Wilbarger,2-Abilene,Permanent,3,6.34408602150538
2019,Willacy,11-Edinburg,Not Permanent,4,2.7741935483871
2019,Willacy,11-Edinburg,Permanent,2,0.935483870967742
2019,Williamson,7-Austin,Not Permanent,12,30.3279569892473
2019,Williamson,7-Austin,Permanent,49,10.3798551678736
2019,Wilson,8-San Antonio,Not Permanent,4,4.91935483870968
2019,Wilson,8-San Antonio,Permanent,9,7.32258064516129
2019,Wise,3-Arlington,Not Permanent,11,10.2052785923754
2019,Wise,3-Arlington,Permanent,8,19.1774193548387
2019,Wood,4-Tyler,Not Permanent,4,66.5806451612903
2019,Wood,4-Tyler,Permanent,7,8.06451612903226
2019,Yoakum,1-Lubbock,Not Permanent,1,58.4838709677419
2019,Young,2-Abilene,Not Permanent,1,9.35483870967742
2019,Young,2-Abilene,Permanent,5,4.8
2019,Zapata,11-Edinburg,Not Permanent,6,47.8602150537634
2019,Zapata,11-Edinburg,Permanent,1,45.8064516129032
2019,Zavala,8-San Antonio,Permanent,3,8.40860215053763
2018,Anderson,4-Tyler,Not Permanent,13,12.9677419354839
2018,Anderson,4-Tyler,Permanent,11,7.37536656891496
2018,Andrews,9-Midland,Not Permanent,7,42.8847926267281
2018,Andrews,9-Midland,Permanent,1,2.32258064516129
2018,Angelina,5-Beaumont,Not Permanent,11,23.7126099706745
2018,Angelina,5-Beaumont,Permanent,15,7.29032258064516
2018,Aransas,11-Edinburg,Not Permanent,30,8.21397849462366
2018,Aransas,11-Edinburg,Permanent,7,11.7926267281106
2018,Atascosa,8-San Antonio,Not Permanent,18,27.3942652329749
2018,Atascosa,8-San Antonio,Permanent,18,4.77777777777778
2018,Austin,6-Houston,Not Permanent,2,40.4838709677419
2018,Bailey,1-Lubbock,Not Permanent,2,40
2018,Bailey,1-Lubbock,Permanent,1,26.5483870967742
2018,Bandera,8-San Antonio,Not Permanent,7,7.90783410138249
2018,Bastrop,7-Austin,Not Permanent,14,22.8456221198157
2018,Bastrop,7-Austin,Permanent,16,13.375
2018,Baylor,2-Abilene,Not Permanent,3,13.2258064516129
2018,Baylor,2-Abilene,Permanent,1,13.2258064516129
2018,Bee,11-Edinburg,Not Permanent,12,30.997311827957
2018,Bee,11-Edinburg,Permanent,4,6.91129032258065
2018,Bell,7-Austin,Not Permanent,37,26.0863121185702
2018,Bell,7-Austin,Permanent,136,7.9814990512334
2018,Bexar,8-San Antonio,Not Permanent,419,20.1683732388945
2018,Bexar,8-San Antonio,Permanent,672,8.12874423963134
2018,Blanco,7-Austin,Not Permanent,1,37.9677419354839
2018,Blanco,7-Austin,Permanent,3,4.83870967741935
2018,Bosque,7-Austin,Not Permanent,8,30.375
2018,Bosque,7-Austin,Permanent,14,3.56912442396313
2018,Bowie,4-Tyler,Not Permanent,7,24.1658986175115
2018,Bowie,4-Tyler,Permanent,18,9.47132616487455
2018,Brazoria,6-Houston,Not Permanent,21,20.9953917050691
2018,Brazoria,6-Houston,Permanent,19,15.8658743633277
2018,Brazos,7-Austin,Not Permanent,19,18.471986417657
2018,Brazos,7-Austin,Permanent,11,4.95014662756598
2018,Brewster,10-El Paso,Permanent,1,7.64516129032258
2018,Brooks,11-Edinburg,Permanent,4,4.54032258064516
2018,Brown,2-Abilene,Not Permanent,14,26.3041474654378
2018,Brown,2-Abilene,Permanent,25,8.50064516129032
2018,Burleson,7-Austin,Not Permanent,1,85.6451612903226
2018,Burleson,7-Austin,Permanent,2,12.7258064516129
2018,Burnet,7-Austin,Not Permanent,3,3.16129032258065
2018,Burnet,7-Austin,Permanent,11,4.67155425219941
2018,Caldwell,7-Austin,Not Permanent,7,5.58064516129032
2018,Caldwell,7-Austin,Permanent,14,6.42396313364055
2018,Calhoun,8-San Antonio,Permanent,8,12.4354838709677
2018,Callahan,2-Abilene,Not Permanent,1,67
2018,Cameron,11-Edinburg,Not Permanent,37,25.1421098517873
2018,Cameron,11-Edinburg,Permanent,10,5.41935483870968
2018,Camp,4-Tyler,Permanent,1,11.0967741935484
2018,Carson,1-Lubbock,Not Permanent,1,7.87096774193548
2018,Carson,1-Lubbock,Permanent,2,4.66129032258065
2018,Cass,4-Tyler,Not Permanent,3,8.54838709677419
2018,Cass,4-Tyler,Permanent,1,1.58064516129032
2018,Castro,1-Lubbock,Permanent,1,7.41935483870968
2018,Chambers,6-Houston,Not Permanent,1,40.2903225806452
2018,Chambers,6-Houston,Permanent,5,2.07741935483871
2018,Cherokee,4-Tyler,Not Permanent,15,29.7182795698925
2018,Cherokee,4-Tyler,Permanent,26,8.13647642679901
2018,Childress,1-Lubbock,Not Permanent,1,90.8709677419355
2018,Clay,2-Abilene,Permanent,3,6.96774193548387
2018,Cochran,1-Lubbock,Permanent,3,7.41935483870968
2018,Coke,9-Midland,Permanent,3,2.58064516129032
2018,Coleman,2-Abilene,Not Permanent,3,27.8494623655914
2018,Coleman,2-Abilene,Permanent,9,31.7491039426523
2018,Collin,3-Arlington,Not Permanent,37,24.306887532694
2018,Collin,3-Arlington,Permanent,13,16.893300248139
2018,Colorado,6-Houston,Permanent,1,10.4838709677419
2018,Comal,8-San Antonio,Not Permanent,17,24.2827324478178
2018,Comal,8-San Antonio,Permanent,41,12.9748229740362
2018,Comanche,2-Abilene,Not Permanent,3,4.82795698924731
2018,Comanche,2-Abilene,Permanent,2,4.17741935483871
2018,Concho,9-Midland,Permanent,1,33.3870967741935
2018,Cooke,3-Arlington,Not Permanent,11,7.99120234604106
2018,Cooke,3-Arlington,Permanent,27,8.88291517323775
2018,Coryell,7-Austin,Not Permanent,5,19.141935483871
2018,Coryell,7-Austin,Permanent,26,5.37344913151365
2018,Crane,9-Midland,Permanent,3,1.2258064516129
2018,Crosby,1-Lubbock,Not Permanent,4,0.903225806451613
2018,Crosby,1-Lubbock,Permanent,2,23.3709677419355
2018,Dallam,1-Lubbock,Not Permanent,5,35.9935483870968
2018,Dallam,1-Lubbock,Permanent,5,6.8
2018,Dallas,3-Arlington,Not Permanent,260,29.006699751861
2018,Dallas,3-Arlington,Permanent,173,15.5267574118963
2018,Dawson,9-Midland,Not Permanent,10,19.2806451612903
2018,Dawson,9-Midland,Permanent,3,8.37634408602151
2018,Deaf Smith,1-Lubbock,Not Permanent,10,36.0225806451613
2018,Deaf Smith,1-Lubbock,Permanent,3,5.91397849462366
2018,Delta,4-Tyler,Not Permanent,2,47.3870967741935
2018,Denton,3-Arlington,Not Permanent,45,18.8229390681004
2018,Denton,3-Arlington,Permanent,38,11.4796264855688
2018,DeWitt,8-San Antonio,Not Permanent,6,38.6236559139785
2018,DeWitt,8-San Antonio,Permanent,3,13.4301075268817
2018,Dickens,1-Lubbock,Permanent,1,0.903225806451613
2018,Dimmit,8-San Antonio,Not Permanent,6,50.4086021505376
2018,Dimmit,8-San Antonio,Permanent,2,44.9838709677419
2018,Donley,1-Lubbock,Not Permanent,3,5.70967741935484
2018,Donley,1-Lubbock,Permanent,1,1.93548387096774
2018,Duval,11-Edinburg,Not Permanent,3,71.0967741935484
2018,Eastland,2-Abilene,Not Permanent,3,49.8924731182796
2018,Eastland,2-Abilene,Permanent,5,15.7612903225806
2018,Ector,9-Midland,Not Permanent,25,29.0851612903226
2018,Ector,9-Midland,Permanent,23,8.02664796633941
2018,Ellis,3-Arlington,Not Permanent,11,6.23460410557185
2018,Ellis,3-Arlington,Permanent,1,37.3548387096774
2018,El Paso,10-El Paso,Not Permanent,33,40.8875855327468
2018,El Paso,10-El Paso,Permanent,55,7.06099706744868
2018,Erath,3-Arlington,Not Permanent,6,24.7204301075269
2018,Erath,3-Arlington,Permanent,1,60.8064516129032
2018,Falls,7-Austin,Not Permanent,2,8.61290322580645
2018,Falls,7-Austin,Permanent,5,3.43870967741935
2018,Fannin,3-Arlington,Not Permanent,10,14.2709677419355
2018,Fannin,3-Arlington,Permanent,2,21.7096774193548
2018,Fayette,7-Austin,Not Permanent,3,2.3010752688172
2018,Floyd,1-Lubbock,Not Permanent,1,147.193548387097
2018,Fort Bend,6-Houston,Not Permanent,20,22.2145161290323
2018,Fort Bend,6-Houston,Permanent,13,17.6501240694789
2018,Franklin,4-Tyler,Not Permanent,1,51.0322580645161
2018,Freestone,7-Austin,Not Permanent,3,10.6989247311828
2018,Freestone,7-Austin,Permanent,7,9.68663594470046
2018,Frio,8-San Antonio,Not Permanent,11,26.7272727272727
2018,Frio,8-San Antonio,Permanent,15,9.78709677419355
2018,Gaines,9-Midland,Not Permanent,2,61.6290322580645
2018,Gaines,9-Midland,Permanent,2,5.06451612903226
2018,Galveston,6-Houston,Not Permanent,19,18.4533106960951
2018,Galveston,6-Houston,Permanent,28,10.5864055299539
2018,Gillespie,8-San Antonio,Not Permanent,2,96.7096774193548
2018,Gillespie,8-San Antonio,Permanent,1,51.9677419354839
2018,Goliad,8-San Antonio,Not Permanent,1,5.93548387096774
2018,Goliad,8-San Antonio,Permanent,3,5.93548387096774
2018,Gonzales,8-San Antonio,Not Permanent,4,37.4516129032258
2018,Gonzales,8-San Antonio,Permanent,3,7.33333333333333
2018,Gray,1-Lubbock,Not Permanent,7,33.6728110599078
2018,Gray,1-Lubbock,Permanent,14,6.87096774193548
2018,Grayson,3-Arlington,Not Permanent,25,10.5961290322581
2018,Grayson,3-Arlington,Permanent,19,15.3140916808149
2018,Gregg,4-Tyler,Not Permanent,24,67.9112903225806
2018,Gregg,4-Tyler,Permanent,16,7.65725806451613
2018,Grimes,7-Austin,Not Permanent,2,12
2018,Grimes,7-Austin,Permanent,1,4.80645161290323
2018,Guadalupe,8-San Antonio,Not Permanent,14,10.2281105990783
2018,Guadalupe,8-San Antonio,Permanent,32,7.49697580645161
2018,Hale,1-Lubbock,Not Permanent,14,34.7995391705069
2018,Hale,1-Lubbock,Permanent,6,19.5860215053763
2018,Hall,1-Lubbock,Not Permanent,2,25.8225806451613
2018,Hamilton,7-Austin,Permanent,1,16.3870967741935
2018,Hardin,5-Beaumont,Permanent,8,21.4596774193548
2018,Harris,6-Houston,Not Permanent,714,25.0606758832565
2018,Harris,6-Houston,Permanent,513,10.3591775136767
2018,Harrison,4-Tyler,Not Permanent,9,20.9569892473118
2018,Harrison,4-Tyler,Permanent,12,5.69354838709677
2018,Haskell,2-Abilene,Not Permanent,1,9.70967741935484
2018,Haskell,2-Abilene,Permanent,1,4.25806451612903
2018,Hays,7-Austin,Not Permanent,15,9.48817204301075
2018,Hays,7-Austin,Permanent,17,4.90132827324478
2018,Hemphill,1-Lubbock,Permanent,1,2.96774193548387
2018,Henderson,4-Tyler,Not Permanent,20,28.9
2018,Henderson,4-Tyler,Permanent,37,5.99564080209241
2018,Hidalgo,11-Edinburg,Not Permanent,42,18.4032258064516
2018,Hidalgo,11-Edinburg,Permanent,13,11.8660049627792
2018,Hill,7-Austin,Not Permanent,2,51.3064516129032
2018,Hill,7-Austin,Permanent,16,14.9334677419355
2018,Hockley,1-Lubbock,Not Permanent,10,29.5322580645161
2018,Hockley,1-Lubbock,Permanent,12,7.3252688172043
2018,Hood,3-Arlington,Not Permanent,16,23.4778225806452
2018,Hood,3-Arlington,Permanent,3,13.7311827956989
2018,Hopkins,4-Tyler,Not Permanent,10,7.83548387096774
2018,Hopkins,4-Tyler,Permanent,8,9.74596774193548
2018,Houston,5-Beaumont,Not Permanent,8,44.9637096774194
2018,Houston,5-Beaumont,Permanent,8,6.31451612903226
2018,Howard,9-Midland,Not Permanent,9,18.505376344086
2018,Howard,9-Midland,Permanent,12,14.5349462365591
2018,Hunt,3-Arlington,Not Permanent,13,6.41439205955335
2018,Hunt,3-Arlington,Permanent,13,16.1290322580645
2018,Hutchinson,1-Lubbock,Not Permanent,7,34.1658986175115
2018,Hutchinson,1-Lubbock,Permanent,1,10.8387096774194
2018,Irion,9-Midland,Not Permanent,1,11.6129032258065
2018,Jack,2-Abilene,Permanent,1,6.96774193548387
2018,Jackson,8-San Antonio,Not Permanent,1,34.9677419354839
2018,Jackson,8-San Antonio,Permanent,12,12.3172043010753
2018,Jasper,5-Beaumont,Not Permanent,6,5.69354838709677
2018,Jasper,5-Beaumont,Permanent,26,7.9044665012407
2018,Jefferson,5-Beaumont,Not Permanent,18,22.5071684587814
2018,Jefferson,5-Beaumont,Permanent,57,10.6785512167516
2018,Jim Hogg,11-Edinburg,Not Permanent,1,44.6451612903226
2018,Jim Wells,11-Edinburg,Not Permanent,18,38.9856630824373
2018,Jim Wells,11-Edinburg,Permanent,4,9.79032258064516
2018,Johnson,3-Arlington,Not Permanent,57,15.8568194680249
2018,Johnson,3-Arlington,Permanent,24,13.2513440860215
2018,Jones,2-Abilene,Not Permanent,5,18.7806451612903
2018,Jones,2-Abilene,Permanent,4,8.75806451612903
2018,Karnes,8-San Antonio,Not Permanent,13,20.1637717121588
2018,Karnes,8-San Antonio,Permanent,7,13.3456221198157
2018,Kaufman,3-Arlington,Not Permanent,12,17.6236559139785
2018,Kaufman,3-Arlington,Permanent,2,31.8709677419355
2018,Kerr,8-San Antonio,Not Permanent,5,27.8258064516129
2018,Kerr,8-San Antonio,Permanent,4,8.15322580645161
2018,Kimble,9-Midland,Not Permanent,1,1.61290322580645
2018,Kimble,9-Midland,Permanent,4,5.7741935483871
2018,Kleberg,11-Edinburg,Not Permanent,10,26.5838709677419
2018,Kleberg,11-Edinburg,Permanent,1,9
2018,Lamar,4-Tyler,Not Permanent,10,18.2741935483871
2018,Lamar,4-Tyler,Permanent,13,18.2977667493797
2018,Lamb,1-Lubbock,Not Permanent,4,11.8467741935484
2018,Lampasas,7-Austin,Not Permanent,8,1.75403225806452
2018,Lampasas,7-Austin,Permanent,7,6.01382488479263
2018,La Salle,8-San Antonio,Not Permanent,4,52.2741935483871
2018,La Salle,8-San Antonio,Permanent,1,8.87096774193548
2018,Lavaca,8-San Antonio,Permanent,2,1.66129032258065
2018,Lee,7-Austin,Not Permanent,1,12.9677419354839
2018,Lee,7-Austin,Permanent,3,1.2258064516129
2018,Leon,7-Austin,Not Permanent,4,20.9354838709677
2018,Leon,7-Austin,Permanent,1,2.7741935483871
2018,Liberty,6-Houston,Not Permanent,7,19.5345622119816
2018,Liberty,6-Houston,Permanent,13,11.0595533498759
2018,Limestone,7-Austin,Not Permanent,1,14.741935483871
2018,Limestone,7-Austin,Permanent,5,3.96129032258065
2018,Live Oak,11-Edinburg,Not Permanent,3,1.60215053763441
2018,Live Oak,11-Edinburg,Permanent,4,5.84677419354839
2018,Llano,7-Austin,Not Permanent,4,7.71774193548387
2018,Llano,7-Austin,Permanent,7,7.78801843317972
2018,Lubbock,1-Lubbock,Not Permanent,74,24.3910200523104
2018,Lubbock,1-Lubbock,Permanent,143,7.02819760884277
2018,Lynn,1-Lubbock,Not Permanent,2,20.8225806451613
2018,Lynn,1-Lubbock,Permanent,2,6.43548387096774
2018,Madison,7-Austin,Permanent,2,2.7741935483871
2018,Marion,4-Tyler,Permanent,2,5.29032258064516
2018,Mason,9-Midland,Permanent,1,8.58064516129032
2018,Matagorda,6-Houston,Not Permanent,8,17.125
2018,Maverick,8-San Antonio,Permanent,1,12.6774193548387
2018,McCulloch,9-Midland,Not Permanent,1,9.74193548387097
2018,McCulloch,9-Midland,Permanent,3,6.04301075268817
2018,McLennan,7-Austin,Not Permanent,35,35.5760368663594
2018,McLennan,7-Austin,Permanent,152,8.67105263157895
2018,Medina,8-San Antonio,Not Permanent,12,19.9623655913978
2018,Medina,8-San Antonio,Permanent,15,8.3247311827957
2018,Midland,9-Midland,Not Permanent,7,25.926267281106
2018,Midland,9-Midland,Permanent,11,4.73900293255132
2018,Milam,7-Austin,Not Permanent,4,13.4435483870968
2018,Milam,7-Austin,Permanent,18,6.49820788530466
2018,Mills,7-Austin,Not Permanent,1,0.096774193548387
2018,Montague,2-Abilene,Not Permanent,8,36.616935483871
2018,Montague,2-Abilene,Permanent,8,5.375
2018,Montgomery,6-Houston,Not Permanent,23,27.8948106591865
2018,Montgomery,6-Houston,Permanent,66,8.77565982404692
2018,Moore,1-Lubbock,Not Permanent,4,77.9193548387097
2018,Moore,1-Lubbock,Permanent,4,4.9758064516129
2018,Morris,4-Tyler,Permanent,1,3.2258064516129
2018,Nacogdoches,5-Beaumont,Not Permanent,14,35.3041474654378
2018,Nacogdoches,5-Beaumont,Permanent,5,19.4645161290323
2018,Navarro,3-Arlington,Not Permanent,11,12.9354838709677
2018,Navarro,3-Arlington,Permanent,12,7.41397849462366
2018,Newton,5-Beaumont,Not Permanent,1,57.3548387096774
2018,Newton,5-Beaumont,Permanent,2,3.14516129032258
2018,Nolan,2-Abilene,Not Permanent,6,46.7956989247312
2018,Nolan,2-Abilene,Permanent,6,3.70430107526882
2018,Nueces,11-Edinburg,Not Permanent,77,24.2593213238375
2018,Nueces,11-Edinburg,Permanent,18,12.0716845878136
2018,Ochiltree,1-Lubbock,Not Permanent,2,7.88709677419355
2018,Ochiltree,1-Lubbock,Permanent,5,10.4838709677419
2018,Orange,5-Beaumont,Not Permanent,13,17.970223325062
2018,Orange,5-Beaumont,Permanent,30,7.25376344086022
2018,Palo Pinto,3-Arlington,Not Permanent,19,30.9524617996604
2018,Palo Pinto,3-Arlington,Permanent,7,8.56221198156682
2018,Panola,4-Tyler,Not Permanent,8,20.0483870967742
2018,Panola,4-Tyler,Permanent,7,10.7465437788018
2018,Parker,3-Arlington,Not Permanent,24,21.0604838709677
2018,Parker,3-Arlington,Permanent,8,10.3306451612903
2018,Parmer,1-Lubbock,Permanent,3,13.6451612903226
2018,Pecos,9-Midland,Not Permanent,1,22.3870967741935
2018,Polk,5-Beaumont,Not Permanent,7,5.31797235023041
2018,Polk,5-Beaumont,Permanent,4,6.34677419354839
2018,Potter,1-Lubbock,Not Permanent,61,18.2242199894236
2018,Potter,1-Lubbock,Permanent,54,7.60991636798088
2018,Rains,4-Tyler,Not Permanent,3,16.6236559139785
2018,Rains,4-Tyler,Permanent,4,10.8306451612903
2018,Randall,1-Lubbock,Not Permanent,34,21.7789373814042
2018,Randall,1-Lubbock,Permanent,20,8.46935483870968
2018,Reagan,9-Midland,Not Permanent,1,27.4838709677419
2018,Real,8-San Antonio,Permanent,2,10.1612903225806
2018,Red River,4-Tyler,Not Permanent,2,71.8387096774194
2018,Red River,4-Tyler,Permanent,4,4.70967741935484
2018,Reeves,9-Midland,Permanent,2,2.09677419354839
2018,Refugio,11-Edinburg,Permanent,1,4.48387096774194
2018,Robertson,7-Austin,Not Permanent,5,1.64516129032258
2018,Rockwall,3-Arlington,Not Permanent,1,3.41935483870968
2018,Rockwall,3-Arlington,Permanent,1,1.41935483870968
