Year,County,Region,Placement Intention,Count,Average Months since Termination of Parental Rights
2016,DeWitt,8-San Antonio,Permanent,6,21.5806451612903
2016,Dickens,1-Lubbock,Not Permanent,1,95.6451612903226
2016,Dickens,1-Lubbock,Permanent,3,4.36559139784946
2016,Dimmit,8-San Antonio,Not Permanent,7,49.7511520737327
2016,Dimmit,8-San Antonio,Permanent,2,77.9677419354839
2016,Donley,1-Lubbock,Not Permanent,4,54.7741935483871
2016,Duval,11-Edinburg,Not Permanent,7,41.4101382488479
2016,Eastland,2-Abilene,Not Permanent,2,113.935483870968
2016,Eastland,2-Abilene,Permanent,2,58.8870967741935
2016,Ector,9-Midland,Not Permanent,43,22.5461365341335
2016,Ector,9-Midland,Permanent,29,13.8542825361513
2016,Edwards,8-San Antonio,Not Permanent,4,52.6451612903226
2016,Ellis,3-Arlington,Not Permanent,20,10.0387096774194
2016,Ellis,3-Arlington,Permanent,4,7.06451612903226
2016,El Paso,10-El Paso,Not Permanent,64,36.1965725806452
2016,El Paso,10-El Paso,Permanent,52,9.29962779156327
2016,Erath,3-Arlington,Not Permanent,7,17.4285714285714
2016,Falls,7-Austin,Not Permanent,1,124.58064516129
2016,Falls,7-Austin,Permanent,6,10.0268817204301
2016,Fayette,7-Austin,Not Permanent,7,2.44239631336406
2016,Fayette,7-Austin,Permanent,7,9.11520737327189
2016,Floyd,1-Lubbock,Not Permanent,2,62.5
2016,Floyd,1-Lubbock,Permanent,3,0.451612903225806
2016,Fort Bend,6-Houston,Not Permanent,8,39.0403225806452
2016,Fort Bend,6-Houston,Permanent,5,31.1548387096774
2016,Franklin,4-Tyler,Not Permanent,1,27.0322580645161
2016,Franklin,4-Tyler,Permanent,2,9.37096774193548
2016,Freestone,7-Austin,Not Permanent,6,9.46774193548387
2016,Freestone,7-Austin,Permanent,1,13.4838709677419
2016,Frio,8-San Antonio,Not Permanent,12,19.6317204301075
2016,Frio,8-San Antonio,Permanent,4,10.0967741935484
2016,Gaines,9-Midland,Not Permanent,4,30.3709677419355
2016,Gaines,9-Midland,Permanent,1,22.4516129032258
2016,Galveston,6-Houston,Not Permanent,23,17.914446002805
2016,Galveston,6-Houston,Permanent,48,7.99798387096774
2016,Garza,1-Lubbock,Not Permanent,1,9.35483870967742
2016,Garza,1-Lubbock,Permanent,3,9.35483870967742
2016,Gillespie,8-San Antonio,Not Permanent,7,45.9354838709677
2016,Gillespie,8-San Antonio,Permanent,4,2.69354838709677
2016,Gonzales,8-San Antonio,Not Permanent,4,43.2177419354839
2016,Gonzales,8-San Antonio,Permanent,7,7.58064516129032
2016,Gray,1-Lubbock,Not Permanent,7,22.8663594470046
2016,Gray,1-Lubbock,Permanent,2,19.8548387096774
2016,Grayson,3-Arlington,Not Permanent,14,30.1405529953917
2016,Grayson,3-Arlington,Permanent,9,7.48387096774194
2016,Gregg,4-Tyler,Not Permanent,37,47.5945945945946
2016,Gregg,4-Tyler,Permanent,17,16.3111954459203
2016,Grimes,7-Austin,Permanent,7,7.55299539170507
2016,Guadalupe,8-San Antonio,Not Permanent,30,7.48494623655914
2016,Guadalupe,8-San Antonio,Permanent,11,13.8973607038123
2016,Hale,1-Lubbock,Not Permanent,16,23.5
2016,Hale,1-Lubbock,Permanent,5,9.46451612903226
2016,Hall,1-Lubbock,Not Permanent,1,3.70967741935484
2016,Hamilton,7-Austin,Not Permanent,1,74.7096774193548
2016,Hamilton,7-Austin,Permanent,2,7.11290322580645
2016,Hansford,1-Lubbock,Not Permanent,1,6.25806451612903
2016,Hansford,1-Lubbock,Permanent,5,6.25806451612903
2016,Hardeman,2-Abilene,Permanent,2,7.32258064516129
2016,Hardin,5-Beaumont,Not Permanent,6,14.1075268817204
2016,Hardin,5-Beaumont,Permanent,4,20.1209677419355
2016,Harris,6-Houston,Not Permanent,612,33.1360425890786
2016,Harris,6-Houston,Permanent,394,12.1843785819551
2016,Harrison,4-Tyler,Not Permanent,2,28.0483870967742
2016,Harrison,4-Tyler,Permanent,9,5.50537634408602
2016,Hays,7-Austin,Not Permanent,20,6.78709677419355
2016,Hays,7-Austin,Permanent,22,8.56891495601173
2016,Hemphill,1-Lubbock,Not Permanent,4,7.54032258064516
2016,Henderson,4-Tyler,Not Permanent,11,27.4692082111437
2016,Henderson,4-Tyler,Permanent,18,6.10752688172043
2016,Hidalgo,11-Edinburg,Not Permanent,47,15.7879203843514
2016,Hidalgo,11-Edinburg,Permanent,13,12.24317617866
2016,Hill,7-Austin,Not Permanent,7,15.9308755760369
2016,Hill,7-Austin,Permanent,20,10.2
2016,Hockley,1-Lubbock,Not Permanent,9,31.7204301075269
2016,Hockley,1-Lubbock,Permanent,1,10.8064516129032
2016,Hood,3-Arlington,Not Permanent,25,20.3548387096774
2016,Hopkins,4-Tyler,Not Permanent,5,9.83225806451613
2016,Hopkins,4-Tyler,Permanent,20,4.1741935483871
2016,Houston,5-Beaumont,Not Permanent,8,27.8790322580645
2016,Houston,5-Beaumont,Permanent,5,5.21290322580645
2016,Howard,9-Midland,Not Permanent,9,33.1290322580645
2016,Howard,9-Midland,Permanent,12,8.02150537634409
2016,Hunt,3-Arlington,Not Permanent,13,8.63771712158809
2016,Hunt,3-Arlington,Permanent,7,10.852534562212
2016,Hutchinson,1-Lubbock,Not Permanent,8,18.3145161290323
2016,Hutchinson,1-Lubbock,Permanent,6,9.95161290322581
2016,Jackson,8-San Antonio,Not Permanent,1,10.9677419354839
2016,Jasper,5-Beaumont,Permanent,9,8.36559139784946
2016,Jefferson,5-Beaumont,Not Permanent,24,13.622311827957
2016,Jefferson,5-Beaumont,Permanent,40,9.19193548387097
2016,Jim Hogg,11-Edinburg,Not Permanent,1,20.6451612903226
2016,Jim Wells,11-Edinburg,Not Permanent,13,31.1315136476427
2016,Jim Wells,11-Edinburg,Permanent,5,16
2016,Johnson,3-Arlington,Not Permanent,58,12.884872080089
2016,Johnson,3-Arlington,Permanent,25,11.4877419354839
2016,Jones,2-Abilene,Not Permanent,2,17.0806451612903
2016,Jones,2-Abilene,Permanent,1,0.612903225806452
2016,Karnes,8-San Antonio,Not Permanent,5,39.6838709677419
2016,Karnes,8-San Antonio,Permanent,12,7.91935483870968
2016,Kaufman,3-Arlington,Not Permanent,5,38.0387096774194
2016,Kaufman,3-Arlington,Permanent,1,26.3870967741935
2016,Kendall,8-San Antonio,Not Permanent,2,12.3225806451613
2016,Kendall,8-San Antonio,Permanent,2,4.12903225806452
2016,Kerr,8-San Antonio,Not Permanent,11,18.049853372434
2016,Kerr,8-San Antonio,Permanent,13,20.9205955334988
2016,Kimble,9-Midland,Not Permanent,3,34.258064516129
2016,Kleberg,11-Edinburg,Not Permanent,6,34.2043010752688
2016,Kleberg,11-Edinburg,Permanent,2,27.258064516129
2016,Knox,2-Abilene,Not Permanent,1,61.3548387096774
2016,Lamar,4-Tyler,Not Permanent,8,10.9516129032258
2016,Lamar,4-Tyler,Permanent,13,17.8213399503722
2016,Lamb,1-Lubbock,Not Permanent,1,7.19354838709677
2016,Lamb,1-Lubbock,Permanent,3,4.34408602150538
2016,Lampasas,7-Austin,Not Permanent,2,36.8709677419355
2016,Lampasas,7-Austin,Permanent,16,12.5987903225806
2016,La Salle,8-San Antonio,Not Permanent,1,94
2016,La Salle,8-San Antonio,Permanent,1,55.1290322580645
2016,Lavaca,8-San Antonio,Not Permanent,1,35.7096774193548
2016,Lavaca,8-San Antonio,Permanent,5,33.7161290322581
2016,Lee,7-Austin,Not Permanent,2,29.3064516129032
2016,Leon,7-Austin,Not Permanent,3,29.2150537634409
2016,Liberty,6-Houston,Not Permanent,17,13.9544592030361
2016,Liberty,6-Houston,Permanent,4,5.09677419354839
2016,Limestone,7-Austin,Not Permanent,1,24.5483870967742
2016,Limestone,7-Austin,Permanent,6,15.0215053763441
2016,Live Oak,11-Edinburg,Permanent,8,7.80241935483871
2016,Llano,7-Austin,Not Permanent,3,2.74193548387097
2016,Llano,7-Austin,Permanent,7,7.98617511520737
2016,Lubbock,1-Lubbock,Not Permanent,69,21.1827956989247
2016,Lubbock,1-Lubbock,Permanent,94,8.3496911461908
2016,Lynn,1-Lubbock,Permanent,2,7.29032258064516
2016,Marion,4-Tyler,Not Permanent,2,3.64516129032258
2016,Marion,4-Tyler,Permanent,1,7.09677419354839
2016,Mason,9-Midland,Not Permanent,2,2.51612903225806
2016,Matagorda,6-Houston,Not Permanent,1,1.41935483870968
2016,Matagorda,6-Houston,Permanent,2,19.0806451612903
2016,McCulloch,9-Midland,Permanent,5,13.0903225806452
2016,McLennan,7-Austin,Not Permanent,43,31.8327081770443
2016,McLennan,7-Austin,Permanent,135,9.76487455197133
2016,Medina,8-San Antonio,Not Permanent,20,23.9177419354839
2016,Medina,8-San Antonio,Permanent,16,15.866935483871
2016,Menard,9-Midland,Not Permanent,1,83.258064516129
2016,Midland,9-Midland,Not Permanent,11,42.791788856305
2016,Midland,9-Midland,Permanent,2,4.40322580645161
2016,Milam,7-Austin,Not Permanent,9,10.6666666666667
2016,Milam,7-Austin,Permanent,21,4.39784946236559
2016,Mitchell,2-Abilene,Permanent,1,19.8064516129032
2016,Montague,2-Abilene,Not Permanent,6,29
2016,Montague,2-Abilene,Permanent,9,5.40143369175627
2016,Montgomery,6-Houston,Not Permanent,35,29.6036866359447
2016,Montgomery,6-Houston,Permanent,47,12.0912834591627
2016,Moore,1-Lubbock,Not Permanent,3,77.9677419354839
2016,Nacogdoches,5-Beaumont,Not Permanent,19,31.509337860781
2016,Nacogdoches,5-Beaumont,Permanent,14,9.35483870967742
2016,Navarro,3-Arlington,Not Permanent,7,10.889400921659
2016,Navarro,3-Arlington,Permanent,2,10.5967741935484
2016,Newton,5-Beaumont,Not Permanent,1,33.3548387096774
2016,Newton,5-Beaumont,Permanent,6,39.5967741935484
2016,Nolan,2-Abilene,Not Permanent,7,55.705069124424
2016,Nueces,11-Edinburg,Not Permanent,78,18.647229114971
2016,Nueces,11-Edinburg,Permanent,15,17.2451612903226
2016,Ochiltree,1-Lubbock,Permanent,1,5.32258064516129
2016,Orange,5-Beaumont,Not Permanent,10,28.5935483870968
2016,Orange,5-Beaumont,Permanent,31,3.77523413111342
2016,Palo Pinto,3-Arlington,Not Permanent,21,18.2196620583717
2016,Palo Pinto,3-Arlington,Permanent,11,10.950146627566
2016,Panola,4-Tyler,Not Permanent,5,46.7806451612903
2016,Parker,3-Arlington,Not Permanent,12,24.2069892473118
2016,Parker,3-Arlington,Permanent,15,9.34408602150538
2016,Parmer,1-Lubbock,Not Permanent,1,80.7096774193548
2016,Pecos,9-Midland,Not Permanent,2,7.45161290322581
2016,Pecos,9-Midland,Permanent,2,15.3548387096774
2016,Polk,5-Beaumont,Not Permanent,3,23.8924731182796
2016,Polk,5-Beaumont,Permanent,2,23.241935483871
2016,Potter,1-Lubbock,Not Permanent,49,26.5510204081633
2016,Potter,1-Lubbock,Permanent,20,12.6516129032258
2016,Rains,4-Tyler,Not Permanent,1,37.741935483871
2016,Randall,1-Lubbock,Not Permanent,28,20.4112903225806
2016,Randall,1-Lubbock,Permanent,9,26.4623655913978
2016,Real,8-San Antonio,Not Permanent,9,22.8709677419355
2016,Real,8-San Antonio,Permanent,1,6.41935483870968
2016,Red River,4-Tyler,Not Permanent,2,47.8387096774194
2016,Red River,4-Tyler,Permanent,2,13
2016,Reeves,9-Midland,Permanent,10,7.09354838709677
2016,Rockwall,3-Arlington,Not Permanent,2,29.4193548387097
2016,Rockwall,3-Arlington,Permanent,1,23.2903225806452
2016,Runnels,2-Abilene,Not Permanent,1,7.64516129032258
2016,Runnels,2-Abilene,Permanent,5,7.36774193548387
2016,Rusk,4-Tyler,Not Permanent,8,12.5604838709677
2016,Rusk,4-Tyler,Permanent,9,6.16845878136201
2016,Sabine,5-Beaumont,Permanent,1,0.67741935483871
2016,San Jacinto,5-Beaumont,Not Permanent,1,1.35483870967742
2016,San Jacinto,5-Beaumont,Permanent,6,13.4569892473118
2016,San Patricio,11-Edinburg,Not Permanent,11,11.8504398826979
2016,San Patricio,11-Edinburg,Permanent,11,14.1319648093842
2016,San Saba,7-Austin,Permanent,7,9.7741935483871
2016,Scurry,2-Abilene,Not Permanent,2,39.9677419354839
2016,Shelby,5-Beaumont,Permanent,2,10.6451612903226
2016,Smith,4-Tyler,Not Permanent,17,14.9943074003795
2016,Smith,4-Tyler,Permanent,29,10.6462736373749
2016,Somervell,3-Arlington,Not Permanent,2,25.9354838709677
2016,Starr,11-Edinburg,Not Permanent,6,7.83870967741935
2016,Starr,11-Edinburg,Permanent,2,15.5483870967742
2016,Stephens,2-Abilene,Not Permanent,2,28.2258064516129
2016,Swisher,1-Lubbock,Not Permanent,1,69.9032258064516
2016,Tarrant,3-Arlington,Not Permanent,186,20.2958723551856
2016,Tarrant,3-Arlington,Permanent,73,9.09014582412726
2016,Taylor,2-Abilene,Not Permanent,22,23.816715542522
2016,Taylor,2-Abilene,Permanent,28,14.2661290322581
2016,Terry,1-Lubbock,Not Permanent,2,20.8709677419355
2016,Terry,1-Lubbock,Permanent,1,2.48387096774194
2016,Titus,4-Tyler,Not Permanent,7,46.778801843318
2016,Titus,4-Tyler,Permanent,5,4.65806451612903
2016,Tom Green,9-Midland,Not Permanent,29,37.1078976640712
2016,Tom Green,9-Midland,Permanent,49,13.3443054641211
2016,Travis,7-Austin,Not Permanent,59,21.4155276107162
2016,Travis,7-Austin,Permanent,138,9.60589060308555
2016,Trinity,5-Beaumont,Not Permanent,3,11.6451612903226
2016,Trinity,5-Beaumont,Permanent,11,3.3049853372434
2016,Tyler,5-Beaumont,Permanent,7,6.76036866359447
2016,Upshur,4-Tyler,Not Permanent,4,43.4274193548387
2016,Upshur,4-Tyler,Permanent,1,5.45161290322581
2016,Upton,9-Midland,Not Permanent,1,9.90322580645161
2016,Uvalde,8-San Antonio,Not Permanent,12,25.5752688172043
2016,Uvalde,8-San Antonio,Permanent,8,11.8870967741935
2016,Val Verde,8-San Antonio,Not Permanent,4,12.4838709677419
2016,Val Verde,8-San Antonio,Permanent,1,14.9677419354839
2016,Van Zandt,4-Tyler,Not Permanent,14,16.8087557603687
2016,Van Zandt,4-Tyler,Permanent,12,7.25268817204301
2016,Victoria,8-San Antonio,Not Permanent,23,38.9551192145863
2016,Victoria,8-San Antonio,Permanent,13,12.7866004962779
2016,Walker,6-Houston,Not Permanent,2,8.62903225806452
2016,Walker,6-Houston,Permanent,2,33.1129032258065
2016,Waller,6-Houston,Not Permanent,12,3.80645161290323
2016,Waller,6-Houston,Permanent,4,10.9032258064516
2016,Ward,9-Midland,Not Permanent,3,13.4193548387097
2016,Ward,9-Midland,Permanent,1,10.0645161290323
2016,Washington,7-Austin,Not Permanent,1,48.8064516129032
2016,Washington,7-Austin,Permanent,1,11.3225806451613
2016,Webb,11-Edinburg,Not Permanent,122,35.8146483342147
2016,Webb,11-Edinburg,Permanent,10,62.2774193548387
2016,Wharton,6-Houston,Not Permanent,4,10.2903225806452
2016,Wharton,6-Houston,Permanent,2,9.83870967741935
2016,Wichita,2-Abilene,Not Permanent,20,24.8822580645161
2016,Wichita,2-Abilene,Permanent,17,5.69829222011385
2016,Wilbarger,2-Abilene,Not Permanent,6,43.0322580645161
2016,Wilbarger,2-Abilene,Permanent,1,41.4193548387097
2016,Williamson,7-Austin,Not Permanent,23,31.8892005610098
2016,Williamson,7-Austin,Permanent,31,6.30489073881374
2016,Wilson,8-San Antonio,Not Permanent,13,23.5012406947891
2016,Wilson,8-San Antonio,Permanent,9,15.3835125448029
2016,Winkler,9-Midland,Not Permanent,1,2.70967741935484
2016,Wise,3-Arlington,Not Permanent,9,16.5089605734767
2016,Wise,3-Arlington,Permanent,4,12.5
2016,Wood,4-Tyler,Not Permanent,15,29.4322580645161
2016,Wood,4-Tyler,Permanent,7,10.2442396313364
2016,Yoakum,1-Lubbock,Not Permanent,1,22.4838709677419
2016,Zapata,11-Edinburg,Not Permanent,8,55.8790322580645
2016,Zavala,8-San Antonio,Not Permanent,5,58.0193548387097
2015,Anderson,4-Tyler,Not Permanent,7,38.6497695852535
2015,Anderson,4-Tyler,Permanent,10,5.83548387096774
2015,Andrews,9-Midland,Not Permanent,4,31.4758064516129
2015,Andrews,9-Midland,Permanent,1,17.3548387096774
2015,Angelina,5-Beaumont,Not Permanent,8,35.0120967741935
2015,Angelina,5-Beaumont,Permanent,5,14.6774193548387
2015,Aransas,11-Edinburg,Not Permanent,16,17.2459677419355
2015,Aransas,11-Edinburg,Permanent,9,9.33691756272401
2015,Atascosa,8-San Antonio,Not Permanent,26,29.5235732009926
2015,Atascosa,8-San Antonio,Permanent,23,15.9046283309958
2015,Austin,6-Houston,Not Permanent,3,8.41935483870968
2015,Bailey,1-Lubbock,Not Permanent,4,28.1290322580645
2015,Bailey,1-Lubbock,Permanent,1,5.16129032258065
2015,Bandera,8-San Antonio,Not Permanent,10,13.6903225806452
2015,Bandera,8-San Antonio,Permanent,1,6.12903225806452
2015,Bastrop,7-Austin,Not Permanent,29,18.9543937708565
2015,Bastrop,7-Austin,Permanent,36,8.93010752688172
2015,Baylor,2-Abilene,Permanent,3,19.7096774193548
2015,Bee,11-Edinburg,Not Permanent,15,30.894623655914
2015,Bee,11-Edinburg,Permanent,4,7.37903225806452
2015,Bell,7-Austin,Not Permanent,28,32.5783410138249
2015,Bell,7-Austin,Permanent,70,7.87557603686636
2015,Bexar,8-San Antonio,Not Permanent,476,26.7380726484142
2015,Bexar,8-San Antonio,Permanent,419,10.3210408807452
2015,Blanco,7-Austin,Not Permanent,2,4.75806451612903
2015,Blanco,7-Austin,Permanent,1,3.80645161290323
2015,Bosque,7-Austin,Not Permanent,2,3.82258064516129
2015,Bosque,7-Austin,Permanent,8,4.06854838709677
2015,Bowie,4-Tyler,Not Permanent,16,27.8810483870968
2015,Bowie,4-Tyler,Permanent,6,9.4247311827957
2015,Brazoria,6-Houston,Not Permanent,23,24.9116409537167
2015,Brazoria,6-Houston,Permanent,16,14.1713709677419
2015,Brazos,7-Austin,Not Permanent,14,29.110599078341
2015,Brazos,7-Austin,Permanent,18,6.40501792114695
2015,Briscoe,1-Lubbock,Permanent,3,14.5913978494624
2015,Brooks,11-Edinburg,Not Permanent,2,132.870967741935
2015,Brown,2-Abilene,Not Permanent,10,44.3225806451613
2015,Brown,2-Abilene,Permanent,10,7.93870967741935
2015,Burleson,7-Austin,Not Permanent,2,49.2741935483871
2015,Burleson,7-Austin,Permanent,2,27.0645161290323
2015,Burnet,7-Austin,Not Permanent,4,32.0403225806452
2015,Burnet,7-Austin,Permanent,10,5.72258064516129
2015,Caldwell,7-Austin,Not Permanent,6,15.8064516129032
2015,Caldwell,7-Austin,Permanent,9,13.3835125448029
2015,Calhoun,8-San Antonio,Not Permanent,5,17.2064516129032
2015,Callahan,2-Abilene,Not Permanent,1,31
2015,Cameron,11-Edinburg,Not Permanent,38,29.5331069609508
2015,Cameron,11-Edinburg,Permanent,1,6.83870967741935
2015,Camp,4-Tyler,Not Permanent,1,41.0322580645161
2015,Camp,4-Tyler,Permanent,1,7.09677419354839
2015,Carson,1-Lubbock,Not Permanent,1,6.19354838709677
2015,Cass,4-Tyler,Permanent,9,6.40143369175627
2015,Castro,1-Lubbock,Not Permanent,2,18
2015,Castro,1-Lubbock,Permanent,4,15.9677419354839
2015,Chambers,6-Houston,Not Permanent,2,16.9032258064516
2015,Chambers,6-Houston,Permanent,3,3.13978494623656
2015,Cherokee,4-Tyler,Not Permanent,14,31.5230414746544
2015,Cherokee,4-Tyler,Permanent,14,10.4585253456221
2015,Childress,1-Lubbock,Not Permanent,1,54.8709677419355
2015,Childress,1-Lubbock,Permanent,1,3.87096774193548
2015,Clay,2-Abilene,Not Permanent,2,33.5483870967742
2015,Cochran,1-Lubbock,Permanent,1,27.0322580645161
2015,Coleman,2-Abilene,Not Permanent,4,60.6129032258065
2015,Collin,3-Arlington,Not Permanent,48,28.0866935483871
2015,Collin,3-Arlington,Permanent,9,9.25448028673835
2015,Collingsworth,1-Lubbock,Permanent,2,9.19354838709677
2015,Colorado,6-Houston,Not Permanent,5,25.941935483871
2015,Colorado,6-Houston,Permanent,1,18.4193548387097
2015,Comal,8-San Antonio,Not Permanent,40,13.6629032258065
2015,Comal,8-San Antonio,Permanent,25,11.1316129032258
2015,Comanche,2-Abilene,Permanent,1,3.32258064516129
2015,Concho,9-Midland,Permanent,1,32.3548387096774
2015,Cooke,3-Arlington,Not Permanent,14,24.5599078341014
2015,Coryell,7-Austin,Not Permanent,5,16.4129032258065
2015,Coryell,7-Austin,Permanent,14,9.61520737327189
2015,Crockett,9-Midland,Permanent,1,1.70967741935484
2015,Crosby,1-Lubbock,Not Permanent,3,19.9247311827957
2015,Crosby,1-Lubbock,Permanent,7,9.92626728110599
2015,Dallam,1-Lubbock,Not Permanent,2,31.6129032258065
2015,Dallam,1-Lubbock,Permanent,1,1.67741935483871
2015,Dallas,3-Arlington,Not Permanent,372,27.0099722511273
2015,Dallas,3-Arlington,Permanent,122,17.2731359069275
2015,Dawson,9-Midland,Not Permanent,4,10.4354838709677
2015,Dawson,9-Midland,Permanent,8,9.34274193548387
2015,Deaf Smith,1-Lubbock,Not Permanent,14,30.7834101382488
2015,Deaf Smith,1-Lubbock,Permanent,1,22.7096774193548
2015,Delta,4-Tyler,Not Permanent,2,11.3870967741935
2015,Denton,3-Arlington,Not Permanent,47,19.4783802333562
2015,Denton,3-Arlington,Permanent,52,11.083746898263
2015,DeWitt,8-San Antonio,Not Permanent,7,14.2073732718894
2015,DeWitt,8-San Antonio,Permanent,15,13.7677419354839
2015,Dickens,1-Lubbock,Not Permanent,1,83.6451612903226
2015,Dickens,1-Lubbock,Permanent,3,2.1505376344086
2015,Dimmit,8-San Antonio,Not Permanent,13,42.6129032258065
2015,Dimmit,8-San Antonio,Permanent,3,29.1505376344086
2015,Donley,1-Lubbock,Not Permanent,1,93.9677419354839
2015,Donley,1-Lubbock,Permanent,3,6.39784946236559
2015,Duval,11-Edinburg,Not Permanent,8,38.0806451612903
2015,Duval,11-Edinburg,Permanent,1,14.3870967741935
2015,Eastland,2-Abilene,Not Permanent,3,96.7849462365591
2015,Eastland,2-Abilene,Permanent,1,7.29032258064516
2015,Ector,9-Midland,Not Permanent,44,19.9149560117302
2015,Ector,9-Midland,Permanent,49,10.218564845293
2015,Edwards,8-San Antonio,Not Permanent,4,40.6451612903226
2015,Edwards,8-San Antonio,Permanent,1,18.5806451612903
2015,Ellis,3-Arlington,Not Permanent,7,8.30414746543779
2015,Ellis,3-Arlington,Permanent,5,10.6774193548387
2015,El Paso,10-El Paso,Not Permanent,91,27.9408011343495
2015,El Paso,10-El Paso,Permanent,58,11.5233592880979
2015,Erath,3-Arlington,Not Permanent,8,17.0483870967742
2015,Erath,3-Arlington,Permanent,1,18.8709677419355
2015,Falls,7-Austin,Not Permanent,1,112.58064516129
2015,Falls,7-Austin,Permanent,3,5.93548387096774
2015,Fayette,7-Austin,Not Permanent,3,9.64516129032258
2015,Fayette,7-Austin,Permanent,4,6
2015,Floyd,1-Lubbock,Not Permanent,1,111.193548387097
2015,Floyd,1-Lubbock,Permanent,6,5.01075268817204
2015,Foard,2-Abilene,Permanent,1,7.74193548387097
2015,Fort Bend,6-Houston,Not Permanent,12,34.5833333333333
2015,Fort Bend,6-Houston,Permanent,6,12.0698924731183
2015,Franklin,4-Tyler,Not Permanent,2,8.51612903225806
2015,Freestone,7-Austin,Not Permanent,2,1.48387096774194
2015,Freestone,7-Austin,Permanent,4,1.48387096774194
2015,Frio,8-San Antonio,Not Permanent,11,32.8709677419355
2015,Frio,8-San Antonio,Permanent,10,15.3225806451613
2015,Gaines,9-Midland,Not Permanent,4,42.9516129032258
2015,Gaines,9-Midland,Permanent,3,11.3763440860215
2015,Galveston,6-Houston,Not Permanent,30,14.4795698924731
2015,Galveston,6-Houston,Permanent,14,17.5253456221198
2015,Garza,1-Lubbock,Permanent,6,15.7903225806452
2015,Gillespie,8-San Antonio,Not Permanent,7,32.0645161290323
2015,Gillespie,8-San Antonio,Permanent,5,28.9096774193548
2015,Gonzales,8-San Antonio,Not Permanent,8,21.0362903225806
2015,Gonzales,8-San Antonio,Permanent,9,7.12186379928315
2015,Gray,1-Lubbock,Not Permanent,9,23.2222222222222
2015,Gray,1-Lubbock,Permanent,3,4.19354838709677
2015,Grayson,3-Arlington,Not Permanent,15,29.7849462365591
2015,Grayson,3-Arlington,Permanent,6,17.7634408602151
2015,Gregg,4-Tyler,Not Permanent,43,41.748687171793
2015,Gregg,4-Tyler,Permanent,10,15.3354838709677
2015,Grimes,7-Austin,Not Permanent,2,12.8064516129032
2015,Grimes,7-Austin,Permanent,6,4.7258064516129
2015,Guadalupe,8-San Antonio,Not Permanent,10,7.82903225806452
2015,Guadalupe,8-San Antonio,Permanent,11,12.6539589442815
2015,Hale,1-Lubbock,Not Permanent,6,78.2311827956989
2015,Hale,1-Lubbock,Permanent,16,9.70362903225806
2015,Hall,1-Lubbock,Not Permanent,1,147.774193548387
2015,Hall,1-Lubbock,Permanent,3,15.3870967741935
2015,Hamilton,7-Austin,Not Permanent,1,62.7096774193548
2015,Hamilton,7-Austin,Permanent,1,16.9354838709677
2015,Hansford,1-Lubbock,Not Permanent,2,35.1290322580645
2015,Hansford,1-Lubbock,Permanent,2,12.0645161290323
2015,Hardin,5-Beaumont,Not Permanent,1,13.2903225806452
2015,Hardin,5-Beaumont,Permanent,6,15.6075268817204
2015,Harris,6-Houston,Not Permanent,662,33.7572848650229
2015,Harris,6-Houston,Permanent,354,11.7661745944961
2015,Harrison,4-Tyler,Not Permanent,7,18.8663594470046
2015,Harrison,4-Tyler,Permanent,4,3.7258064516129
2015,Hays,7-Austin,Not Permanent,16,8.8991935483871
2015,Hays,7-Austin,Permanent,23,11.3141654978962
2015,Hemphill,1-Lubbock,Not Permanent,1,16.258064516129
2015,Henderson,4-Tyler,Not Permanent,7,45.258064516129
2015,Henderson,4-Tyler,Permanent,21,7.73732718894009
2015,Hidalgo,11-Edinburg,Not Permanent,39,14.8047973531845
2015,Hidalgo,11-Edinburg,Permanent,9,6.0573476702509
2015,Hill,7-Austin,Not Permanent,3,18.6881720430108
2015,Hill,7-Austin,Permanent,13,3.31265508684864
2015,Hockley,1-Lubbock,Not Permanent,5,36.6
2015,Hockley,1-Lubbock,Permanent,14,9.69585253456221
2015,Hood,3-Arlington,Not Permanent,18,12.7706093189964
2015,Hood,3-Arlington,Permanent,7,27.9308755760369
2015,Hopkins,4-Tyler,Not Permanent,3,3.21505376344086
2015,Hopkins,4-Tyler,Permanent,7,6.1705069124424
2015,Houston,5-Beaumont,Not Permanent,7,22.036866359447
2015,Houston,5-Beaumont,Permanent,2,13.4677419354839
2015,Howard,9-Midland,Not Permanent,8,22.8991935483871
2015,Howard,9-Midland,Permanent,23,8.70266479663394
2015,Hunt,3-Arlington,Not Permanent,8,13.4838709677419
2015,Hunt,3-Arlington,Permanent,12,6.51881720430108
2015,Hutchinson,1-Lubbock,Not Permanent,5,25.3870967741935
2015,Hutchinson,1-Lubbock,Permanent,4,3.17741935483871
2015,Jackson,8-San Antonio,Not Permanent,6,8.52688172043011
2015,Jasper,5-Beaumont,Not Permanent,1,13.258064516129
2015,Jasper,5-Beaumont,Permanent,8,3.68951612903226
2015,Jefferson,5-Beaumont,Not Permanent,15,14.4021505376344
2015,Jefferson,5-Beaumont,Permanent,54,7.3231780167264
2015,Jim Hogg,11-Edinburg,Not Permanent,1,8.64516129032258
2015,Jim Wells,11-Edinburg,Not Permanent,14,23.0645161290323
2015,Jim Wells,11-Edinburg,Permanent,5,6.72903225806452
2015,Johnson,3-Arlington,Not Permanent,63,15.8986175115207
2015,Johnson,3-Arlington,Permanent,6,14.2903225806452
