Econ_Region,Year,County,Region,fips,lon,lat,Child_Population,Total_Population,DFPS_children_Total_County,Adopt_Need_Total_County,Homes_Total_County,Total_Families_Served_HOPES,Total_Families_Served_HIP,Total_Families_Served_TNFP,Total_Families_Served_THV_MIECHV,Total_Families_Served_THV_STATE,Total_Families_Served_THV,Physician_Access,Uninsured Rate,Graduation Rate,Personal Income per Capita,Average Wages,Population Density
Gulf Coast,2018,Wharton,6-Houston,48481,-96.22197375,29.2778362,10676,41833,98,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2018,Galveston,6-Houston,48167,-94.96474975,29.39424415,82997,341737,442,47,12,82,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2018,Walker,6-Houston,48471,-95.57224172,30.73899492,12559,72447,98,5,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2018,Montgomery,6-Houston,48339,-95.50301411,30.30022409,146359,578410,804,89,33,149,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2018,Liberty,6-Houston,48291,-94.8120925,30.15153187,20441,83276,264,20,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Chambers,6-Houston,48071,-94.60891308,29.73912276,10690,41451,58,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Austin,6-Houston,48015,-96.27791829,29.88711223,6916,30207,11,1,3,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Colorado,6-Houston,48089,-96.52630821,29.6208542,4923,21239,17,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Fort Bend,6-Houston,48157,-95.77090562,29.52763253,205943,810619,267,39,23,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Brazoria,6-Houston,48039,-95.45578479,29.19345387,93559,369156,356,46,17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Harris,6-Houston,48201,-95.39782106,29.85967144,1310915,4887341,4892,938,158,841,42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Liberty,6-Houston,48291,-94.8120925,30.15153187,20681,84278,228,27,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Galveston,6-Houston,48167,-94.96474975,29.39424415,84288,348442,446,32,16,96,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Walker,6-Houston,48471,-95.57224172,30.73899492,12785,73219,92,5,2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Matagorda,6-Houston,48321,-95.98533866,28.86711039,9057,37064,125,9,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Montgomery,6-Houston,48339,-95.50301411,30.30022409,149360,595887,802,79,37,145,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Waller,6-Houston,48473,-95.98768942,30.01093722,11401,49950,78,14,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2019,Wharton,6-Houston,48481,-96.22197375,29.2778362,10667,41883,98,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Fort Bend,6-Houston,48157,-95.77090562,29.52763253,210803,840383,232,22,29,26,NA,24,NA,13,13,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Austin,6-Houston,48015,-96.27791829,29.88711223,6938,30402,18,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Brazoria,6-Houston,48039,-95.45578479,29.19345387,94183,375869,329,34,17,9,NA,6,NA,1,1,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Chambers,6-Houston,48071,-94.60891308,29.73912276,10887,42320,29,3,1,1,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Colorado,6-Houston,48089,-96.52630821,29.6208542,4956,21273,12,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Galveston,6-Houston,48167,-94.96474975,29.39424415,85826,355196,456,36,14,102,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Liberty,6-Houston,48291,-94.8120925,30.15153187,21053,85284,160,17,4,1,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Matagorda,6-Houston,48321,-95.98533866,28.86711039,9067,37064,117,6,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Harris,6-Houston,48201,-95.39782106,29.85967144,1330726,4978845,4072,631,110,831,10,560,NA,440,440,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Wharton,6-Houston,48481,-96.22197375,29.2778362,10603,41941,62,2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Walker,6-Houston,48471,-95.57224172,30.73899492,13097,73997,67,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Waller,6-Houston,48473,-95.98768942,30.01093722,11528,50731,70,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gulf Coast,2020,Montgomery,6-Houston,48339,-95.50301411,30.30022409,152679,613951,633,67,29,132,NA,NA,NA,181,181,NA,NA,NA,NA,NA,NA
Gulf Coast,NA,Wharton,NA,48481,-96.22197375,29.2778362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
High Plains,2010,Lubbock,1-Lubbock,48303,-101.8205745,33.6101944,67862,278831,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Collingsworth,1-Lubbock,48087,-100.2700733,34.96498493,845,3057,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Sherman,1-Lubbock,48421,-101.8933822,36.27765824,916,3034,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Potter,1-Lubbock,48375,-101.8940484,35.40128927,33653,121073,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Terry,1-Lubbock,48445,-102.335157,33.17373729,3279,12651,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Yoakum,1-Lubbock,48501,-102.8278792,33.17293501,2501,7879,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Crosby,1-Lubbock,48107,-101.2998612,33.61459873,1747,6059,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Lamb,1-Lubbock,48279,-102.3517095,34.06861242,4092,13977,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Carson,1-Lubbock,48065,-101.3542037,35.40346802,1587,6182,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Garza,1-Lubbock,48169,-101.2984496,33.17991074,1276,6461,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Ochiltree,1-Lubbock,48357,-100.815653,36.27846334,3231,10223,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Castro,1-Lubbock,48069,-102.2617608,34.53000304,2523,8062,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Moore,1-Lubbock,48341,-101.8929556,35.83768863,6999,21904,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Oldham,1-Lubbock,48359,-102.6029949,35.40497586,698,2052,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hartley,1-Lubbock,48205,-102.6028835,35.83996755,1369,6062,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,King,1-Lubbock,48269,-100.2558584,33.61641863,68,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Dallam,1-Lubbock,48111,-102.6021647,36.27777107,2003,6703,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Lynn,1-Lubbock,48305,-101.8160235,33.17685487,1645,5915,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Gray,1-Lubbock,48179,-100.812475,35.40130666,5571,22535,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Motley,1-Lubbock,48345,-100.7798961,34.07409017,264,1210,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Cochran,1-Lubbock,48079,-102.8285264,33.60410808,918,3127,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Floyd,1-Lubbock,48153,-101.3033037,34.07239775,1862,6446,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Briscoe,1-Lubbock,48045,-101.2085769,34.53041048,362,1637,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Swisher,1-Lubbock,48437,-101.734951,34.53064989,2052,7854,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Dickens,1-Lubbock,48125,-100.7788138,33.61663428,492,2444,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Wheeler,1-Lubbock,48483,-100.2697634,35.40129002,1371,5410,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hansford,1-Lubbock,48195,-101.3545624,36.27753179,1703,5613,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Armstrong,1-Lubbock,48011,-101.3572412,34.96522076,423,1901,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hale,1-Lubbock,48189,-101.8269082,34.07051782,10434,36273,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hall,1-Lubbock,48191,-100.6809876,34.53074134,867,3353,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Parmer,1-Lubbock,48369,-102.784594,34.53014507,3214,10269,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Donley,1-Lubbock,48129,-100.8140501,34.96540246,758,3677,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Childress,1-Lubbock,48075,-100.2075664,34.52929257,1508,7041,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Deaf Smith,1-Lubbock,48117,-102.6048162,34.96602014,6241,19372,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Randall,1-Lubbock,48381,-101.8968527,34.96594288,30103,120725,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hemphill,1-Lubbock,48211,-100.2704628,35.83750155,1116,3807,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hockley,1-Lubbock,48219,-102.3430919,33.60750375,6227,22935,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Hutchinson,1-Lubbock,48233,-101.3547257,35.84000866,5828,22150,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Lipscomb,1-Lubbock,48295,-100.27317,36.27778432,911,3302,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Bailey,1-Lubbock,48017,-102.8299069,34.0684915,2216,7165,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2010,Roberts,1-Lubbock,48393,-100.8135689,35.8385577,236,929,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,25.8,86.1,34224,36063,21.4
High Plains,2011,Gray,1-Lubbock,48179,-100.812475,35.40130666,5571,22654,160,17,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Parmer,1-Lubbock,48369,-102.784594,34.53014507,3089,10134,11,1,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Potter,1-Lubbock,48375,-101.8940484,35.40128927,33316,121316,332,46,23,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Dallam,1-Lubbock,48111,-102.6021647,36.27777107,2000,6728,11,NA,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hockley,1-Lubbock,48219,-102.3430919,33.60750375,6198,23053,96,17,6,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hall,1-Lubbock,48191,-100.6809876,34.53074134,845,3322,15,2,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Castro,1-Lubbock,48069,-102.2617608,34.53000304,2429,7932,4,NA,5,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Floyd,1-Lubbock,48153,-101.3033037,34.07239775,1779,6331,30,NA,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hutchinson,1-Lubbock,48233,-101.3547257,35.84000866,5733,22061,54,5,5,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Lamb,1-Lubbock,48279,-102.3517095,34.06861242,3964,13833,38,4,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Swisher,1-Lubbock,48437,-101.734951,34.53064989,1999,7771,25,6,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hartley,1-Lubbock,48205,-102.6028835,35.83996755,1333,6038,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Garza,1-Lubbock,48169,-101.2984496,33.17991074,1278,6480,22,3,2,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,King,1-Lubbock,48269,-100.2558584,33.61641863,64,285,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Lipscomb,1-Lubbock,48295,-100.27317,36.27778432,894,3333,6,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Briscoe,1-Lubbock,48045,-101.2085769,34.53041048,351,1617,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Oldham,1-Lubbock,48359,-102.6029949,35.40497586,702,2067,1,NA,2,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hansford,1-Lubbock,48195,-101.3545624,36.27753179,1666,5614,6,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Moore,1-Lubbock,48341,-101.8929556,35.83768863,6898,21848,31,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Terry,1-Lubbock,48445,-102.335157,33.17373729,3288,12669,60,9,2,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Collingsworth,1-Lubbock,48087,-100.2700733,34.96498493,836,3057,10,4,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Yoakum,1-Lubbock,48501,-102.8278792,33.17293501,2491,7969,17,NA,2,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Cochran,1-Lubbock,48079,-102.8285264,33.60410808,902,3124,6,1,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Armstrong,1-Lubbock,48011,-101.3572412,34.96522076,411,1906,2,NA,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Deaf Smith,1-Lubbock,48117,-102.6048162,34.96602014,6150,19213,52,3,4,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Carson,1-Lubbock,48065,-101.3542037,35.40346802,1531,6130,5,NA,2,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Lynn,1-Lubbock,48305,-101.8160235,33.17685487,1574,5850,8,2,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Lubbock,1-Lubbock,48303,-101.8205745,33.6101944,68720,282188,899,139,60,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Crosby,1-Lubbock,48107,-101.2998612,33.61459873,1695,6075,26,8,3,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Wheeler,1-Lubbock,48483,-100.2697634,35.40129002,1360,5441,14,1,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hemphill,1-Lubbock,48211,-100.2704628,35.83750155,1136,3858,2,1,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Hale,1-Lubbock,48189,-101.8269082,34.07051782,10273,35952,132,15,5,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Motley,1-Lubbock,48345,-100.7798961,34.07409017,257,1206,3,1,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Dickens,1-Lubbock,48125,-100.7788138,33.61663428,456,2388,19,2,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Bailey,1-Lubbock,48017,-102.8299069,34.0684915,2228,7199,29,7,2,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Sherman,1-Lubbock,48421,-101.8933822,36.27765824,882,3040,1,NA,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Ochiltree,1-Lubbock,48357,-100.815653,36.27846334,3239,10303,11,NA,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Randall,1-Lubbock,48381,-101.8968527,34.96594288,30186,122036,409,39,32,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Roberts,1-Lubbock,48393,-100.8135689,35.8385577,235,930,NA,NA,NA,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Childress,1-Lubbock,48075,-100.2075664,34.52929257,1472,7036,16,7,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2011,Donley,1-Lubbock,48129,-100.8140501,34.96540246,737,3623,17,3,1,NA,NA,NA,NA,NA,NA,156,25.4,87.4,36509,37027,21.6
High Plains,2012,Armstrong,1-Lubbock,48011,-101.3572412,34.96522076,396,1913,5,NA,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Carson,1-Lubbock,48065,-101.3542037,35.40346802,1491,6081,11,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Lynn,1-Lubbock,48305,-101.8160235,33.17685487,1540,5796,8,1,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Gray,1-Lubbock,48179,-100.812475,35.40130666,5568,22772,138,18,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Roberts,1-Lubbock,48393,-100.8135689,35.8385577,232,932,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Donley,1-Lubbock,48129,-100.8140501,34.96540246,714,3582,14,3,2,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Moore,1-Lubbock,48341,-101.8929556,35.83768863,6835,21819,44,7,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Terry,1-Lubbock,48445,-102.335157,33.17373729,3308,12716,70,11,3,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Sherman,1-Lubbock,48421,-101.8933822,36.27765824,856,3047,1,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hartley,1-Lubbock,48205,-102.6028835,35.83996755,1300,6032,NA,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Crosby,1-Lubbock,48107,-101.2998612,33.61459873,1665,6097,16,2,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,King,1-Lubbock,48269,-100.2558584,33.61641863,62,286,NA,NA,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Briscoe,1-Lubbock,48045,-101.2085769,34.53041048,339,1610,2,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Castro,1-Lubbock,48069,-102.2617608,34.53000304,2344,7827,31,NA,5,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Floyd,1-Lubbock,48153,-101.3033037,34.07239775,1715,6239,39,2,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Dallam,1-Lubbock,48111,-102.6021647,36.27777107,2023,6765,11,3,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Collingsworth,1-Lubbock,48087,-100.2700733,34.96498493,826,3060,11,NA,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Ochiltree,1-Lubbock,48357,-100.815653,36.27846334,3255,10408,15,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Dickens,1-Lubbock,48125,-100.7788138,33.61663428,427,2345,10,NA,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Deaf Smith,1-Lubbock,48117,-102.6048162,34.96602014,6063,19069,55,13,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Bailey,1-Lubbock,48017,-102.8299069,34.0684915,2242,7246,33,8,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Cochran,1-Lubbock,48079,-102.8285264,33.60410808,894,3130,7,1,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Lipscomb,1-Lubbock,48295,-100.27317,36.27778432,898,3363,8,4,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hockley,1-Lubbock,48219,-102.3430919,33.60750375,6233,23197,103,17,5,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Lubbock,1-Lubbock,48303,-101.8205745,33.6101944,69485,285467,899,132,49,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Motley,1-Lubbock,48345,-100.7798961,34.07409017,248,1204,2,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hale,1-Lubbock,48189,-101.8269082,34.07051782,10120,35644,130,12,5,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Lamb,1-Lubbock,48279,-102.3517095,34.06861242,3841,13723,33,3,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hutchinson,1-Lubbock,48233,-101.3547257,35.84000866,5696,21976,65,10,3,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hansford,1-Lubbock,48195,-101.3545624,36.27753179,1658,5623,4,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Wheeler,1-Lubbock,48483,-100.2697634,35.40129002,1370,5482,14,2,2,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hemphill,1-Lubbock,48211,-100.2704628,35.83750155,1159,3924,6,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Yoakum,1-Lubbock,48501,-102.8278792,33.17293501,2527,8077,10,1,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Childress,1-Lubbock,48075,-100.2075664,34.52929257,1483,7048,24,6,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Parmer,1-Lubbock,48369,-102.784594,34.53014507,3021,10023,4,3,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Potter,1-Lubbock,48375,-101.8940484,35.40128927,33033,121542,372,45,18,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Garza,1-Lubbock,48169,-101.2984496,33.17991074,1277,6509,20,NA,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Hall,1-Lubbock,48191,-100.6809876,34.53074134,821,3308,15,3,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Oldham,1-Lubbock,48359,-102.6029949,35.40497586,698,2087,2,NA,NA,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Swisher,1-Lubbock,48437,-101.734951,34.53064989,1961,7708,24,6,1,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2012,Randall,1-Lubbock,48381,-101.8968527,34.96594288,30410,123484,466,25,29,NA,NA,NA,NA,NA,NA,155,24.3,89,38083,38687,21.7
High Plains,2013,Childress,1-Lubbock,48075,-100.2075664,34.52929257,1457,7060,18,7,NA,NA,NA,NA,NA,NA,NA,155,24.5,88.9,38758,39319,21.8
High Plains,2013,Potter,1-Lubbock,48375,-101.8940484,35.40128927,32749,121780,361,81,19,NA,NA,NA,NA,NA,NA,155,24.5,88.9,38758,39319,21.8
High Plains,2013,Collingsworth,1-Lubbock,48087,-100.2700733,34.96498493,834,3076,5,NA,NA,NA,NA,NA,NA,NA,NA,155,24.5,88.9,38758,39319,21.8
