Region,County,Year,fips,lon,lat,Child_Population,Total_Population,DFPS_children_Total_County,Adopt_Need_Total_County,Homes_Total_County,Removals_Total_County,Total_Families_Served_HOPES,Total_Families_Served_HIP,Total_Families_Served_TNFP,Total_Families_Served_THV_MIECHV,Total_Families_Served_THV_STATE,Total_Families_Served_THV
11-Edinburg,McMullen,2017,48311,-98.56842256,28.35351091,121,761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-Edinburg,McMullen,2018,48311,-98.56842256,28.35351091,123,766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-Edinburg,McMullen,2019,48311,-98.56842256,28.35351091,123,774,2,NA,NA,2,NA,NA,NA,NA,NA,NA
11-Edinburg,McMullen,2020,48311,-98.56842256,28.35351091,123,783,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-Edinburg,McMullen,2021,48311,-98.56842256,28.35351091,127,787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2011,48355,-97.61767326,27.72621549,88566,344297,785,118,28,253,NA,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2012,48355,-97.61767326,27.72621549,88984,348369,681,83,19,211,NA,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2013,48355,-97.61767326,27.72621549,89503,352497,440,55,10,174,NA,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2014,48355,-97.61767326,27.72621549,90128,356712,471,50,10,278,NA,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2015,48355,-97.61767326,27.72621549,90977,360992,682,82,15,325,NA,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2016,48355,-97.61767326,27.72621549,91840,365409,813,93,11,374,21,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2017,48355,-97.61767326,27.72621549,92738,369869,893,88,14,405,88,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2018,48355,-97.61767326,27.72621549,93522,374431,864,95,11,351,100,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2019,48355,-97.61767326,27.72621549,94425,379038,773,106,9,306,81,NA,NA,NA,NA,NA
11-Edinburg,Nueces,2020,48355,-97.61767326,27.72621549,95469,383718,776,78,10,329,72,NA,NA,379,NA,379
11-Edinburg,Nueces,2021,48355,-97.61767326,27.72621549,96674,388438,840,66,14,360,95,NA,NA,397,NA,397
11-Edinburg,Refugio,2011,48391,-97.16546961,28.32681413,1728,7378,12,NA,2,10,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2012,48391,-97.16546961,28.32681413,1717,7390,6,NA,NA,2,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2013,48391,-97.16546961,28.32681413,1714,7421,9,NA,1,10,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2014,48391,-97.16546961,28.32681413,1715,7454,16,2,1,10,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2015,48391,-97.16546961,28.32681413,1717,7475,15,NA,2,6,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2016,48391,-97.16546961,28.32681413,1721,7505,6,NA,3,5,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2017,48391,-97.16546961,28.32681413,1717,7529,9,NA,NA,4,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2018,48391,-97.16546961,28.32681413,1723,7554,16,1,NA,10,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2019,48391,-97.16546961,28.32681413,1693,7563,27,1,NA,14,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2020,48391,-97.16546961,28.32681413,1711,7573,26,NA,NA,6,NA,NA,NA,NA,NA,NA
11-Edinburg,Refugio,2021,48391,-97.16546961,28.32681413,1730,7589,28,NA,NA,15,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2011,48409,-97.51859857,28.00922186,18169,65378,100,15,1,27,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2012,48409,-97.51859857,28.00922186,18043,65965,111,11,1,62,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2013,48409,-97.51859857,28.00922186,17963,66556,137,23,2,60,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2014,48409,-97.51859857,28.00922186,17949,67203,165,33,3,81,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2015,48409,-97.51859857,28.00922186,17969,67868,163,31,5,56,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2016,48409,-97.51859857,28.00922186,18049,68542,155,22,5,66,NA,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2017,48409,-97.51859857,28.00922186,18111,69197,179,37,3,77,4,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2018,48409,-97.51859857,28.00922186,18183,69908,181,33,1,71,27,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2019,48409,-97.51859857,28.00922186,18214,70615,186,20,2,72,38,NA,NA,NA,NA,NA
11-Edinburg,San Patricio,2020,48409,-97.51859857,28.00922186,18318,71325,159,31,3,32,28,NA,NA,2,NA,2
11-Edinburg,San Patricio,2021,48409,-97.51859857,28.00922186,18486,72040,136,21,1,37,33,NA,NA,5,NA,5
11-Edinburg,Starr,2011,48427,-98.73834895,26.56212627,20502,61398,108,NA,2,53,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2012,48427,-98.73834895,26.56212627,20365,61813,132,1,1,58,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2013,48427,-98.73834895,26.56212627,20307,62242,132,4,2,54,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2014,48427,-98.73834895,26.56212627,20140,62651,106,2,3,30,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2015,48427,-98.73834895,26.56212627,20113,63044,86,5,1,24,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2016,48427,-98.73834895,26.56212627,20065,63426,59,8,3,15,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2017,48427,-98.73834895,26.56212627,20079,63778,94,1,1,50,1,NA,NA,NA,NA,NA
11-Edinburg,Starr,2018,48427,-98.73834895,26.56212627,20000,64118,114,2,2,49,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2019,48427,-98.73834895,26.56212627,19969,64444,127,2,NA,63,NA,NA,NA,NA,NA,NA
11-Edinburg,Starr,2020,48427,-98.73834895,26.56212627,19930,64731,89,1,NA,26,NA,NA,NA,204,NA,204
11-Edinburg,Starr,2021,48427,-98.73834895,26.56212627,19929,65010,86,2,NA,45,NA,NA,NA,217,NA,217
11-Edinburg,Webb,2011,48479,-99.33170164,27.76102524,87008,252752,597,93,9,224,NA,NA,NA,NA,NA,NA
11-Edinburg,Webb,2012,48479,-99.33170164,27.76102524,85970,255096,709,NA,11,357,NA,NA,NA,NA,NA,NA
11-Edinburg,Webb,2013,48479,-99.33170164,27.76102524,85085,257514,755,115,19,289,NA,NA,NA,NA,NA,NA
11-Edinburg,Webb,2014,48479,-99.33170164,27.76102524,84391,259968,697,131,13,230,NA,NA,NA,NA,NA,NA
11-Edinburg,Webb,2015,48479,-99.33170164,27.76102524,83785,262486,641,173,13,191,135,NA,NA,NA,NA,NA
11-Edinburg,Webb,2016,48479,-99.33170164,27.76102524,83347,265200,547,132,10,160,188,NA,NA,NA,NA,NA
11-Edinburg,Webb,2017,48479,-99.33170164,27.76102524,82922,267971,508,120,5,151,186,NA,NA,NA,NA,NA
11-Edinburg,Webb,2018,48479,-99.33170164,27.76102524,82542,270758,433,93,7,128,216,NA,NA,NA,NA,NA
11-Edinburg,Webb,2019,48479,-99.33170164,27.76102524,82055,273467,421,83,5,168,239,NA,NA,NA,NA,NA
11-Edinburg,Webb,2020,48479,-99.33170164,27.76102524,81575,276183,443,58,6,174,323,NA,98,NA,NA,NA
11-Edinburg,Webb,2021,48479,-99.33170164,27.76102524,81332,278650,457,69,4,163,306,1,115,NA,NA,NA
11-Edinburg,Willacy,2011,48489,-97.64303323,26.47132899,5806,22137,74,11,1,16,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2012,48489,-97.64303323,26.47132899,5714,22149,56,NA,NA,20,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2013,48489,-97.64303323,26.47132899,5644,22154,76,5,NA,36,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2014,48489,-97.64303323,26.47132899,5605,22154,83,NA,NA,35,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2015,48489,-97.64303323,26.47132899,5553,22166,54,6,NA,17,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2016,48489,-97.64303323,26.47132899,5523,22184,61,NA,NA,23,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2017,48489,-97.64303323,26.47132899,5490,22174,45,3,NA,16,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2018,48489,-97.64303323,26.47132899,5481,22162,38,1,NA,15,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2019,48489,-97.64303323,26.47132899,5447,22157,54,6,NA,31,NA,NA,NA,NA,NA,NA
11-Edinburg,Willacy,2020,48489,-97.64303323,26.47132899,5419,22134,70,6,1,20,NA,NA,33,7,NA,7
11-Edinburg,Willacy,2021,48489,-97.64303323,26.47132899,5407,22115,50,7,NA,11,NA,2,26,7,NA,7
11-Edinburg,Zapata,2011,48505,-99.16860134,27.00089072,4768,14070,69,9,1,22,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2012,48505,-99.16860134,27.00089072,4735,14124,54,NA,1,15,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2013,48505,-99.16860134,27.00089072,4735,14183,44,12,NA,7,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2014,48505,-99.16860134,27.00089072,4717,14240,47,13,1,13,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2015,48505,-99.16860134,27.00089072,4710,14282,42,9,NA,11,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2016,48505,-99.16860134,27.00089072,4702,14327,29,8,1,3,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2017,48505,-99.16860134,27.00089072,4665,14353,30,7,1,8,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2018,48505,-99.16860134,27.00089072,4655,14377,21,4,NA,3,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2019,48505,-99.16860134,27.00089072,4653,14403,28,7,NA,17,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2020,48505,-99.16860134,27.00089072,4616,14409,24,4,NA,1,NA,NA,NA,NA,NA,NA
11-Edinburg,Zapata,2021,48505,-99.16860134,27.00089072,4599,14418,39,3,NA,25,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2011,48009,-98.68783437,33.61539176,2122,8961,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2012,48009,-98.68783437,33.61539176,2056,8875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2013,48009,-98.68783437,33.61539176,1992,8794,7,NA,NA,5,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2014,48009,-98.68783437,33.61539176,1932,8725,7,NA,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2015,48009,-98.68783437,33.61539176,1877,8657,6,NA,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2016,48009,-98.68783437,33.61539176,1836,8582,5,NA,NA,2,1,NA,NA,NA,NA,NA
2-Abilene,Archer,2017,48009,-98.68783437,33.61539176,1784,8516,11,NA,NA,6,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2018,48009,-98.68783437,33.61539176,1743,8452,8,NA,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2019,48009,-98.68783437,33.61539176,1727,8393,12,NA,NA,9,NA,NA,NA,NA,NA,NA
2-Abilene,Archer,2020,48009,-98.68783437,33.61539176,1700,8344,17,2,NA,6,NA,NA,NA,8,NA,8
2-Abilene,Archer,2021,48009,-98.68783437,33.61539176,1690,8303,12,2,NA,2,4,NA,NA,9,NA,9
2-Abilene,Baylor,2011,48023,-99.21351964,33.61648147,763,3699,1,NA,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2012,48023,-99.21351964,33.61648147,773,3679,4,NA,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2013,48023,-99.21351964,33.61648147,783,3674,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2014,48023,-99.21351964,33.61648147,797,3669,3,3,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2015,48023,-99.21351964,33.61648147,804,3659,4,3,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2016,48023,-99.21351964,33.61648147,803,3650,8,1,NA,7,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2017,48023,-99.21351964,33.61648147,806,3645,11,3,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2018,48023,-99.21351964,33.61648147,808,3640,12,4,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2019,48023,-99.21351964,33.61648147,805,3629,12,NA,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2020,48023,-99.21351964,33.61648147,809,3624,20,NA,NA,16,NA,NA,NA,NA,NA,NA
2-Abilene,Baylor,2021,48023,-99.21351964,33.61648147,818,3620,24,NA,NA,8,NA,NA,NA,1,NA,1
2-Abilene,Brown,2011,48049,-98.99989649,31.77432313,9047,38195,147,37,8,28,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2012,48049,-98.99989649,31.77432313,8967,38310,150,15,7,62,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2013,48049,-98.99989649,31.77432313,8923,38399,136,15,3,29,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2014,48049,-98.99989649,31.77432313,8867,38495,124,18,2,51,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2015,48049,-98.99989649,31.77432313,8811,38590,160,20,NA,70,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2016,48049,-98.99989649,31.77432313,8739,38686,211,30,2,108,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2017,48049,-98.99989649,31.77432313,8678,38758,306,30,1,144,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2018,48049,-98.99989649,31.77432313,8595,38827,295,39,NA,106,NA,3,NA,NA,NA,NA
2-Abilene,Brown,2019,48049,-98.99989649,31.77432313,8534,38873,264,33,NA,87,NA,NA,NA,NA,NA,NA
2-Abilene,Brown,2020,48049,-98.99989649,31.77432313,8466,38923,278,23,NA,91,NA,12,NA,NA,NA,NA
2-Abilene,Brown,2021,48049,-98.99989649,31.77432313,8380,38962,288,27,NA,103,NA,12,NA,NA,NA,NA
2-Abilene,Callahan,2011,48059,-99.37359692,32.2977738,3127,13530,35,2,3,2,NA,NA,NA,NA,NA,NA
2-Abilene,Callahan,2012,48059,-99.37359692,32.2977738,3052,13515,25,1,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Callahan,2013,48059,-99.37359692,32.2977738,2981,13503,15,1,1,1,NA,NA,NA,NA,NA,NA
2-Abilene,Callahan,2014,48059,-99.37359692,32.2977738,2910,13488,12,2,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Callahan,2015,48059,-99.37359692,32.2977738,2844,13463,20,1,NA,11,NA,NA,NA,NA,NA,NA
2-Abilene,Callahan,2016,48059,-99.37359692,32.2977738,2787,13447,19,4,NA,6,NA,NA,NA,NA,NA,NA
2-Abilene,Callahan,2017,48059,-99.37359692,32.2977738,2718,13442,25,2,NA,6,4,NA,NA,NA,NA,NA
2-Abilene,Callahan,2018,48059,-99.37359692,32.2977738,2677,13437,34,1,NA,22,2,1,NA,NA,NA,NA
2-Abilene,Callahan,2019,48059,-99.37359692,32.2977738,2643,13454,27,1,NA,3,6,NA,NA,NA,NA,NA
2-Abilene,Callahan,2020,48059,-99.37359692,32.2977738,2581,13456,36,5,NA,15,10,NA,NA,NA,NA,NA
2-Abilene,Callahan,2021,48059,-99.37359692,32.2977738,2559,13465,47,2,NA,20,13,1,NA,NA,NA,NA
2-Abilene,Clay,2011,48077,-98.208958,33.78379717,2367,10648,10,1,5,3,NA,NA,NA,NA,NA,NA
2-Abilene,Clay,2012,48077,-98.208958,33.78379717,2270,10555,9,2,1,2,NA,NA,NA,NA,NA,NA
2-Abilene,Clay,2013,48077,-98.208958,33.78379717,2208,10456,12,3,1,6,NA,NA,NA,NA,NA,NA
2-Abilene,Clay,2014,48077,-98.208958,33.78379717,2143,10361,12,3,NA,2,NA,NA,NA,NA,NA,NA
2-Abilene,Clay,2015,48077,-98.208958,33.78379717,2081,10260,8,2,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Clay,2016,48077,-98.208958,33.78379717,2042,10169,10,2,1,4,NA,NA,NA,NA,NA,NA
2-Abilene,Clay,2017,48077,-98.208958,33.78379717,2010,10075,13,1,1,5,2,NA,NA,NA,NA,NA
2-Abilene,Clay,2018,48077,-98.208958,33.78379717,1978,9984,23,3,NA,16,3,NA,NA,NA,NA,NA
2-Abilene,Clay,2019,48077,-98.208958,33.78379717,1940,9885,24,3,NA,9,1,NA,NA,NA,NA,NA
2-Abilene,Clay,2020,48077,-98.208958,33.78379717,1915,9787,18,1,NA,7,3,NA,NA,2,NA,2
2-Abilene,Clay,2021,48077,-98.208958,33.78379717,1884,9693,25,NA,NA,16,3,NA,NA,7,NA,7
2-Abilene,Coleman,2011,48083,-99.45362579,31.77329421,1944,8835,71,3,1,18,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2012,48083,-99.45362579,31.77329421,1944,8802,36,5,2,9,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2013,48083,-99.45362579,31.77329421,1958,8762,37,4,NA,14,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2014,48083,-99.45362579,31.77329421,1945,8730,21,5,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2015,48083,-99.45362579,31.77329421,1948,8696,22,4,NA,9,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2016,48083,-99.45362579,31.77329421,1949,8656,25,7,1,7,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2017,48083,-99.45362579,31.77329421,1929,8609,40,6,1,20,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2018,48083,-99.45362579,31.77329421,1936,8569,57,12,NA,24,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2019,48083,-99.45362579,31.77329421,1934,8527,52,10,NA,14,NA,NA,NA,NA,NA,NA
2-Abilene,Coleman,2020,48083,-99.45362579,31.77329421,1949,8478,41,6,NA,16,NA,5,NA,NA,NA,NA
2-Abilene,Coleman,2021,48083,-99.45362579,31.77329421,1946,8443,41,2,NA,14,NA,4,NA,NA,NA,NA
2-Abilene,Comanche,2011,48093,-98.55841538,31.9490639,3274,13861,13,2,4,2,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2012,48093,-98.55841538,31.9490639,3213,13771,24,1,4,15,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2013,48093,-98.55841538,31.9490639,3163,13689,35,1,1,12,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2014,48093,-98.55841538,31.9490639,3142,13607,19,NA,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2015,48093,-98.55841538,31.9490639,3116,13521,17,1,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2016,48093,-98.55841538,31.9490639,3073,13437,24,NA,NA,15,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2017,48093,-98.55841538,31.9490639,3028,13346,36,NA,NA,12,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2018,48093,-98.55841538,31.9490639,2991,13260,50,5,NA,25,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2019,48093,-98.55841538,31.9490639,2978,13173,42,6,NA,16,NA,NA,NA,NA,NA,NA
2-Abilene,Comanche,2020,48093,-98.55841538,31.9490639,2960,13075,40,9,NA,10,NA,1,NA,NA,NA,NA
2-Abilene,Comanche,2021,48093,-98.55841538,31.9490639,2941,12980,36,5,NA,14,NA,1,NA,NA,NA,NA
2-Abilene,Cottle,2011,48101,-100.2786983,34.0776571,341,1504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2012,48101,-100.2786983,34.0776571,340,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2013,48101,-100.2786983,34.0776571,334,1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2014,48101,-100.2786983,34.0776571,331,1501,4,NA,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2015,48101,-100.2786983,34.0776571,325,1503,3,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2016,48101,-100.2786983,34.0776571,326,1507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2017,48101,-100.2786983,34.0776571,325,1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2018,48101,-100.2786983,34.0776571,322,1512,1,NA,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2019,48101,-100.2786983,34.0776571,312,1515,2,NA,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2020,48101,-100.2786983,34.0776571,310,1510,4,NA,NA,3,NA,NA,NA,NA,NA,NA
2-Abilene,Cottle,2021,48101,-100.2786983,34.0776571,299,1507,7,NA,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2011,48133,-98.8325713,32.32739258,4150,18530,38,4,3,9,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2012,48133,-98.8325713,32.32739258,4143,18485,49,4,2,18,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2013,48133,-98.8325713,32.32739258,4151,18458,44,5,NA,9,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2014,48133,-98.8325713,32.32739258,4145,18445,25,6,NA,5,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2015,48133,-98.8325713,32.32739258,4130,18411,29,4,NA,12,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2016,48133,-98.8325713,32.32739258,4152,18379,48,4,NA,24,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2017,48133,-98.8325713,32.32739258,4127,18357,59,13,NA,21,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2018,48133,-98.8325713,32.32739258,4113,18307,58,8,NA,19,NA,1,NA,NA,NA,NA
2-Abilene,Eastland,2019,48133,-98.8325713,32.32739258,4099,18261,46,6,NA,17,NA,NA,NA,NA,NA,NA
2-Abilene,Eastland,2020,48133,-98.8325713,32.32739258,4078,18205,47,6,NA,15,NA,3,NA,NA,NA,NA
2-Abilene,Eastland,2021,48133,-98.8325713,32.32739258,4015,18149,74,10,NA,46,NA,1,NA,NA,NA,NA
2-Abilene,Fisher,2011,48151,-100.4019503,32.74305155,861,3962,5,NA,1,1,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2012,48151,-100.4019503,32.74305155,829,3951,6,NA,1,2,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2013,48151,-100.4019503,32.74305155,811,3946,6,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2014,48151,-100.4019503,32.74305155,815,3952,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2015,48151,-100.4019503,32.74305155,822,3963,7,NA,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2016,48151,-100.4019503,32.74305155,820,3969,3,NA,NA,2,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2017,48151,-100.4019503,32.74305155,831,3979,13,NA,NA,10,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2018,48151,-100.4019503,32.74305155,826,3985,16,NA,1,3,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2019,48151,-100.4019503,32.74305155,833,3983,9,NA,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Fisher,2020,48151,-100.4019503,32.74305155,831,3985,6,NA,NA,5,NA,1,NA,NA,NA,NA
2-Abilene,Fisher,2021,48151,-100.4019503,32.74305155,837,3980,15,NA,NA,12,1,2,NA,NA,NA,NA
2-Abilene,Foard,2011,48155,-99.77871109,33.97408519,266,1313,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2012,48155,-99.77871109,33.97408519,255,1297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2013,48155,-99.77871109,33.97408519,247,1285,2,NA,NA,2,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2014,48155,-99.77871109,33.97408519,246,1274,2,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2015,48155,-99.77871109,33.97408519,245,1270,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2016,48155,-99.77871109,33.97408519,240,1265,2,NA,NA,2,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2017,48155,-99.77871109,33.97408519,241,1256,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2018,48155,-99.77871109,33.97408519,243,1248,4,NA,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2019,48155,-99.77871109,33.97408519,244,1240,4,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2020,48155,-99.77871109,33.97408519,244,1240,5,NA,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Foard,2021,48155,-99.77871109,33.97408519,245,1238,7,2,NA,2,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2011,48197,-99.7453851,34.28865227,996,4091,7,NA,2,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2012,48197,-99.7453851,34.28865227,981,4049,9,NA,4,4,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2013,48197,-99.7453851,34.28865227,977,4019,12,NA,1,5,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2014,48197,-99.7453851,34.28865227,961,3983,13,NA,NA,4,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2015,48197,-99.7453851,34.28865227,958,3963,7,NA,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2016,48197,-99.7453851,34.28865227,952,3942,5,2,NA,1,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2017,48197,-99.7453851,34.28865227,939,3923,3,1,NA,2,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2018,48197,-99.7453851,34.28865227,946,3899,8,NA,NA,6,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2019,48197,-99.7453851,34.28865227,940,3888,2,2,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2020,48197,-99.7453851,34.28865227,942,3870,1,1,NA,NA,NA,NA,NA,NA,NA,NA
2-Abilene,Hardeman,2021,48197,-99.7453851,34.28865227,942,3854,6,1,NA,5,NA,NA,NA,NA,NA,NA
2-Abilene,Haskell,2011,48207,-99.73029401,33.17824805,1204,5892,6,NA,1,6,NA,NA,NA,NA,NA,NA
2-Abilene,Haskell,2012,48207,-99.73029401,33.17824805,1198,5901,8,NA,1,2,NA,NA,NA,NA,NA,NA
2-Abilene,Haskell,2013,48207,-99.73029401,33.17824805,1191,5926,10,2,NA,5,NA,NA,NA,NA,NA,NA
